,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
2,900.0,3.0,rosberg,1.0,1.0,Finished,102038.0,199725.0,295490.0,390429.0,485867.0,580844.0,676261.0,770811.0,865028.0,959392.0,1054577.0,1188846.0,1338799.0,1480007.0,1614493.0,1708469.0,1802509.0,1895704.0,1988182.0,2081513.0,2174352.0,2267496.0,2360709.0,2454645.0,2548586.0,2643125.0,2738713.0,2834129.0,2928198.0,3023144.0,3117416.0,3212721.0,3306809.0,3400788.0,3494769.0,3589233.0,3684423.0,3799617.0,3900992.0,3994386.0,4087629.0,4180915.0,4273587.0,4366373.0,4460510.0,4553658.0,4647156.0,4739860.0,4832660.0,4925417.0,5019280.0,5112281.0,5205307.0,5298359.0,5391544.0,5484853.0,5578710.0
12,900.0,817.0,ricciardo,22.0,2.0,Disqualified,103549.0,201008.0,297329.0,393295.0,489960.0,585440.0,680764.0,775852.0,870897.0,965957.0,1062296.0,1197523.0,1340071.0,1480792.0,1615317.0,1710732.0,1804798.0,1898681.0,1992650.0,2086790.0,2180606.0,2274432.0,2368690.0,2463494.0,2558771.0,2653644.0,2748743.0,2843711.0,2938824.0,3034800.0,3130248.0,3226787.0,3321817.0,3417463.0,3512747.0,3626060.0,3728420.0,3823089.0,3917133.0,4010887.0,4104444.0,4197695.0,4291597.0,4384889.0,4478831.0,4573514.0,4668769.0,4762509.0,4855575.0,4948806.0,5042141.0,5135290.0,5228758.0,5322183.0,5415550.0,5509025.0,5603235.0
18,900.0,825.0,kevin_magnussen,2.0,1.0,Finished,105402.0,202837.0,300754.0,397550.0,494316.0,590173.0,685619.0,781371.0,877111.0,972666.0,1068860.0,1205398.0,1340858.0,1481622.0,1615956.0,1711389.0,1805528.0,1899563.0,1994217.0,2089084.0,2183458.0,2277589.0,2372140.0,2466579.0,2561947.0,2657807.0,2754421.0,2850652.0,2946916.0,3042643.0,3138148.0,3233774.0,3328974.0,3423878.0,3518606.0,3613601.0,3726236.0,3825366.0,3918283.0,4012181.0,4105325.0,4199067.0,4292785.0,4385897.0,4480253.0,4574657.0,4669906.0,4763772.0,4856769.0,4949756.0,5042908.0,5136215.0,5230452.0,5324223.0,5417664.0,5510789.0,5605487.0
1,900.0,1.0,hamilton,19.0,5.0,Engine,106128.0,206415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,900.0,807.0,hulkenberg,6.0,1.0,Finished,106986.0,205345.0,302201.0,399079.0,495431.0,591494.0,688112.0,784418.0,881069.0,977797.0,1074674.0,1211071.0,1341687.0,1482726.0,1616423.0,1712885.0,1807828.0,1903173.0,1998561.0,2093464.0,2188152.0,2283313.0,2378522.0,2473979.0,2569734.0,2665493.0,2761440.0,2856980.0,2952881.0,3048852.0,3144845.0,3240922.0,3356248.0,3455692.0,3549815.0,3645728.0,3740734.0,3835659.0,3930588.0,4025249.0,4120106.0,4215075.0,4309665.0,4403961.0,4498291.0,4592877.0,4687477.0,4781793.0,4876051.0,4970621.0,5064353.0,5160238.0,5254460.0,5349290.0,5442820.0,5536030.0,5629428.0
3,900.0,4.0,alonso,4.0,1.0,Finished,108266.0,206877.0,304687.0,400406.0,496611.0,592245.0,688537.0,784997.0,881402.0,978394.0,1076061.0,1215586.0,1343863.0,1484252.0,1616739.0,1713212.0,1808663.0,1903615.0,1999068.0,2094211.0,2188823.0,2283873.0,2379173.0,2474465.0,2570524.0,2666321.0,2762104.0,2857751.0,2954026.0,3049857.0,3145231.0,3241421.0,3337370.0,3431447.0,3544275.0,3644247.0,3738621.0,3833191.0,3927185.0,4021136.0,4115228.0,4209756.0,4304109.0,4397555.0,4491574.0,4585394.0,4679206.0,4772193.0,4865713.0,4959181.0,5053025.0,5146686.0,5239764.0,5332997.0,5426344.0,5518960.0,5613994.0
13,900.0,818.0,vergne,8.0,1.0,Finished,108805.0,207384.0,306808.0,403663.0,501255.0,597612.0,693875.0,789673.0,885766.0,982125.0,1079166.0,1222660.0,1346194.0,1485943.0,1617955.0,1714611.0,1810136.0,1905549.0,2000603.0,2095677.0,2190534.0,2285288.0,2380749.0,2476132.0,2571809.0,2668059.0,2764030.0,2860116.0,2956127.0,3052026.0,3147756.0,3243699.0,3358704.0,3459120.0,3552984.0,3647146.0,3741788.0,3836885.0,3931842.0,4026857.0,4121648.0,4216657.0,4310895.0,4405274.0,4499626.0,4594736.0,4690561.0,4785300.0,4880340.0,4975198.0,5069955.0,5164336.0,5260697.0,5355373.0,5449854.0,5544220.0,5639151.0
4,900.0,8.0,raikkonen,7.0,1.0,Finished,109387.0,208017.0,305788.0,402801.0,498893.0,594025.0,690168.0,788290.0,884938.0,981382.0,1078635.0,1224599.0,1350610.0,1486638.0,1618532.0,1715239.0,1810719.0,1906099.0,2001437.0,2096193.0,2191120.0,2286053.0,2381358.0,2476693.0,2574351.0,2670388.0,2766288.0,2862378.0,2957646.0,3053143.0,3148954.0,3245034.0,3341139.0,3436229.0,3534581.0,3648861.0,3749553.0,3843449.0,3937495.0,4031261.0,4125144.0,4219078.0,4313219.0,4407397.0,4501901.0,4596395.0,4691352.0,4785846.0,4880988.0,4976247.0,5070643.0,5165188.0,5259990.0,5353912.0,5447658.0,5541349.0,5636385.0
19,900.0,826.0,kvyat,9.0,1.0,Finished,109503.0,208300.0,307717.0,404754.0,501746.0,598491.0,694719.0,790581.0,886272.0,982729.0,1080028.0,1230872.0,1352776.0,1488667.0,1619724.0,1717359.0,1813681.0,1909250.0,2004617.0,2099882.0,2195305.0,2290911.0,2387272.0,2483001.0,2579862.0,2675710.0,2771370.0,2867465.0,2963541.0,3059283.0,3154805.0,3250253.0,3345756.0,3440948.0,3536540.0,3652383.0,3751640.0,3844274.0,3937963.0,4031950.0,4125654.0,4219508.0,4313969.0,4408699.0,4503828.0,4598833.0,4693779.0,4788968.0,4883342.0,4977858.0,5072260.0,5166789.0,5261404.0,5356172.0,5450599.0,5546482.0,5642295.0
16,900.0,822.0,bottas,5.0,1.0,Finished,109766.0,208503.0,307087.0,403873.0,499620.0,594545.0,690505.0,786078.0,881810.0,1038096.0,1160951.0,1279152.0,1379490.0,1496466.0,1623157.0,1721708.0,1816759.0,1912662.0,2008244.0,2103650.0,2198496.0,2293237.0,2388022.0,2483233.0,2578730.0,2673711.0,2769041.0,2864440.0,2960225.0,3056138.0,3151778.0,3247150.0,3342319.0,3436957.0,3532869.0,3647923.0,3747668.0,3841447.0,3935698.0,4029517.0,4123436.0,4217294.0,4311351.0,4405770.0,4500288.0,4594627.0,4689205.0,4782905.0,4876387.0,4970940.0,5064568.0,5158758.0,5252876.0,5346145.0,5439110.0,5531678.0,5626349.0
6,900.0,18.0,button,3.0,1.0,Finished,110328.0,209296.0,308001.0,405157.0,502277.0,598963.0,695234.0,791313.0,887292.0,983947.0,1101790.0,1222630.0,1344523.0,1485103.0,1617505.0,1713689.0,1809091.0,1904272.0,1999466.0,2094807.0,2189672.0,2284579.0,2379992.0,2475377.0,2571140.0,2666996.0,2762955.0,2858863.0,2954877.0,3050748.0,3146656.0,3260627.0,3359789.0,3453304.0,3547801.0,3641958.0,3736115.0,3830151.0,3924116.0,4018198.0,4112116.0,4205913.0,4299482.0,4392840.0,4486794.0,4580569.0,4674108.0,4767434.0,4860807.0,4954247.0,5047796.0,5141347.0,5234800.0,5328468.0,5422160.0,5515551.0,5608737.0
5,900.0,16.0,sutil,11.0,11.0,+1 Lap,113369.0,215054.0,315078.0,414901.0,516695.0,616237.0,714231.0,812029.0,910091.0,1008774.0,1116789.0,1235379.0,1351578.0,1487905.0,1619305.0,1716914.0,1814502.0,1911871.0,2009303.0,2106429.0,2203265.0,2300249.0,2396768.0,2493518.0,2590731.0,2687298.0,2784584.0,2881538.0,2978184.0,3075055.0,3172333.0,3269310.0,3366574.0,3464118.0,3582870.0,3686243.0,3781307.0,3876583.0,3971620.0,4066186.0,4160750.0,4255552.0,4350421.0,4445546.0,4540753.0,4635930.0,4731129.0,4826133.0,4921712.0,5016948.0,5113328.0,5208262.0,5302888.0,5397482.0,5492109.0,5586852.0,
20,900.0,828.0,ericsson,17.0,51.0,Oil pressure,115013.0,216275.0,315732.0,415506.0,515814.0,616151.0,715997.0,816864.0,916644.0,1016848.0,1122759.0,1240448.0,1354733.0,1490023.0,1621059.0,1721678.0,1821595.0,1919924.0,2020095.0,2118910.0,2218018.0,2316856.0,2438192.0,2541557.0,2638989.0,2736053.0,2835386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,900.0,813.0,maldonado,16.0,132.0,ERS,116505.0,216961.0,317102.0,416830.0,517378.0,616747.0,716337.0,815246.0,913809.0,1012440.0,1119980.0,1238096.0,1353747.0,1489100.0,1620397.0,1718568.0,1815900.0,1914408.0,2012264.0,2109717.0,2208462.0,2307046.0,2406307.0,2503751.0,2601410.0,2698969.0,2797620.0,2898144.0,3016969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,900.0,20.0,vettel,18.0,5.0,Engine,120977.0,230924.0,342384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,900.0,820.0,chilton,13.0,12.0,+2 Laps,125520.0,229027.0,329452.0,428380.0,527016.0,626471.0,725967.0,824963.0,925999.0,1025376.0,1139544.0,1262920.0,1371590.0,1492559.0,1622182.0,1725210.0,1824197.0,1922757.0,2021416.0,2120186.0,2219049.0,2318009.0,2418035.0,2537434.0,2641039.0,2739300.0,2836556.0,2934781.0,3032575.0,3131447.0,3229736.0,3327111.0,3425708.0,3523454.0,3620475.0,3720138.0,3817981.0,3915948.0,4015702.0,4114595.0,4233718.0,4337816.0,4434654.0,4532027.0,4630112.0,4726745.0,4823684.0,4923755.0,5022737.0,5119329.0,5216455.0,5312833.0,5408808.0,5505434.0,5601069.0,,
8,900.0,154.0,grosjean,15.0,132.0,ERS,130795.0,236424.0,334943.0,434100.0,532593.0,630406.0,727518.0,825511.0,924232.0,1022213.0,1129693.0,1248123.0,1356545.0,1491015.0,1621290.0,1720309.0,1818002.0,1914933.0,2013195.0,2111273.0,2208813.0,2307224.0,2403797.0,2500694.0,2597496.0,2694386.0,2791304.0,2907035.0,3009318.0,3104084.0,3200006.0,3295143.0,3390625.0,3485512.0,3580863.0,3676146.0,3771762.0,3868194.0,3963714.0,4058865.0,4154192.0,4248994.0,4344165.0,,,,,,,,,,,,,,
11,900.0,815.0,perez,10.0,1.0,Finished,156707.0,261497.0,358561.0,455071.0,551104.0,647174.0,743261.0,840257.0,936679.0,1033063.0,1162526.0,1283234.0,1385928.0,1498045.0,1624368.0,1722627.0,1818540.0,1915474.0,2013502.0,2110589.0,2206040.0,2301178.0,2397334.0,2494038.0,2591144.0,2687791.0,2785433.0,2882219.0,2979467.0,3076352.0,3173296.0,3288764.0,3388964.0,3482330.0,3575856.0,3669852.0,3763539.0,3857493.0,3951349.0,4044950.0,4138925.0,4232938.0,4327114.0,4421368.0,4515851.0,4610105.0,4705099.0,4799785.0,4894710.0,4990105.0,5085203.0,5180531.0,5275998.0,5371817.0,5467897.0,5567190.0,5664626.0
15,900.0,821.0,gutierrez,12.0,11.0,+1 Lap,161894.0,267349.0,367916.0,465316.0,561761.0,657915.0,753948.0,850070.0,946000.0,1043507.0,1157590.0,1276465.0,1378458.0,1495721.0,1623096.0,1723731.0,1822102.0,1920372.0,2019187.0,2116367.0,2213236.0,2310988.0,2408447.0,2506841.0,2603464.0,2700354.0,2798304.0,2895576.0,2992806.0,3109895.0,3214417.0,3309073.0,3403275.0,3497760.0,3592239.0,3687439.0,3782642.0,3877773.0,3972281.0,4067055.0,4161543.0,4257270.0,4352678.0,4448283.0,4542991.0,4637586.0,4732374.0,4827468.0,4922759.0,5020099.0,5115704.0,5210533.0,5306210.0,5401321.0,5497161.0,5592956.0,
17,900.0,824.0,jules_bianchi,14.0,18.0,+8 Laps,841218.0,940678.0,1039560.0,1152961.0,1271280.0,1373474.0,1493920.0,1622652.0,1724345.0,1823303.0,1921606.0,2020970.0,2119657.0,2218357.0,2317364.0,2417391.0,2515665.0,2613168.0,2710896.0,2829140.0,2933216.0,3030325.0,3126545.0,3223351.0,3319835.0,3418137.0,3515829.0,3614053.0,3710872.0,3807180.0,3903843.0,4001151.0,4098284.0,4195221.0,4312296.0,4415748.0,4511896.0,4608159.0,4706467.0,4804104.0,4899385.0,4996687.0,5093845.0,5190869.0,5286487.0,5382909.0,5479708.0,5576539.0,5672241.0,,,,,,,,
