,0,1,2
0,822,131,1:25.093
1,1,131,1:25.099
2,844,6,1:25.172
3,830,9,1:25.276
4,842,9,1:25.590
5,20,6,1:25.787
6,817,4,1:26.182
7,846,1,1:26.079
8,848,5,1:26.345
9,807,4,1:26.386
10,841,51,1:26.449
11,8,51,1:26.546
12,832,1,1:26.203
13,154,210,1:26.347
14,815,211,1:26.649
15,825,210,1:26.662
16,826,5,1:26.721
17,840,211,1:26.762
18,847,3,1:27.789
19,9,3,1:28.257
