,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,2,6,6,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,vettel,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,rosberg,3,3,3,3,9,9,9,8,7,7,7,5,4,3,3,3,3,2,2,2,3,3,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ricciardo,4,4,4,4,7,7,6,6,6,6,6,7,7,8,6,6,7,9,15,15,12,10,11,11,11,11,10,9,9,9,9,9,8,9,12,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,0
4,massa,5,5,5,5,8,8,7,7,8,8,8,8,8,6,4,4,4,4,4,4,4,4,4,5,8,7,6,6,5,5,5,5,5,5,4,4,4,4,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6
5,kvyat,6,6,6,6,10,11,11,10,10,11,11,11,11,10,9,8,8,7,7,6,7,12,12,12,12,13,12,12,11,10,10,10,9,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,0
6,hulkenberg,7,7,7,7,2,2,2,2,2,3,3,3,3,4,8,15,16,15,14,14,11,9,9,10,10,10,9,10,10,11,13,14,14,14,13,11,11,11,11,11,11,11,11,12,14,14,14,14,14,14,14,14,14,14,14,0
7,ericsson,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,max_verstappen,9,10,10,10,12,10,10,9,9,9,10,10,10,9,7,7,6,6,6,7,13,11,10,9,9,8,7,7,7,6,6,6,6,7,6,7,7,7,6,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7
9,grosjean,10,9,9,8,3,3,3,3,3,4,4,4,5,5,10,16,15,14,12,12,8,7,7,7,6,5,13,13,13,14,14,13,12,13,15,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,0
10,sainz,11,11,11,9,4,4,4,4,4,5,5,6,6,11,15,14,14,13,11,10,9,8,8,8,7,6,5,5,6,8,8,8,13,12,9,9,9,9,9,8,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,0
11,raikkonen,12,18,18,17,17,16,15,15,15,14,13,13,12,12,16,13,12,11,9,8,6,6,6,6,4,4,3,3,4,4,4,4,4,4,7,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12,nasr,13,17,17,16,16,17,17,16,16,16,16,16,16,16,14,12,11,12,13,13,16,14,14,14,14,14,14,14,14,15,15,15,15,15,14,12,12,12,12,12,12,13,13,14,13,13,13,12,12,12,12,12,12,12,12,0
13,bottas,14,12,12,11,13,12,12,11,11,10,9,9,9,7,5,5,5,5,5,5,5,5,5,4,5,9,8,8,8,7,7,7,7,6,5,5,5,5,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
14,alonso,15,14,14,13,14,13,13,13,13,13,14,14,14,13,11,9,9,8,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,perez,16,13,13,12,5,5,8,12,12,12,12,12,13,14,12,11,13,16,16,16,15,13,13,13,13,12,11,11,12,12,11,11,10,10,10,15,15,15,15,14,14,14,14,13,12,12,12,13,13,13,13,13,13,13,13,0
16,button,17,15,15,15,15,14,14,14,14,15,15,15,15,15,13,10,10,10,10,11,10,15,15,15,15,15,15,15,15,13,12,12,11,11,11,14,14,14,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,merhi,18,16,16,14,11,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0
