,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,montoya,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,barrichello,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,raikkonen,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,coulthard,5,5,5,5,5,5,5,5,5,5,5,11,11,8,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,6,6,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0
5,panis,6,7,7,7,7,7,7,7,7,7,9,12,12,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,gene,7,6,6,6,6,6,6,6,6,6,6,5,5,9,9,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,3,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
7,villeneuve,8,8,8,8,8,8,8,8,8,8,7,6,6,4,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,0
8,button,9,9,9,9,9,9,9,9,9,9,8,7,7,5,4,9,9,9,9,9,9,9,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,webber,10,10,10,10,10,10,10,10,10,10,10,8,8,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,11,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,0
10,heidfeld,11,11,11,11,11,11,11,11,11,11,11,9,10,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,8,7,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,8,9,0
11,matta,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,baumgartner,13,13,14,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,14,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,11,0,0
13,kiesa,14,14,15,14,14,14,14,14,14,14,14,14,15,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,0,0
14,frentzen,15,15,13,12,12,12,12,12,12,12,12,10,9,6,8,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,7,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,0,0,0
15,fisichella,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,12,12,13,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10,0
16,alonso,17,17,17,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,8,0
17,verstappen,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
