,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
0,205.0,30.0,michael_schumacher,2.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16398.0,17037.0,19369.0,18236.0,762.0,967.0,934.0,850.0,688.0,564.0,671.0,500.0,720.0,879.0,1013.0,1007.0,1133.0,1303.0,1894.0,1849.0,2269.0,2328.0,4303.0,18533.0,2931.0,3541.0,4080.0,4933.0,5166.0,4390.0,4609.0,4660.0,5276.0,5431.0,5149.0,4413.0,4244.0,4708.0,5327.0,6456.0,5743.0,4711.0,2212.0
1,205.0,56.0,irvine,4.0,1.0,Finished,251.0,1309.0,2023.0,2685.0,2910.0,3207.0,3325.0,3714.0,3905.0,3860.0,4758.0,5801.0,6910.0,9166.0,10324.0,11346.0,12697.0,13919.0,14827.0,15665.0,17389.0,19496.0,21358.0,21168.0,21637.0,43538.0,45268.0,44763.0,26510.0,27686.0,28689.0,29733.0,31144.0,32087.0,33279.0,33914.0,35167.0,37272.0,38816.0,40159.0,41814.0,43392.0,45403.0,47964.0,49828.0,50948.0,51489.0,49391.0,36120.0,54321.0,54627.0,54599.0,54953.0,54435.0,54006.0,54499.0,55206.0,56254.0,57006.0,56628.0,56461.0,57031.0,56932.0,57503.0,58290.0,58043.0,58183.0
2,205.0,57.0,hakkinen,1.0,1.0,Finished,509.0,2041.0,2899.0,3944.0,4553.0,4840.0,5150.0,5410.0,5412.0,5182.0,5155.0,6233.0,7220.0,8566.0,7771.0,7428.0,8389.0,8193.0,8096.0,7693.0,6856.0,5766.0,5207.0,3522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,205.0,14.0,coulthard,3.0,1.0,Finished,1118.0,2729.0,3869.0,4835.0,5866.0,6773.0,7557.0,8319.0,9024.0,9451.0,9697.0,10167.0,10470.0,10834.0,10959.0,11964.0,13421.0,14731.0,15705.0,16253.0,17888.0,19906.0,21841.0,21831.0,20439.0,21851.0,22542.0,22318.0,5384.0,24338.0,25274.0,25698.0,27003.0,27597.0,28394.0,28448.0,29587.0,30842.0,31857.0,33979.0,36063.0,38722.0,39655.0,40089.0,40561.0,40928.0,41111.0,38786.0,22880.0,23110.0,22910.0,24423.0,40286.0,38304.0,37153.0,36893.0,37131.0,37122.0,36351.0,34888.0,33551.0,33610.0,33647.0,35075.0,35383.0,36322.0,34164.0
4,205.0,21.0,fisichella,6.0,1.0,Finished,1584.0,3662.0,5096.0,6140.0,7062.0,7903.0,8582.0,9295.0,10026.0,10384.0,10725.0,11223.0,11498.0,11996.0,12004.0,12568.0,14190.0,15459.0,16519.0,17066.0,18374.0,20133.0,23753.0,44127.0,43216.0,45959.0,49461.0,48477.0,29280.0,29613.0,30199.0,31078.0,32157.0,33112.0,34137.0,34936.0,37606.0,39469.0,43257.0,44270.0,44799.0,47409.0,67691.0,69812.0,71933.0,73862.0,75870.0,74283.0,59205.0,59802.0,60527.0,60566.0,60870.0,60552.0,61031.0,61418.0,62562.0,63120.0,63397.0,63138.0,62910.0,63431.0,63398.0,63762.0,63554.0,63092.0,61360.0
5,205.0,25.0,wurz,7.0,1.0,Finished,2613.0,4568.0,6055.0,8127.0,9650.0,10699.0,11664.0,12717.0,13586.0,14243.0,14553.0,15272.0,16099.0,16416.0,16454.0,16985.0,18028.0,19169.0,20208.0,20547.0,20559.0,21216.0,22691.0,23908.0,44681.0,47144.0,50549.0,50258.0,31712.0,32209.0,32504.0,33088.0,33347.0,33924.0,34851.0,35511.0,37798.0,41698.0,42798.0,43752.0,44195.0,45132.0,48264.0,70218.0,73463.0,75261.0,76991.0,75825.0,61473.0,62510.0,63033.0,63113.0,63308.0,63011.0,62771.0,63548.0,64181.0,64687.0,64986.0,64690.0,64416.0,65101.0,65134.0,65963.0,66440.0,66217.0,64790.0
6,205.0,49.0,frentzen,5.0,1.0,Finished,3279.0,5579.0,7421.0,9286.0,11206.0,12652.0,13874.0,15015.0,16152.0,17269.0,18367.0,19137.0,20555.0,21451.0,22191.0,23089.0,24369.0,25459.0,26169.0,26682.0,26589.0,26539.0,26964.0,25876.0,23664.0,26785.0,47262.0,46383.0,28024.0,28782.0,29620.0,30538.0,31739.0,32571.0,33849.0,34464.0,37530.0,41094.0,42040.0,43003.0,43556.0,44468.0,47736.0,67933.0,69208.0,70616.0,71754.0,70511.0,56862.0,58317.0,59317.0,59630.0,60148.0,59831.0,60381.0,60921.0,61576.0,62316.0,62339.0,61715.0,61660.0,62471.0,62453.0,62891.0,62571.0,62100.0,60248.0
7,205.0,23.0,ralf_schumacher,18.0,23.0,Brakes,3826.0,5969.0,8032.0,10028.0,11848.0,13250.0,14562.0,15944.0,17544.0,18518.0,19231.0,20047.0,21377.0,22293.0,23035.0,23978.0,25198.0,26392.0,27435.0,28126.0,27959.0,30359.0,51462.0,50701.0,49540.0,51708.0,54423.0,54738.0,36733.0,37492.0,37981.0,38281.0,38690.0,39567.0,40240.0,40307.0,41301.0,43031.0,45251.0,46750.0,48009.0,49047.0,49475.0,50055.0,50943.0,51795.0,52329.0,52027.0,55264.0,56490.0,57526.0,57774.0,172664.0,,,,,,,,,,,,,,
8,205.0,35.0,villeneuve,8.0,11.0,+1 Lap,4569.0,6829.0,9167.0,11372.0,13284.0,15148.0,16911.0,18778.0,20412.0,21890.0,23427.0,24741.0,26243.0,28111.0,29723.0,31087.0,32763.0,34248.0,35726.0,36785.0,37324.0,37872.0,38635.0,38640.0,37915.0,39465.0,41075.0,40221.0,21013.0,20995.0,22818.0,45666.0,45213.0,45069.0,45496.0,45679.0,46586.0,47874.0,48915.0,49775.0,50971.0,51858.0,52562.0,53718.0,56796.0,78841.0,81465.0,80583.0,66494.0,69444.0,70930.0,72403.0,73505.0,73603.0,74143.0,75538.0,78121.0,79475.0,80130.0,80425.0,80588.0,84394.0,85109.0,86468.0,88662.0,89682.0,
9,205.0,71.0,damon_hill,9.0,11.0,+1 Lap,5396.0,7495.0,9713.0,11933.0,13998.0,15997.0,18006.0,21683.0,23999.0,26059.0,27981.0,29772.0,30959.0,32134.0,33196.0,34937.0,36495.0,37624.0,39074.0,40005.0,40228.0,41031.0,41411.0,40446.0,39539.0,42832.0,63574.0,63031.0,45508.0,46988.0,48920.0,50954.0,52779.0,54013.0,54706.0,55332.0,56365.0,57444.0,58142.0,59064.0,60034.0,61553.0,62733.0,63524.0,64948.0,67123.0,68385.0,66578.0,51287.0,51795.0,54251.0,72748.0,73887.0,74305.0,74869.0,76312.0,79149.0,80688.0,83071.0,83670.0,84669.0,88082.0,89192.0,92171.0,92304.0,91920.0,
