,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
9,93.0,18.0,button,2.0,1.0,Finished,83407.0,165388.0,247342.0,329423.0,411096.0,493025.0,575203.0,656667.0,739035.0,842486.0,924056.0,1006414.0,1089022.0,1171738.0,1254487.0,1337193.0,1419977.0,1502927.0,1585597.0,1668143.0,1750527.0,1832908.0,1914915.0,1997441.0,2080272.0,2163154.0,2265294.0,2346495.0,2428581.0,2510892.0,2593319.0,2675778.0,2758259.0,2841043.0,2924106.0,3007348.0,3089662.0,3172374.0,3255073.0,3337239.0,3419596.0,3502001.0,3585254.0,3667655.0,3769461.0,3852143.0,3934360.0,4017572.0,4100951.0,4184320.0,4267597.0,4351107.0,4434887.0,4518839.0,4601901.0,4684731.0,4767875.0,4856415.0,4939654.0,5023851.0,5106504.0,5189372.0
13,93.0,30.0,michael_schumacher,1.0,1.0,Finished,86178.0,167569.0,248761.0,330412.0,412065.0,493741.0,575972.0,657738.0,738977.0,819388.0,899922.0,1001394.0,1082830.0,1164115.0,1245670.0,1327275.0,1409104.0,1491177.0,1572848.0,1655335.0,1737617.0,1818851.0,1900182.0,1981393.0,2062574.0,2144463.0,2226453.0,2328165.0,2411349.0,2494887.0,2578889.0,2661109.0,2743114.0,2824995.0,2907669.0,2989889.0,3071750.0,3153295.0,3236042.0,3317569.0,3399250.0,3480837.0,3562409.0,3643231.0,3724504.0,3806085.0,3907793.0,3990557.0,4073304.0,4156313.0,4240246.0,4324361.0,4408211.0,4492206.0,4577355.0,4663657.0,4749235.0,4835022.0,4921836.0,5007538.0,5092879.0,5179670.0
14,93.0,31.0,montoya,3.0,1.0,Finished,87032.0,169347.0,251764.0,334566.0,417234.0,500337.0,582767.0,666401.0,768128.0,850604.0,933666.0,1016598.0,1099571.0,1182612.0,1265643.0,1349642.0,1432890.0,1515954.0,1599127.0,1681959.0,1764521.0,1847207.0,1929745.0,2011669.0,2094758.0,2197582.0,2279452.0,2361727.0,2444631.0,2528348.0,2611487.0,2694285.0,2777128.0,2860218.0,2942883.0,3025947.0,3108582.0,3191210.0,3273684.0,3356238.0,3438493.0,3520581.0,3603712.0,3706383.0,3789520.0,3872609.0,3955995.0,4039575.0,4123658.0,4207224.0,4291664.0,4376003.0,4459251.0,4542066.0,4624559.0,4707338.0,4789883.0,4872531.0,4955005.0,5036963.0,5118949.0,5201287.0
4,93.0,11.0,sato,16.0,5.0,Engine,88558.0,172297.0,255582.0,339121.0,422407.0,505570.0,588524.0,672096.0,755024.0,838748.0,943701.0,1027042.0,1110998.0,1194550.0,1278253.0,1361982.0,1445429.0,1530136.0,1617095.0,1701045.0,1784339.0,1867292.0,1950263.0,2032958.0,2115220.0,2199329.0,2282404.0,2365883.0,2470446.0,2553011.0,2636253.0,2719425.0,2802883.0,2886821.0,2971206.0,3054466.0,3137631.0,3220743.0,3304248.0,3387308.0,3471207.0,3556187.0,3658708.0,3740637.0,3823543.0,3907222.0,3992860.0,4076852.0,4161151.0,4245430.0,4329474.0,4413451.0,4497773.0,4582434.0,4666652.0,4750315.0,,,,,,
12,93.0,23.0,ralf_schumacher,7.0,1.0,Finished,89055.0,172810.0,256398.0,339866.0,423352.0,506439.0,589630.0,672822.0,756310.0,858028.0,940569.0,1023925.0,1108539.0,1191578.0,1274830.0,1358052.0,1441665.0,1526296.0,1609976.0,1693132.0,1775814.0,1858645.0,1941462.0,2024193.0,2106736.0,2189249.0,2272192.0,2355224.0,2456345.0,2538034.0,2619926.0,2702671.0,2785571.0,2869330.0,2952187.0,3035027.0,3117705.0,3200940.0,3283752.0,3366422.0,3448630.0,3531044.0,3613190.0,3697294.0,3797630.0,3879579.0,3963036.0,4046423.0,4129713.0,4228962.0,4313892.0,4398245.0,4482371.0,4566148.0,4649763.0,4733310.0,4817249.0,4901005.0,4984467.0,5067967.0,5151021.0,5235400.0
11,93.0,22.0,barrichello,6.0,1.0,Finished,89789.0,173556.0,257018.0,340231.0,423979.0,507008.0,590052.0,673283.0,756356.0,839469.0,941308.0,1024274.0,1109246.0,1192196.0,1275515.0,1358633.0,1442197.0,1526796.0,1610815.0,1693898.0,1776723.0,1859366.0,1942144.0,2024801.0,2107384.0,2189926.0,2272731.0,2355637.0,2457086.0,2539349.0,2621222.0,2704928.0,2787676.0,2871252.0,2954443.0,3037097.0,3120421.0,3203911.0,3287518.0,3370287.0,3453136.0,3535451.0,3618477.0,3719861.0,3801745.0,3883974.0,3966944.0,4050517.0,4134120.0,4217313.0,4300508.0,4383173.0,4466416.0,4550436.0,4633775.0,4717355.0,4800288.0,4884064.0,4967531.0,5050213.0,5133412.0,5216353.0
7,93.0,15.0,trulli,5.0,1.0,Finished,90182.0,174321.0,257623.0,340857.0,424333.0,507825.0,591191.0,674053.0,756913.0,839258.0,920924.0,1003705.0,1106042.0,1188143.0,1271048.0,1354139.0,1438864.0,1523175.0,1606987.0,1690409.0,1773555.0,1856689.0,1939635.0,2022318.0,2105240.0,2187607.0,2270162.0,2352796.0,2435295.0,2517737.0,2601146.0,2704028.0,2786921.0,2870613.0,2953733.0,3036618.0,3119953.0,3203264.0,3286816.0,3369786.0,3452528.0,3534862.0,3617449.0,3699795.0,3781878.0,3864830.0,3965151.0,4048932.0,4132384.0,4215677.0,4298702.0,4382232.0,4465726.0,4549734.0,4633106.0,4716825.0,4799836.0,4883659.0,4966904.0,5049706.0,5132885.0,5215886.0
8,93.0,17.0,webber,13.0,11.0,+1 Lap,90748.0,175173.0,258628.0,342009.0,425409.0,508817.0,592936.0,676556.0,781293.0,865725.0,949496.0,1033419.0,1117596.0,1201386.0,1285295.0,1369468.0,1454280.0,1539633.0,1625892.0,1710100.0,1796459.0,1882565.0,1967526.0,2052435.0,2157528.0,2241304.0,2326713.0,2412564.0,2498048.0,2583042.0,2668754.0,2753578.0,2839368.0,2923381.0,3009106.0,3093006.0,3176567.0,3260310.0,3343633.0,3427456.0,3512295.0,3623542.0,3709120.0,3792548.0,3876722.0,3961233.0,4048231.0,4136558.0,4220760.0,4305503.0,4390433.0,4474346.0,4558239.0,4641666.0,4724597.0,4807646.0,4891354.0,4975580.0,5060536.0,5145029.0,5228421.0,
2,93.0,4.0,alonso,4.0,1.0,Finished,91037.0,175511.0,259138.0,342468.0,425964.0,509222.0,593204.0,676465.0,758556.0,840366.0,922651.0,1025349.0,1109649.0,1192806.0,1276372.0,1359764.0,1443375.0,1528161.0,1611666.0,1694661.0,1777741.0,1860219.0,1942783.0,2025549.0,2108141.0,2190642.0,2273458.0,2356031.0,2439051.0,2521711.0,2622162.0,2705179.0,2788164.0,2871822.0,2955076.0,3038154.0,3121164.0,3204458.0,3287987.0,3371079.0,3453849.0,3536438.0,3618683.0,3700949.0,3782600.0,3865030.0,3948077.0,4030364.0,4130016.0,4213526.0,4296399.0,4379646.0,4462689.0,4545588.0,4628143.0,4710263.0,4791917.0,4874129.0,4955779.0,5037635.0,5119601.0,5203324.0
16,93.0,43.0,matta,18.0,3.0,Accident,91698.0,176404.0,260425.0,344473.0,428097.0,511699.0,595819.0,701995.0,785355.0,869558.0,953601.0,1038233.0,1122964.0,1207518.0,1291480.0,1375952.0,1460160.0,1544601.0,1629409.0,1713848.0,1798109.0,1884799.0,1970213.0,2072511.0,2155619.0,2239390.0,2323869.0,2409123.0,2493797.0,2579897.0,2663931.0,2748898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
