,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
17,93.0,44.0,panis,11.0,11.0,+1 Lap,92917.0,178818.0,263554.0,347584.0,431878.0,515953.0,599895.0,683488.0,768101.0,870355.0,954090.0,1038983.0,1124379.0,1209254.0,1293712.0,1378626.0,1463470.0,1547998.0,1632614.0,1716637.0,1800537.0,1885883.0,1970926.0,2054894.0,2137899.0,2221399.0,2324134.0,2409403.0,2494391.0,2580334.0,2664826.0,2749336.0,2833552.0,2918310.0,3002905.0,3087510.0,3171449.0,3256809.0,3340368.0,3424028.0,3507065.0,3592377.0,3695625.0,3778507.0,3862797.0,3949295.0,4035038.0,4120214.0,4205293.0,4291122.0,4377607.0,4463791.0,4548324.0,4632297.0,4718445.0,4802016.0,4885602.0,4968982.0,5051843.0,5135006.0,5218490.0,
5,93.0,13.0,massa,10.0,11.0,+1 Lap,93343.0,178258.0,261683.0,345114.0,428683.0,512492.0,596393.0,700763.0,784295.0,867863.0,951502.0,1035407.0,1119314.0,1203138.0,1286877.0,1371009.0,1455148.0,1540260.0,1625157.0,1709104.0,1793727.0,1878255.0,1961765.0,2045714.0,2149461.0,2232891.0,2316526.0,2400007.0,2483851.0,2567421.0,2651152.0,2734809.0,2818198.0,2901542.0,2984744.0,3067639.0,3150756.0,3235056.0,3342250.0,3427016.0,3511205.0,3595016.0,3679107.0,3763124.0,3847133.0,3931283.0,4016130.0,4101998.0,4186034.0,4269941.0,4353978.0,4438064.0,4521759.0,4606337.0,4690593.0,4774004.0,4858694.0,4942294.0,5026044.0,5109967.0,5193852.0,
18,93.0,45.0,pantano,20.0,9.0,Hydraulics,93881.0,179848.0,265799.0,351587.0,437700.0,523157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,93.0,21.0,fisichella,9.0,11.0,+1 Lap,94845.0,180425.0,266318.0,352008.0,437966.0,523596.0,608894.0,693891.0,777666.0,861273.0,944963.0,1028883.0,1112836.0,1195879.0,1279289.0,1363140.0,1446451.0,1530827.0,1617421.0,1701946.0,1806764.0,1890383.0,1974659.0,2060379.0,2145571.0,2229554.0,2313360.0,2397170.0,2481029.0,2564574.0,2647851.0,2731229.0,2814428.0,2897861.0,2980849.0,3064258.0,3147808.0,3230664.0,3313862.0,3419030.0,3503630.0,3587764.0,3671415.0,3755075.0,3839128.0,3922987.0,4006980.0,4090882.0,4174845.0,4260305.0,4344544.0,4428630.0,4512627.0,4596293.0,4679949.0,4763388.0,4849891.0,4932569.0,5015845.0,5098499.0,5181263.0,
3,93.0,8.0,raikkonen,8.0,11.0,+1 Lap,95168.0,181083.0,266992.0,352425.0,438351.0,524135.0,609380.0,694453.0,778834.0,862478.0,946203.0,1029852.0,1114104.0,1197770.0,1281378.0,1364900.0,1448541.0,1532167.0,1617715.0,1702026.0,1785860.0,1890829.0,1974859.0,2059743.0,2144015.0,2228689.0,2312041.0,2395993.0,2479519.0,2563461.0,2646758.0,2730287.0,2813202.0,2896303.0,2979376.0,3062135.0,3145088.0,3227701.0,3310201.0,3392837.0,3475703.0,3581383.0,3665195.0,3749663.0,3834319.0,3919260.0,4004347.0,4089210.0,4174187.0,4259606.0,4343750.0,4427873.0,4511964.0,4595579.0,4679163.0,4762297.0,4847992.0,4931275.0,5014205.0,5097519.0,5180284.0,
15,93.0,32.0,klien,14.0,12.0,+2 Laps,95307.0,181647.0,267497.0,353405.0,439001.0,525200.0,610169.0,695523.0,780406.0,890787.0,974795.0,1059266.0,1143792.0,1228465.0,1312927.0,1397775.0,1485604.0,1571024.0,1656406.0,1741553.0,1826776.0,1911790.0,1996506.0,2082806.0,2167931.0,2275135.0,2358782.0,2443082.0,2527736.0,2613969.0,2698822.0,2784248.0,2873048.0,2958670.0,3043800.0,3129450.0,3214757.0,3299975.0,3384914.0,3470079.0,3555249.0,3640460.0,3745530.0,3829753.0,3914631.0,4001704.0,4087684.0,4173143.0,4260872.0,4347650.0,4433562.0,4519892.0,4605969.0,4693399.0,4779872.0,4868161.0,4953779.0,5041734.0,5128281.0,5214894.0,,
1,93.0,2.0,heidfeld,17.0,30.0,Driveshaft,96379.0,182852.0,268825.0,354337.0,439854.0,525688.0,611555.0,696826.0,781102.0,865151.0,948710.0,1032292.0,1116113.0,1199909.0,1304918.0,1390416.0,1483817.0,1568651.0,1654133.0,1740351.0,1825397.0,1910337.0,1994786.0,2079079.0,2164838.0,2248784.0,2333297.0,2417367.0,2502127.0,2587884.0,2671969.0,2756608.0,2861677.0,2945926.0,3030418.0,3115481.0,3202112.0,3290733.0,3375761.0,3460118.0,3544512.0,3628183.0,3711628.0,3795009.0,3878553.0,3963714.0,4049530.0,4154164.0,,,,,,,,,,,,,,
19,93.0,46.0,bruni,19.0,23.0,Brakes,97378.0,186288.0,274451.0,362087.0,449559.0,537344.0,625864.0,713500.0,800711.0,887662.0,974519.0,1064077.0,1175855.0,1263037.0,1350800.0,1438713.0,1529766.0,1619685.0,1707272.0,1795987.0,1886327.0,1978138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,93.0,47.0,baumgartner,15.0,14.0,+4 Laps,98589.0,188254.0,277168.0,365681.0,453697.0,541753.0,629354.0,716607.0,803376.0,890631.0,979415.0,1066680.0,1153339.0,1240200.0,1347947.0,1435512.0,1527921.0,1618389.0,1705656.0,1793027.0,1881592.0,1970553.0,2059292.0,2149402.0,2236668.0,2323220.0,2414617.0,2501739.0,2591095.0,2710046.0,2796697.0,2884487.0,2972509.0,3060278.0,3149191.0,3238753.0,3325922.0,3414273.0,3501607.0,3592427.0,3680338.0,3767118.0,3855120.0,3943825.0,4055964.0,4144029.0,4232167.0,4319632.0,4408914.0,4496520.0,4585471.0,4672535.0,4759129.0,4850310.0,4937487.0,5024924.0,5114021.0,5200096.0,,,,
6,93.0,14.0,coulthard,12.0,11.0,+1 Lap,105755.0,217022.0,301417.0,386405.0,470396.0,554694.0,639126.0,723004.0,806894.0,891299.0,975605.0,1060154.0,1144528.0,1229097.0,1313616.0,1398232.0,1484221.0,1569152.0,1655342.0,1759162.0,1842222.0,1925635.0,2009313.0,2093121.0,2176742.0,2260178.0,2344358.0,2430213.0,2514472.0,2598658.0,2682080.0,2765611.0,2849630.0,2933323.0,3016499.0,3099475.0,3182474.0,3265956.0,3349164.0,3433474.0,3538884.0,3621835.0,3705115.0,3790140.0,3874609.0,3959169.0,4043400.0,4127413.0,4211452.0,4295559.0,4380673.0,4464756.0,4551276.0,4635244.0,4719024.0,4802850.0,4886590.0,4969916.0,5052929.0,5135888.0,5219350.0,
