,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,button,1,1,1,1,1,1,1,1,2,6,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,michael_schumacher,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,montoya,3,3,3,3,3,3,3,3,9,7,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,sato,4,4,4,4,4,4,4,4,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0
4,ralf_schumacher,5,5,5,5,5,5,5,5,4,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,3,6,6,5,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7
5,barrichello,6,6,6,6,6,6,6,6,5,4,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
6,trulli,7,7,7,7,7,7,7,7,6,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
7,webber,8,8,8,8,8,8,8,9,14,12,12,12,12,12,11,11,11,11,12,12,11,10,10,10,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,0
8,alonso,9,9,9,9,9,9,9,8,7,5,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4
9,matta,10,10,10,10,10,10,10,16,16,14,14,14,14,14,13,13,13,13,13,13,12,11,11,14,13,13,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,panis,11,12,12,12,12,12,12,10,8,15,15,15,15,15,14,14,14,14,14,14,13,12,12,11,9,9,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,0
11,massa,12,11,11,11,11,11,11,15,15,13,13,13,13,13,12,12,12,12,11,11,10,9,9,9,12,12,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,0
12,pantano,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,fisichella,14,14,14,14,14,14,13,11,10,9,9,9,9,9,9,9,9,9,9,9,14,13,13,13,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,0
14,raikkonen,15,15,15,15,15,15,14,12,11,10,10,10,10,10,10,10,10,10,10,10,9,14,14,12,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,0
15,klien,16,16,16,16,16,16,15,13,12,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,0,0
16,heidfeld,17,17,17,17,17,17,16,14,13,11,11,11,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,bruni,18,18,18,18,18,18,17,17,17,16,16,17,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,baumgartner,19,19,19,19,19,19,18,18,18,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,14,14,0,0,0,0
