,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
13,86,31,montoya,1,14,4,Collision,121205,237239,354132,470693,587937,705531,822990,940157,1057872,1175435,1303813.0,1533180.0,1732116.0,1848104.0,1965269.0,2082499.0,2199998.0,2317930.0,2435572.0,2554815.0,2673037.0,2791190.0,2909270.0,3026869.0,3144493.0,3262766.0,3379785.0,3497730.0,3614334.0,3730920.0,3847367.0,3963851.0,4091351.0,4223189.0,4339322.0,4458790.0,4579682.0,4700727.0,4821203.0,4941834.0,,,,
1,86,8,raikkonen,1,1,1,Finished,122457,238671,354907,472251,589214,706561,823951,941169,1058520,1176103,1330808.0,1538898.0,1736302.0,1854605.0,1971814.0,2089700.0,2207340.0,2324945.0,2442566.0,2561469.0,2680190.0,2798389.0,2915785.0,3033378.0,3150568.0,3267765.0,3384349.0,3500582.0,3616546.0,3732394.0,3848490.0,3964265.0,4082888.0,4196698.0,4322193.0,4452042.0,4568715.0,4685995.0,4802704.0,4921017.0,5038375.0,5157760.0,5277153.0,5401295.0
5,86,15,trulli,7,16,3,Accident,124459,241744,358697,475977,593616,710982,828611,945795,1063539,1180900,1332159.0,1543744.0,1755476.0,1897433.0,2017640.0,2136746.0,2255860.0,2375985.0,2497881.0,2618475.0,2739561.0,2860134.0,2980381.0,3100560.0,3220193.0,3339255.0,3458152.0,3577132.0,3699506.0,3818523.0,3938820.0,4066471.0,4200072.0,4317801.0,,,,,,,,,,
0,86,4,alonso,4,2,1,Finished,125152,244015,361524,479277,597537,716209,834867,953018,1070670,1188370,1332541.0,1539591.0,1736655.0,1858225.0,1976754.0,2095201.0,2213556.0,2331959.0,2450230.0,2569771.0,2689135.0,2807426.0,2925708.0,3043480.0,3161067.0,3279147.0,3396862.0,3513651.0,3629995.0,3747142.0,3863273.0,3988538.0,4119344.0,4236030.0,4355620.0,4475412.0,4596016.0,4717056.0,4837236.0,4956638.0,5077420.0,5195565.0,5312711.0,5429689.0
12,86,30,michael_schumacher,6,18,3,Accident,125941,245118,363633,482082,600542,718529,836402,954527,1071973,1189417,1334283.0,1550416.0,1750948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,86,11,sato,16,19,3,Accident,128732,247899,367305,486072,604251,723243,842055,960410,1078485,1196019,1334826.0,1551011.0,1751055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,86,18,button,16,3,1,Finished,128863,248682,368128,487163,606532,725519,845580,964340,1084410,1203212,1345869.0,1561583.0,1751904.0,1871640.0,1991489.0,2111820.0,2232871.0,2353293.0,2473927.0,2595240.0,2716810.0,2838128.0,2959339.0,3080657.0,3199181.0,3316942.0,3435094.0,3552693.0,3669996.0,3786829.0,3903622.0,4020193.0,4145338.0,4276986.0,4395114.0,4511752.0,4627842.0,4745170.0,4861215.0,4976580.0,5092688.0,5206448.0,5320049.0,5433372.0
10,86,23,ralf_schumacher,7,7,1,Finished,129236,249621,369022,487870,607283,726245,845051,961461,1079283,1206213,1341493.0,1537191.0,1736130.0,1852840.0,1968906.0,2085388.0,2201916.0,2318753.0,2436359.0,2555541.0,2674199.0,2792191.0,2910284.0,3037230.0,3213347.0,3344552.0,3463225.0,3581231.0,3701087.0,3820724.0,3942004.0,4062505.0,4182858.0,4302302.0,4421579.0,4540712.0,4659479.0,4777262.0,4894535.0,5020076.0,5151313.0,5265239.0,5376692.0,5488869.0
3,86,13,massa,15,10,11,+1 Lap,129506,250357,369720,489263,608348,727700,847617,966649,1085374,1203935,1346518.0,1544240.0,1746243.0,1864387.0,1983228.0,2104066.0,2223911.0,2343140.0,2462704.0,2583602.0,2703435.0,2822953.0,2942293.0,3061547.0,3181162.0,3299663.0,3417796.0,3535544.0,3662198.0,3813682.0,3953137.0,4105016.0,4237704.0,4358379.0,4480403.0,4603013.0,4726690.0,4849422.0,4970796.0,5093861.0,5215013.0,5334250.0,5452661.0,
6,86,17,webber,3,4,1,Finished,130440,253307,373071,492111,611351,730899,850202,968942,1087326,1205983,1348711.0,1553781.0,1751622.0,1869602.0,1987828.0,2107219.0,2228491.0,2349100.0,2468589.0,2589511.0,2709732.0,2829054.0,2948549.0,3067489.0,3186759.0,3305832.0,3424696.0,3542284.0,3659321.0,3776185.0,3892800.0,4018050.0,4150916.0,4272108.0,4395401.0,4519526.0,4641592.0,4772510.0,4903267.0,5015637.0,5131126.0,5245084.0,5358175.0,5470462.0
