,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,202,57,hakkinen,1,6,11,+1 Lap,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4967.0,7447.0,9083.0,10012.0,12561.0,12332.0,16039.0,19297.0,21250.0,24310.0,27228.0,31868.0,36383.0,41197.0,46409.0,47917.0,30366.0,34128.0,37657.0,42828.0,48164.0,52836.0,55899.0,57566.0,64259.0,69227.0,73444.0,77513.0,81675.0,88384.0,
1,202,14,coulthard,1,2,1,Finished,828,854,1007,1358,1787,2099,2311,2623,2825,3012,2840,2569,2354,2426.0,1935.0,2030.0,2061.0,1701.0,2045.0,2482.0,3751.0,3720.0,4086.0,3219.0,3150.0,8800.0,28923.0,23408.0,3168.0,3648.0,3905.0,3902.0,3242.0,3101.0,3063.0,2760.0,2504.0,2971.0,2785.0,4034.0,3130.0,3500.0,3216.0,7232.0,28296.0,22695.0,6495.0,8277.0,9889.0,10818.0,13254.0,10987.0,13985.0,16005.0,16247.0,17559.0,18830.0,21367.0,23059.0,24986.0,26903.0,24287.0,5033.0,5548.0,7116.0,10068.0,11170.0,12405.0,13753.0,13994.0,14748.0,14415.0,14434.0,13994.0,12737.0,11296.0,9433.0
2,202,30,michael_schumacher,6,1,1,Finished,1932,2184,1946,2299,2588,2785,3116,3604,4178,4328,4139,3954,3586,3649.0,3159.0,3007.0,2998.0,2925.0,2669.0,3606.0,4312.0,4405.0,5049.0,4418.0,8008.0,29423.0,31059.0,26357.0,6552.0,7147.0,7413.0,6178.0,4853.0,4368.0,3635.0,3369.0,2944.0,3365.0,3006.0,4802.0,3686.0,4219.0,8157.0,25186.0,23588.0,16758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,202,56,irvine,6,20,6,Gearbox,3770,4509,4947,5566,6000,6324,6320,6890,7155,7287,7057,6820,19775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,202,71,damon_hill,17,4,1,Finished,5005,6813,7372,8771,10101,11005,11993,13364,14445,15473,16190,16913,17912,18486.0,18917.0,19261.0,19997.0,20203.0,19459.0,20988.0,22436.0,23722.0,26096.0,31244.0,53533.0,54234.0,54817.0,50709.0,32080.0,33774.0,35043.0,35976.0,37826.0,38920.0,39777.0,40507.0,40706.0,41060.0,39710.0,41721.0,42263.0,43336.0,44322.0,44571.0,44944.0,40639.0,25365.0,27696.0,29457.0,29905.0,35699.0,50740.0,51331.0,52614.0,52769.0,55645.0,57450.0,59709.0,61635.0,64941.0,68024.0,67625.0,48258.0,48466.0,49731.0,52676.0,54650.0,55955.0,57001.0,57754.0,58959.0,59189.0,59624.0,58180.0,56394.0,54559.0,55075.0
5,202,35,villeneuve,3,3,1,Finished,5977,7760,8590,9961,11260,12308,13395,14895,16356,17421,19025,19705,21718,23070.0,24597.0,25192.0,25544.0,25457.0,24311.0,25116.0,26100.0,26181.0,26919.0,27694.0,26997.0,28629.0,30656.0,25830.0,5951.0,6386.0,12144.0,37072.0,38476.0,39276.0,40437.0,41124.0,42073.0,41816.0,40639.0,42181.0,42681.0,43880.0,44903.0,45029.0,45569.0,41246.0,25863.0,28235.0,29865.0,30371.0,32031.0,26336.0,26634.0,26974.0,31373.0,51747.0,51719.0,52462.0,55333.0,57826.0,59732.0,57664.0,39548.0,39460.0,39407.0,42840.0,44042.0,44775.0,45099.0,45163.0,45419.0,45204.0,45060.0,44518.0,43272.0,41444.0,44444.0
6,202,49,frentzen,3,5,1,Finished,6679,8648,10037,11333,12926,14216,15221,16832,18434,19808,21183,22390,23470,24988.0,25587.0,26674.0,27587.0,28200.0,28606.0,30564.0,32715.0,33624.0,34816.0,35280.0,35208.0,35804.0,36938.0,33583.0,20009.0,49770.0,51727.0,52138.0,51978.0,52799.0,55192.0,55584.0,55207.0,55928.0,55455.0,56641.0,57548.0,58404.0,58496.0,58313.0,57998.0,53132.0,36911.0,38447.0,38524.0,37995.0,38670.0,33942.0,34072.0,40379.0,60918.0,61560.0,61810.0,62890.0,64009.0,66405.0,69218.0,68272.0,49870.0,51835.0,53819.0,55295.0,56911.0,57723.0,58366.0,59240.0,61817.0,61101.0,60533.0,58987.0,57415.0,55472.0,56510.0
7,202,25,wurz,22,16,6,Gearbox,7358,9727,10946,12683,14440,16403,18228,20450,22247,23888,25544,27021,28486,29879.0,31410.0,32824.0,34089.0,35093.0,34595.0,37081.0,39654.0,42095.0,43476.0,44205.0,44468.0,45563.0,46594.0,47537.0,49380.0,50846.0,54270.0,55933.0,56516.0,57330.0,58436.0,60590.0,61986.0,62723.0,62659.0,63274.0,63825.0,64637.0,66045.0,67001.0,67558.0,62802.0,46992.0,48666.0,54233.0,77146.0,78788.0,76007.0,77813.0,80464.0,83100.0,85235.0,87566.0,90650.0,93659.0,96827.0,99940.0,98588.0,80591.0,84428.0,87178.0,88755.0,89897.0,91282.0,94302.0,,,,,,,,
8,202,55,alesi,15,7,11,+1 Lap,8381,10923,12712,14973,17342,18948,20241,22353,24051,25708,27033,28378,29861,31325.0,32444.0,33766.0,35487.0,36530.0,36286.0,38431.0,44051.0,45597.0,48616.0,50115.0,50703.0,51288.0,52349.0,48493.0,30126.0,36270.0,57983.0,60929.0,61263.0,62977.0,63203.0,63594.0,64177.0,64976.0,65725.0,66235.0,66436.0,67738.0,68958.0,70198.0,71984.0,67767.0,52441.0,54403.0,55752.0,61577.0,66876.0,84804.0,85694.0,87485.0,88525.0,90383.0,91869.0,93818.0,95696.0,98330.0,100745.0,98881.0,82423.0,84860.0,87847.0,89932.0,91785.0,93346.0,97065.0,97971.0,99189.0,100152.0,100985.0,101342.0,100749.0,100413.0,
9,202,21,fisichella,22,8,11,+1 Lap,9035,11616,13471,15733,18152,19998,22038,24085,26585,28349,29884,31122,32487,33661.0,34724.0,35322.0,36478.0,37573.0,37707.0,39711.0,41826.0,43632.0,45196.0,45684.0,45729.0,46506.0,47572.0,43976.0,29136.0,51771.0,54729.0,56225.0,57114.0,58277.0,59198.0,60981.0,62777.0,63997.0,63878.0,64949.0,65458.0,66341.0,68471.0,69059.0,71315.0,66461.0,50946.0,52201.0,55456.0,62933.0,87177.0,85598.0,87805.0,90550.0,92184.0,94516.0,97474.0,99685.0,101374.0,104809.0,107569.0,107315.0,88487.0,89973.0,92747.0,96431.0,99026.0,100007.0,101340.0,102358.0,104432.0,105999.0,107770.0,109690.0,111010.0,114809.0,
