,0,1,2
0,1,131,1:18.887
1,822,131,1:18.952
2,832,1,1:19.695
3,815,211,1:19.718
4,830,9,1:19.780
5,846,1,1:19.820
6,817,4,1:19.864
7,840,211,1:19.924
8,848,9,1:20.064
9,842,213,1:19.909
10,826,213,1:20.169
11,839,4,1:20.234
12,844,6,1:20.273
13,8,51,1:20.926
14,825,210,1:20.869
15,154,210,1:21.139
16,20,6,1:21.151
17,841,51,1:21.206
18,847,3,1:21.587
19,849,3,1:21.717
