,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,852,3,rosberg,131,6,1,Finished,119687,237065,354717,471341,588304,705270,823176.0,940762.0,1057838.0,1175867.0,1296694.0,1428071.0,1557611.0,1710440.0,1883087.0,2052469.0,2167486.0,2281962.0,2396070.0,2510390.0,2624850.0,2739152.0,2853387.0,2967719.0,3082792.0,3198514.0,3313511.0,3428499.0,3543863.0,3662508.0,3789689.0,3902145.0,4014424.0,4126732.0,4239298.0,4351707.0,4464147.0,4576573.0,4688836.0,4801210.0,4914687.0,5028167.0,5140844.0,5253567.0
10,852,20,vettel,9,1,1,Finished,120172,237379,353087,469189,588189,715656,830389.0,944313.0,1058907.0,1175242.0,1290158.0,1404547.0,1529832.0,1708231.0,1881713.0,2051289.0,2166026.0,2278307.0,2390281.0,2502613.0,2615060.0,2727646.0,2840306.0,2953358.0,3066303.0,3179176.0,3292112.0,3405134.0,3518748.0,3635390.0,3759595.0,3870610.0,3981967.0,4093519.0,4205758.0,4316209.0,4427492.0,4538614.0,4649295.0,4760124.0,4871399.0,4982803.0,5094165.0,5204893.0
5,852,13,massa,6,8,1,Finished,120901,237968,355241,471762,590590,707106,824090.0,941444.0,1061666.0,1191680.0,1309380.0,1425699.0,1556467.0,1709584.0,1882305.0,2052140.0,2168135.0,2282599.0,2396660.0,2511101.0,2625391.0,2740388.0,2854926.0,2969914.0,3084718.0,3199588.0,3314352.0,3429366.0,3544499.0,3663812.0,3792596.0,3909966.0,4037360.0,4149513.0,4262766.0,4374708.0,4487324.0,4599134.0,4710919.0,4822684.0,4934628.0,5046192.0,5157853.0,5270969.0
0,852,1,hamilton,1,22,4,Collision,122141,239936,356841,472914,589551,706195,823341.0,938988.0,1055149.0,1174499.0,1303715.0,1419493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,852,4,alonso,6,4,1,Finished,122347,238840,355680,472242,588816,705568,820719.0,939002.0,1067670.0,1182908.0,1296655.0,1410054.0,1534200.0,1706567.0,1880169.0,2050456.0,2165720.0,2280022.0,2392990.0,2506124.0,2619024.0,2732106.0,2845016.0,2958106.0,3071322.0,3184518.0,3297774.0,3411213.0,3528519.0,3653182.0,3765026.0,3876982.0,3988538.0,4100574.0,4212689.0,4324603.0,4436896.0,4548260.0,4659511.0,4770694.0,4881801.0,4993842.0,5105327.0,5217915.0
14,852,67,buemi,5,23,65,Rear wing,123152,240854,358155,474945,600261,723233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,852,815,perez,15,20,22,Suspension,123780,241482,358579,475569,610384,742479,859261.0,974732.0,1089814.0,1204439.0,1319399.0,1434478.0,1565593.0,1712740.0,1884646.0,2053459.0,2171440.0,2289210.0,2405216.0,2520623.0,2636050.0,2755607.0,2880557.0,3010027.0,3124567.0,3238811.0,3435616.0,,,,,,,,,,,,,,,,,
8,852,17,webber,9,2,1,Finished,124253,241899,362961,489626,604583,720860,837166.0,951381.0,1067420.0,1183567.0,1300951.0,1414827.0,1540399.0,1707227.0,1880961.0,2051111.0,2166801.0,2281018.0,2394406.0,2507545.0,2621055.0,2734380.0,2847801.0,2960845.0,3074285.0,3187393.0,3300780.0,3414451.0,3528511.0,3642284.0,3759752.0,3882880.0,3992763.0,4103165.0,4213675.0,4325105.0,4435369.0,4545796.0,4655791.0,4766322.0,4877080.0,4988014.0,5098421.0,5208634.0
15,852,155,kobayashi,15,12,1,Finished,125298,242820,360574,478232,596569,713074,829627.0,947442.0,1064973.0,1182430.0,1300688.0,1418909.0,1553262.0,1710938.0,1889943.0,2057007.0,2173499.0,2290992.0,2407615.0,2523107.0,2638750.0,2754592.0,2870200.0,2986268.0,3102391.0,3218222.0,3333531.0,3449499.0,3568756.0,3695645.0,3809984.0,3923861.0,4038093.0,4152220.0,4266091.0,4380140.0,4494100.0,4608123.0,4722406.0,4839125.0,4954124.0,5068674.0,5182725.0,5296869.0
16,852,808,petrov,4,9,1,Finished,125844,243561,360911,478670,597174,713657,830763.0,947974.0,1065733.0,1182788.0,1301831.0,1423341.0,1568351.0,1713749.0,1885887.0,2053698.0,2171717.0,2287212.0,2401913.0,2516215.0,2630910.0,2745816.0,2860161.0,2974449.0,3088692.0,3203862.0,3318366.0,3432577.0,3547134.0,3665510.0,3793250.0,3907768.0,4020376.0,4132808.0,4245314.0,4358768.0,4472428.0,4585789.0,4698834.0,4812041.0,4925157.0,5039101.0,5152939.0,5276810.0
