,0,1,2
0,20,9,1:25.381
1,3,131,1:25.556
2,4,6,1:26.590
3,17,9,1:26.689
4,1,131,1:25.342
5,154,208,1:26.161
6,817,5,1:27.078
7,818,5,1:27.124
8,13,6,1:26.817
9,807,15,1:26.071
10,5,208,1:26.266
11,814,10,1:26.275
12,822,3,1:26.790
13,815,1,1:26.741
14,18,1,1:26.398
15,16,10,1:26.874
16,813,3,1:27.367
17,821,15,1:27.455
18,819,207,1:27.843
19,823,207,1:28.320
20,824,206,1:28.366
21,820,206,1:28.950
