,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,5,5,5,3,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,alonso,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,hamilton,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,9,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4,webber,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,massa,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,8,6,5,4,4,4,4,4,4,4,4,4,4,4,5,8,8,8,8,8,8,8,8,8,10,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6,hulkenberg,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,7,12,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,5,8,11,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,grosjean,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ricciardo,9,9,8,8,8,8,8,9,9,9,9,9,9,12,17,15,15,13,13,12,9,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,13,13,13,13,12,11,11,11,11,11,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
9,bottas,10,11,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,18,19,18,17,16,15,14,14,14,14,14,15,15,15,15,15,15,14,15,15,14,14,14,16,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,button,11,10,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,10,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,7,8,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11,vergne,12,14,13,13,14,14,14,14,14,17,20,20,20,20,20,18,18,17,17,19,19,19,17,16,16,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,0
12,gutierrez,13,12,11,11,11,11,11,11,11,12,12,14,14,14,13,13,13,11,11,9,7,12,18,15,15,15,15,15,14,14,14,14,14,13,13,13,13,12,12,12,12,12,11,11,11,11,13,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
13,sutil,14,13,12,12,12,12,13,13,13,13,13,12,12,11,11,11,12,15,14,14,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,15,15,15,14,14,12,12,12,12,10,10,10,10,10,10,9,11,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,0
14,kovalainen,15,18,17,17,17,17,17,17,17,16,16,16,16,16,15,20,20,19,18,17,16,15,14,13,13,13,13,13,13,13,13,13,13,14,16,16,16,16,16,16,15,15,14,14,14,14,14,12,12,12,12,12,12,13,12,12,13,13,13,13,13,13,14,14,14,14,14,14,14,14,0
15,perez,16,15,14,14,13,13,12,12,12,11,11,11,10,9,9,9,9,9,9,13,11,9,9,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
16,resta,17,17,16,16,16,15,15,15,15,14,14,13,13,13,12,12,10,10,10,10,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10,9,10,10,9,13,13,13,13,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
17,maldonado,18,16,15,15,15,16,16,16,16,15,15,15,15,15,14,14,14,12,12,11,8,10,12,18,17,16,16,16,16,16,16,16,16,16,15,14,14,13,13,13,13,13,15,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,0
18,jules_bianchi,19,19,18,18,19,19,20,20,20,20,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,0,0
19,pic,20,21,20,20,20,20,19,19,19,19,18,18,18,18,18,17,17,16,16,16,18,18,19,17,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
20,garde,21,20,19,19,18,18,18,18,18,18,17,17,17,17,16,16,16,14,15,15,15,17,16,19,19,18,18,18,17,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,0,0
