,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,vettel,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,2,3,3,4,4,4,4,7,6,5,5,5,5,5,5,5,5,6,6,12,10,9,8,8,8,8,8,8,8,8,11,9,8,7,7,7,5,5,5,5,5,9,7,6,6,6,6,6,6,6,5,5,5,5,5
2,webber,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
3,alonso,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
4,button,5,5,5,5,5,5,6,5,5,5,2,1,2,7,7,7,7,7,7,7,5,5,4,4,4,4,7,7,7,7,7,7,7,6,4,4,4,4,4,7,6,6,6,6,5,5,4,4,5,5,5,5,5,6,6,6,6,6
5,hamilton,6,6,6,6,6,6,5,6,7,11,8,7,7,4,4,4,4,4,4,4,10,10,6,5,5,5,4,4,4,4,4,4,4,4,7,7,6,6,6,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4
6,michael_schumacher,7,8,22,22,22,21,19,19,19,18,16,14,14,15,17,16,16,16,16,16,15,15,15,13,11,10,10,10,10,11,14,14,14,12,11,11,11,11,12,12,10,10,10,11,11,13,12,12,12,12,12,12,11,12,12,12,12,12
7,petrov,8,9,8,8,8,8,8,8,18,16,12,9,9,8,8,8,8,8,8,14,14,14,10,8,6,6,5,5,5,5,5,5,5,5,10,10,9,8,8,8,7,7,7,7,6,10,8,8,8,8,9,9,9,9,9,9,9,8
8,heidfeld,9,10,10,10,10,9,9,9,8,6,13,11,10,9,9,9,9,9,9,8,7,7,13,11,10,9,9,9,9,9,9,9,9,8,5,5,10,10,9,9,8,8,8,8,7,6,9,9,9,9,8,8,8,7,7,7,7,7
9,massa,10,7,7,7,7,7,7,7,6,12,9,8,8,6,6,6,6,6,6,6,4,4,5,9,7,7,6,6,6,6,6,6,6,7,13,12,12,12,11,10,9,9,9,9,8,8,13,13,13,13,13,13,12,11,11,11,11,11
10,barrichello,11,11,9,9,9,10,10,10,9,7,18,15,12,11,11,12,12,12,12,11,11,11,8,6,14,13,13,13,13,12,11,11,11,10,8,9,8,9,10,11,15,15,15,15,14,14,14,14,14,14,15,15,15,15,15,14,14,0
11,sutil,12,12,11,11,11,11,11,11,10,8,19,16,15,13,13,13,13,13,13,12,12,12,9,7,8,14,14,14,14,13,12,12,13,13,12,13,13,13,13,13,16,16,16,16,15,15,15,15,15,15,14,14,14,14,13,13,13,0
