,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,844,20,vettel,9,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,844,3,rosberg,131,5,1,Finished,1290,1816,2460,2981,4647,6622,8100,9911,10750,11529,28795,13115,12176,13486,14537,15985,17062,18715,20627,24426,28170,31995,49546,50711,50533,36523,38984,40176,41084,42452,44025,45393,46743,63058,63143,62564,61978,61629,61370,61952,46052,46751,47484,48188,63080.0,62814.0,62583.0,46204.0,46342.0,47092.0,47573.0,47903.0,48125.0,48783.0,48798.0,48087.0,47551.0,47539.0
2,844,17,webber,9,2,1,Finished,1930,2371,3075,3526,4460,4723,5411,5651,5762,6169,21068,4698,2741,2999,2887,3110,3062,3225,3680,4754,6633,22446,23509,23742,23162,8151,8539,8748,9634,9880,10495,10926,11304,12423,14117,28754,27554,26922,26887,26500,10155,10212,10521,10731,10808.0,26422.0,25563.0,7998.0,7077.0,7216.0,7489.0,8237.0,8009.0,7798.0,7929.0,7863.0,8074.0,8807.0
3,844,4,alonso,6,3,1,Finished,2311,3291,4190,4524,5075,6781,7514,7682,7651,7494,22502,6717,5070,5432,5441,5830,5737,5775,6251,7017,7597,8555,9724,25780,24546,9168,9197,9242,9012,9005,8855,8840,8939,9502,10370,10639,25790,25035,24488,23281,7112,7101,7216,7616,7538.0,7518.0,23243.0,6254.0,5966.0,6325.0,7589.0,9021.0,9102.0,9288.0,9715.0,9635.0,9797.0,10075.0
4,844,18,button,1,6,1,Finished,3082,4219,5584,6717,7398,8780,10374,11393,12475,13045,13657,0,1151,19107,20139,21498,22395,23239,24156,25664,27925,29255,31452,32414,33034,19061,37968,39043,39367,41177,42394,43617,45764,47104,47769,47836,48599,49755,50889,67511,52355,53726,54374,54862,55344.0,55519.0,55882.0,40171.0,41264.0,43146.0,44455.0,46104.0,47283.0,49514.0,52210.0,54132.0,56329.0,59431.0
5,844,1,hamilton,1,4,1,Finished,3583,4702,6051,7082,7874,8858,10212,11978,14128,29716,29364,13518,12923,13040,13704,14648,15394,16583,18390,21512,37632,38642,40096,40189,39614,25066,26128,26847,27324,27768,27749,27729,27943,28925,60516,59646,59187,58708,58493,58702,42454,42574,42290,42160,41749.0,41616.0,58143.0,40983.0,40435.0,40915.0,41526.0,41870.0,41948.0,42113.0,42098.0,41152.0,40559.0,40232.0
6,844,30,michael_schumacher,131,12,1,Finished,4490,8009,33356,33651,34394,35410,36661,37716,38098,38445,39158,26975,28987,32314,48619,49586,49993,50527,50933,51923,53035,53700,54493,54775,54606,40553,42210,43707,45100,47233,62855,62920,63535,66056,67833,67857,68629,69898,71892,75853,61149,62435,64813,66905,68694.0,84927.0,85276.0,69453.0,70104.0,71618.0,73036.0,76611.0,78549.0,82094.0,83403.0,83546.0,84029.0,85444.0
7,844,808,petrov,4,8,1,Finished,5061,8285,9965,10819,11934,12935,14879,16303,32460,33910,37059,23357,22171,22995,23717,24504,25463,26823,28043,45573,45749,46430,48149,48560,48867,34245,35835,37495,38742,40047,41415,42901,44424,46621,65121,65526,65921,66987,67609,69119,54135,55579,57028,58433,59570.0,75892.0,76124.0,59474.0,59594.0,61954.0,63619.0,64576.0,65134.0,65811.0,66482.0,68504.0,68110.0,68168.0
8,844,2,heidfeld,4,7,1,Finished,5465,8546,11041,12441,14030,15205,15950,16679,17361,17958,37365,24266,23738,24515,25109,26005,26718,28009,28917,30188,31085,32941,50068,51436,51121,36933,39310,40812,41751,43416,44761,46353,47796,49852,51484,52017,67903,68367,70013,71105,55907,57043,58220,59136,60185.0,61166.0,78146.0,61314.0,60988.0,62195.0,62649.0,62374.0,62193.0,62824.0,63183.0,62671.0,61819.0,60857.0
9,844,13,massa,6,11,1,Finished,5618,6977,7607,8379,9156,9863,11160,12401,13203,30464,29648,14254,13410,14012,15016,16352,17386,19022,20940,24700,27064,28931,32877,49105,49168,34914,36096,37885,39208,40637,41917,43338,45397,47780,70004,69445,69287,70103,71405,72263,57155,58382,59637,61118,62250.0,63662.0,86183.0,70048.0,70614.0,71885.0,73416.0,76968.0,78786.0,79685.0,80475.0,80269.0,79934.0,79823.0
10,844,22,barrichello,3,15,11,+1 Lap,6342,8621,10622,12016,13645,15691,17573,19192,20794,22604,40227,27396,28040,29504,30697,33026,34454,36311,37047,38433,39764,41639,44057,45713,64012,50333,52341,53816,54734,55735,56336,57194,58617,59815,62168,63437,65380,67857,71291,75504,78492,80804,82653,84489,85466.0,86359.0,87819.0,72900.0,74575.0,77343.0,80517.0,84622.0,87931.0,91846.0,95934.0,100589.0,105517.0,
11,844,16,sutil,10,13,11,+1 Lap,6836,9319,11994,13771,15446,16867,18846,20711,22549,24536,41860,27754,29481,31899,32761,34029,35074,36599,37804,39058,40505,42285,44772,47373,49747,52339,53951,55175,56477,57788,58952,59786,63344,66134,68738,70293,72127,74087,76305,79322,80522,82134,83137,84792,86034.0,87152.0,88582.0,73647.0,75079.0,77523.0,79580.0,81530.0,83617.0,85872.0,88847.0,91652.0,94993.0,
12,844,814,resta,10,23,31,Retired,7208,9791,12289,14201,15896,18186,20579,22489,24137,26068,28048,28689,29791,32151,33738,35180,36411,37786,39251,41112,42721,45470,48807,52589,69266,55801,58389,60233,61881,63372,65482,67173,83714,84612,85740,85804,86303,87189,88290,89168,74441,76377,78891,81781,,,,,,,,,,,,,,
13,844,813,maldonado,3,17,11,+1 Lap,7944,10630,13818,16077,18217,21163,23952,26329,28564,32343,36950,41966,42740,43906,44963,46313,47378,48653,49659,51610,54163,58028,61654,65526,70395,73976,75952,77812,80115,81657,83603,84734,86068,87357,89372,91058,93314,95869,98819,102448,90633,109090,110437,111445,112264.0,122008.0,124182.0,109361.0,110896.0,113080.0,115090.0,117691.0,119518.0,121499.0,123361.0,124511.0,126216.0,
14,844,5,kovalainen,205,19,12,+2 Laps,8262,11550,14302,17300,20884,23320,25492,28052,30328,33133,37487,26198,30299,35226,39993,60631,63045,65199,67402,69828,73017,75317,77937,80364,82086,69982,73713,77026,80962,84533,89092,107653,109321,111293,113516,114737,115927,119787,122010,124459,111375,114777,117501,120119,122799.0,125702.0,129673.0,117236.0,122114.0,129710.0,138446.0,147421.0,156926.0,182704.0,184809.0,186887.0,,
15,844,67,buemi,5,9,1,Finished,8964,11145,13313,14863,16847,18037,20140,21886,23551,39926,39522,26337,26419,27597,28235,29304,30095,30694,31356,32749,34112,37579,41755,59647,58755,43920,44874,45821,46157,46593,47132,47652,48462,50102,52052,52842,53807,55512,58110,62287,64797,65226,65719,66043,66901.0,68084.0,69569.0,54685.0,56219.0,57754.0,59189.0,60533.0,61906.0,64166.0,65875.0,66613.0,67597.0,69394.0
16,844,15,trulli,205,18,11,+1 Lap,9404,12367,15642,18821,21513,24101,26358,28898,31140,34423,37983,28246,31805,51544,53350,55327,57112,58908,60829,62992,64894,67112,69807,73317,76245,81300,83928,86273,88203,90270,94108,96252,98586,100983,105058,106957,109338,112085,115926,135852,122618,125231,127349,129332,131291.0,133892.0,136571.0,122658.0,124833.0,128086.0,131976.0,136693.0,142080.0,146179.0,149761.0,152670.0,157930.0,
17,844,155,kobayashi,15,10,1,Finished,10281,13006,15119,17064,18673,20672,22305,23553,24738,25771,26518,12620,12604,31471,31669,32330,32386,32421,32422,33083,34506,36659,50548,69051,69854,55344,56082,56910,57371,58336,59517,60384,63162,66892,70637,71639,73000,75248,92435,92079,76169,77127,78100,78188,77905.0,78094.0,79314.0,63347.0,64141.0,65767.0,66967.0,68384.0,69489.0,71383.0,73275.0,74328.0,76369.0,78021.0
18,844,24,liuzzi,164,22,15,+5 Laps,10707,15672,20251,24292,28270,32612,36983,41441,45391,51409,55065,44879,48433,54389,60410,142549,200521,205320,209507,215923,221030,226456,231372,236414,242855,234080,240037,246707,253176,259298,265741,272590,279297,284863,291074,315268,371263,415731,420498,425566,412777,417215,421458,427788,431886.0,436043.0,443179.0,432159.0,436802.0,443022.0,449184.0,457615.0,463041.0,,,,,
19,844,153,alguersuari,5,16,11,+1 Lap,10821,13642,16221,18491,20739,22542,24543,27867,30064,32880,35808,24171,28446,49319,50084,51079,51510,51783,52183,52799,54219,55466,56617,57152,57553,45168,47446,49893,52347,70000,70436,70253,69883,70118,71428,72003,73268,75304,77080,94507,77936,78322,79649,80973,81207.0,81341.0,81943.0,66486.0,67970.0,70464.0,72728.0,75465.0,79023.0,84633.0,90996.0,107230.0,105671.0,
20,844,39,karthikeyan,164,21,13,+3 Laps,11421,16391,21855,27144,31261,36758,41108,44738,48427,52612,56874,46728,50386,56673,83146,87687,91624,101203,105468,109605,113521,118624,123583,128595,131968,123213,128830,155610,160549,165611,169423,172608,180083,185143,189847,193583,197748,202037,210440,215916,206771,211878,216938,221747,228589.0,252405.0,256782.0,247007.0,251969.0,259252.0,262810.0,267819.0,274882.0,279008.0,283636.0,,,
