,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1,908,3,rosberg,131,18,6,Gearbox,135166,3835422,3934031,4033042,4131976,4230726,4329583,4428440,4527428,4626597.0,4726061.0,4825828.0,4925095.0,5024119.0,5123258.0,5222508.0,5321547.0,5419669.0,5538150.0,5636765.0,5735074.0,5833405.0,5931859.0,6030174.0,6128704.0,6226795.0,6325083.0,6424788.0,,,,,,,,,,,,,,,,,,,,,,,,
4,908,18,button,1,4,1,Finished,136405,3837011,3938061,4039673,4140899,4242028,4343500,4444839,4546004,4647118.0,4748527.0,4849826.0,4950633.0,5051537.0,5152358.0,5253760.0,5355095.0,5456526.0,5557989.0,5658844.0,5759469.0,5860191.0,5961246.0,6062243.0,6163344.0,6263810.0,6364881.0,6464436.0,6583858.0,6683601.0,6783198.0,6882326.0,6981502.0,7080740.0,7179410.0,7278289.0,7377338.0,7475958.0,7575161.0,7674161.0,7772838.0,7871422.0,7970714.0,8069509.0,8168404.0,8267577.0,8366654.0,8465869.0,8564398.0,8662871.0,8761200.0,8859484.0
17,908,825,kevin_magnussen,1,7,1,Finished,137733,3837868,3940274,4041784,4143447,4244868,4346299,4447426,4548457,4649536.0,4750757.0,4851945.0,4953399.0,5054782.0,5156630.0,5257669.0,5358858.0,5460016.0,5561005.0,5662272.0,5763358.0,5864079.0,5964946.0,6065799.0,6167788.0,6269241.0,6369500.0,6488774.0,6587837.0,6687861.0,6787320.0,6885997.0,6985035.0,7085184.0,7184407.0,7283798.0,7383083.0,7482600.0,7582495.0,7682008.0,7780946.0,7879845.0,7978925.0,8078290.0,8177743.0,8277073.0,8376982.0,8476557.0,8575980.0,8675621.0,8775297.0,8874657.0
0,908,1,hamilton,131,1,1,Finished,139816,3838311,3938595,4038128,4137473,4236259,4335120,4434132,4533211,4632005.0,4731017.0,4830450.0,4929404.0,5028167.0,5127136.0,5225690.0,5324370.0,5423078.0,5521915.0,5620850.0,5719568.0,5818360.0,5917237.0,6014820.0,6134659.0,6231835.0,6329142.0,6426764.0,6525467.0,6624322.0,6723672.0,6823001.0,6921810.0,7020986.0,7119263.0,7217858.0,7316837.0,7415587.0,7514282.0,7613307.0,7711539.0,7831599.0,7929321.0,8026804.0,8124358.0,8222472.0,8321027.0,8419218.0,8517075.0,8615169.0,8713314.0,8812094.0
5,908,20,vettel,9,5,1,Finished,143937,3838888,3941001,4042546,4144353,4245491,4346839,4448122,4549357,4649384.0,4769141.0,4868671.0,4968425.0,5068480.0,5168695.0,5268046.0,5367640.0,5467398.0,5567214.0,5666882.0,5766446.0,5866198.0,5966203.0,6066380.0,6166295.0,6266118.0,6365992.0,6465910.0,6565250.0,6665067.0,6765156.0,6864768.0,6964187.0,7084325.0,7183150.0,7282378.0,7382145.0,7480847.0,7580338.0,7679720.0,7778754.0,7878326.0,7977270.0,8076486.0,8175779.0,8274616.0,8374531.0,8472980.0,8570765.0,8669217.0,8768477.0,8865958.0
8,908,807,hulkenberg,10,8,1,Finished,145216,3839233,3942111,4044479,4146869,4249241,4351224,4453943,4556658,4659356.0,4761935.0,4864046.0,4965869.0,5067619.0,5169783.0,5271220.0,5372312.0,5474145.0,5575547.0,5676971.0,5779261.0,5880717.0,5982205.0,6084017.0,6185791.0,6287359.0,6390105.0,6493059.0,6594332.0,6715349.0,6815191.0,6914711.0,7014191.0,7113307.0,7212634.0,7312168.0,7411665.0,7510956.0,7610540.0,7710010.0,7809205.0,7908387.0,8007591.0,8106939.0,8206315.0,8305721.0,8405777.0,8505164.0,8604241.0,8703228.0,8802161.0,8900786.0
11,908,817,ricciardo,9,3,1,Finished,147630,3839736,3942986,4045122,4147213,4250041,4351940,4454210,4555779,4656823.0,4758149.0,4859315.0,4959888.0,5060564.0,5159784.0,5278897.0,5377927.0,5477572.0,5577031.0,5677251.0,5777244.0,5876584.0,5975814.0,6075161.0,6174503.0,6273968.0,6374130.0,6474232.0,6573326.0,6673503.0,6773496.0,6872668.0,6971686.0,7070145.0,7168982.0,7267924.0,7367034.0,7466247.0,7565851.0,7665344.0,7764572.0,7863757.0,7962862.0,8062001.0,8161314.0,8260604.0,8360164.0,8460168.0,8560210.0,8659906.0,8759596.0,8858589.0
18,908,826,kvyat,5,9,1,Finished,149520,3840180,3943636,4045821,4147938,4250612,4352670,4454942,4557452,4659850.0,4762434.0,4864486.0,4966599.0,5067887.0,5188628.0,5288697.0,5389108.0,5490377.0,5590778.0,5691357.0,5791658.0,5892257.0,5993428.0,6094101.0,6194217.0,6294591.0,6395135.0,6495742.0,6596406.0,6697340.0,6798121.0,6898313.0,6999074.0,7099327.0,7198538.0,7318792.0,7418102.0,7517020.0,7616174.0,7715331.0,7814194.0,7912804.0,8011590.0,8110394.0,8208801.0,8307716.0,8407184.0,8506124.0,8604929.0,8704022.0,8802982.0,8901434.0
15,908,822,bottas,3,2,1,Finished,150817,3840535,3942698,4043915,4145390,4246628,4347442,4448746,4550080,4651031.0,4752006.0,4852631.0,4952856.0,5053042.0,5153237.0,5253138.0,5352827.0,5452576.0,5552526.0,5652246.0,5751917.0,5851481.0,5951224.0,6050825.0,6150592.0,6250174.0,6349663.0,6448937.0,6548364.0,6648689.0,6748052.0,6866138.0,6964412.0,7062676.0,7160955.0,7259496.0,7358527.0,7456986.0,7555388.0,7654295.0,7752825.0,7851195.0,7949659.0,8048004.0,8147093.0,8246305.0,8345264.0,8444390.0,8543732.0,8642970.0,8742252.0,8842229.0
13,908,820,chilton,206,16,12,+2 Laps,152665,3956124,4072893,4175681,4278246,4381323,4484186,4587209,4690343,4793586.0,4896660.0,4999703.0,5102767.0,5205782.0,5309343.0,5413388.0,5516798.0,5619975.0,5723630.0,5826161.0,5928812.0,6032138.0,6135973.0,6238659.0,6340748.0,6443552.0,6546317.0,6650506.0,6752557.0,6876927.0,6978450.0,7079795.0,7185429.0,7286771.0,7387821.0,7489207.0,7591029.0,7692279.0,7793172.0,7893996.0,7994928.0,8095390.0,8196588.0,8297766.0,8399256.0,8500645.0,8601690.0,8705316.0,8807155.0,8907554.0,,
