,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,fisichella,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,button,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,alonso,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3,webber,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,montoya,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,4,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4
5,heidfeld,6,6,6,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,0,0,0,0,0,0,0,0
6,rosberg,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,trulli,8,8,8,8,8,8,7,7,7,7,7,7,7,8,7,8,9,9,9,9,12,12,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,0
8,villeneuve,9,9,9,9,9,9,8,8,8,8,9,9,9,9,8,7,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
9,michael_schumacher,10,10,10,10,10,10,9,9,9,9,8,8,8,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,7,7,7,6,6,6,6,6,6,6,6
10,coulthard,11,11,11,11,11,11,10,10,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,speed,12,13,14,14,14,14,13,13,13,12,12,12,12,11,11,10,10,10,10,10,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ralf_schumacher,13,12,12,12,12,12,11,11,11,10,10,10,11,13,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
13,massa,14,14,13,13,13,13,12,12,12,11,11,11,10,10,9,9,8,8,8,8,8,8,7,5,4,4,4,4,4,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5
14,barrichello,15,15,15,15,15,15,14,14,14,14,13,13,13,12,12,11,11,11,11,11,10,9,9,8,8,8,8,8,8,7,7,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,0
15,sato,16,16,16,16,16,16,15,15,15,15,14,14,14,14,15,14,14,14,14,14,15,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,15,15,15,15,15,15,15,14,14,14,14,14,0,0,0
16,liuzzi,17,20,20,20,20,20,18,18,18,18,17,17,16,16,16,15,15,15,15,15,14,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,11,11,11,11,11,11,0,0
17,albers,18,17,17,17,17,17,16,16,16,16,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,13,12,12,12,12,12,12,0,0
18,ide,19,19,18,19,19,19,19,19,19,19,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,monteiro,20,18,19,18,18,18,17,17,17,17,16,16,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,0,0
