,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
8,165,30,michael_schumacher,6,1,1,Finished,86551,167909,249323,330227,411109,492125,572943,653684,734671,815320,895924,976844,1057785,1138598,1219901.0,1301054.0,1382403.0,1464061.0,1544740.0,1625361.0,1706005.0,1786447.0,1867138.0,1949470.0,2031728.0,2113510.0,2194498.0,2274724.0,2354793.0,2434605.0,2514831.0,2595329.0,2675641.0,2779994.0,2863921.0,2944799.0,3026221.0,3106773.0,3187498.0,3268227.0,3349308.0,3431716.0,3515699.0,3605250.0,3726564.0,3826302.0,3922487.0,4022290.0,4119346.0,4215983.0,4312066.0,4407155.0,4503413.0,4599541.0,4695816.0,4790359.0,4887292.0,4984420.0,5081822.0,5178690.0,5274210.0,5370503.0,5467668.0,5567649.0,5667331.0,5766689.0,5866093.0,5967165.0,6072313.0
1,165,14,coulthard,1,7,1,Finished,87571,168906,250068,331059,412018,492673,573740,654607,735485,816315,897088,977589,1058516,1163449,1246584.0,1327529.0,1408773.0,1490736.0,1572231.0,1653911.0,1735596.0,1817069.0,1899541.0,1990944.0,2073026.0,2153977.0,2235341.0,2316320.0,2397634.0,2478934.0,2560674.0,2642556.0,2725245.0,2806625.0,2887676.0,2968543.0,3049249.0,3129196.0,3209933.0,3290998.0,3372279.0,3455202.0,3564251.0,3664664.0,3791901.0,3893692.0,3992583.0,4090271.0,4187717.0,4284990.0,4381604.0,4479491.0,4576783.0,4673134.0,4769468.0,4866269.0,4964008.0,5060139.0,5156054.0,5252723.0,5349120.0,5447021.0,5544131.0,5642448.0,5739958.0,5837352.0,5936760.0,6036293.0,6134529.0
9,165,35,villeneuve,16,15,4,Collision,89336,172176,254689,336909,419339,501630,583642,665609,747483,829456,911088,992928,1074624,1156293,1237841.0,1319523.0,1401070.0,1482492.0,1564099.0,1645780.0,1727438.0,1808576.0,1890591.0,1974415.0,2059691.0,2142161.0,2223941.0,2305693.0,2387237.0,2468274.0,2549375.0,2630509.0,2711344.0,2792250.0,2874562.0,2955717.0,3036392.0,3117073.0,3197606.0,3278408.0,3360424.0,3443331.0,3530994.0,3653676.0,3785057.0,3889686.0,3993198.0,4091749.0,4189449.0,4286031.0,4382968.0,4480481.0,4577951.0,4674337.0,4772099.0,4867795.0,4964287.0,5061194.0,5157134.0,5253026.0,5349569.0,5447314.0,5544911.0,5642808.0,,,,,
5,165,22,barrichello,6,2,1,Finished,90002,173147,255634,337636,419761,502066,584112,666098,747864,829807,911503,993464,1075059,1156817,1238312.0,1320052.0,1401671.0,1482958.0,1564427.0,1646170.0,1727698.0,1808994.0,1890840.0,1974720.0,2058904.0,2139981.0,2220943.0,2301127.0,2381151.0,2461182.0,2540865.0,2620618.0,2700907.0,2781170.0,2861096.0,2941112.0,3020777.0,3100012.0,3179417.0,3259175.0,3339568.0,3422023.0,3528038.0,3619587.0,3754358.0,3855886.0,3954893.0,4051788.0,4147361.0,4243170.0,4338932.0,4434270.0,4529260.0,4624246.0,4719794.0,4814740.0,4909325.0,5004734.0,5099674.0,5194695.0,5290420.0,5386697.0,5481884.0,5577492.0,5674214.0,5772569.0,5871376.0,5970799.0,6072487.0
17,165,57,hakkinen,1,4,1,Finished,90493,173425,256151,337944,420242,502386,584447,666378,748258,830103,911817,993683,1075463,1157092,1238569.0,1320118.0,1401952.0,1483306.0,1564691.0,1646617.0,1728002.0,1809355.0,1891729.0,1975736.0,2059890.0,2142624.0,2224205.0,2305943.0,2387502.0,2468552.0,2549677.0,2630768.0,2711639.0,2792400.0,2872368.0,2951739.0,3030788.0,3109859.0,3189271.0,3268852.0,3349634.0,3455224.0,3545059.0,3638981.0,3743057.0,3869855.0,3975255.0,4073637.0,4171442.0,4269311.0,4366441.0,4463297.0,4560032.0,4655584.0,4751253.0,4847517.0,4942757.0,5037465.0,5131866.0,5226169.0,5321204.0,5415237.0,5509502.0,5604746.0,5700066.0,5796883.0,5893374.0,5991619.0,6090874.0
13,165,49,frentzen,17,21,23,Brakes,91259,175455,257967,340589,423161,505467,587487,669575,751744,833655,915509,997222,1078833,1160560,1241887.0,1323262.0,1404764.0,1486268.0,1567640.0,1648933.0,1730043.0,1811282.0,1893908.0,1978310.0,2062281.0,2144833.0,2228001.0,2312144.0,2394403.0,2475750.0,2557215.0,2640877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,165,37,rosa,21,17,4,Collision,91478,174565,256633,338618,420709,502985,585025,666964,749014,831144,912552,994099,1075932,1157770,1239205.0,1320762.0,1402687.0,1483905.0,1565369.0,1668860.0,1752603.0,1834083.0,1916499.0,1998794.0,2080876.0,2162593.0,2244088.0,2325488.0,2407214.0,2488234.0,2569257.0,2650316.0,2731306.0,2812553.0,2893395.0,2974274.0,3055128.0,3136005.0,3217000.0,3322050.0,3407894.0,3491672.0,3581606.0,3679432.0,3805564.0,3907258.0,4006075.0,4104074.0,,,,,,,,,,,,,,,,,,,,,
11,165,41,zonta,16,8,1,Finished,92123,176090,259100,341390,423797,506568,588418,670728,752837,834659,916685,998482,1080318,1162374,1244067.0,1325775.0,1407464.0,1489054.0,1570860.0,1652473.0,1734182.0,1815391.0,1897668.0,1983976.0,2066988.0,2149071.0,2231020.0,2312837.0,2395214.0,2476658.0,2558004.0,2639908.0,2720700.0,2801747.0,2882613.0,2963735.0,3044529.0,3125215.0,3206211.0,3287446.0,3370348.0,3453464.0,3562763.0,3664427.0,3798370.0,3904528.0,4004306.0,4102082.0,4199213.0,4296419.0,4392882.0,4490611.0,4587602.0,4684399.0,4781552.0,4877468.0,4973839.0,5069348.0,5164707.0,5260989.0,5357644.0,5453212.0,5553437.0,5651312.0,5748790.0,5846125.0,5943389.0,6042820.0,6142768.0
2,165,15,trulli,17,6,1,Finished,93109,176568,259715,342759,424677,507078,589302,671395,753552,835354,917133,998917,1081112,1162872,1244764.0,1326298.0,1408065.0,1489902.0,1571483.0,1653119.0,1734606.0,1816150.0,1898320.0,1981190.0,2063674.0,2145382.0,2226711.0,2308016.0,2388888.0,2470107.0,2550586.0,2631654.0,2712928.0,2793793.0,2875340.0,2956736.0,3037234.0,3117760.0,3222640.0,3307714.0,3390385.0,3473608.0,3561116.0,3653843.0,3777808.0,3881472.0,3981030.0,4080326.0,4179059.0,4276945.0,4374546.0,4471933.0,4569573.0,4666169.0,4762904.0,4860563.0,4957736.0,5054756.0,5151655.0,5249947.0,5347196.0,5444467.0,5541842.0,5639813.0,5738143.0,5835946.0,5935296.0,6034615.0,6134000.0
4,165,21,fisichella,22,3,1,Finished,93677,177112,260631,344083,427093,509618,592112,674269,756746,838843,920901,1002946,1084776,1166794,1248671.0,1330580.0,1412227.0,1493875.0,1575660.0,1657306.0,1738711.0,1820107.0,1902532.0,1986459.0,2069643.0,2151769.0,2233047.0,2314076.0,2395830.0,2477345.0,2558735.0,2641557.0,2723980.0,2804754.0,2885380.0,2965889.0,3046288.0,3127042.0,3207744.0,3288656.0,3370776.0,3455069.0,3542154.0,3653009.0,3754015.0,3853694.0,3957097.0,4055805.0,4156064.0,4253173.0,4350368.0,4447548.0,4544710.0,4640859.0,4736922.0,4832946.0,4928643.0,5025016.0,5120847.0,5216555.0,5311691.0,5407709.0,5503690.0,5599754.0,5695732.0,5794325.0,5891870.0,5989864.0,6087678.0
