,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
14,165,50,verstappen,21,5,1,Finished,94331,177631,260963,343373,425262,507453,589777,671803,753990,835832,917536,999245,1081580,1163231,1245092.0,1326651.0,1408237.0,1490367.0,1571990.0,1653355.0,1735085.0,1816602.0,1899004.0,2013363.0,2098747.0,2180932.0,2262561.0,2344933.0,2426381.0,2507712.0,2588929.0,2670153.0,2751307.0,2832000.0,2913107.0,2994055.0,3074917.0,3155757.0,3236675.0,3318706.0,3400382.0,3483139.0,3572172.0,3687799.0,3788234.0,3890555.0,3989065.0,4086986.0,4184300.0,4281357.0,4377416.0,4476969.0,4572930.0,4669693.0,4766173.0,4862279.0,4959092.0,5055372.0,5151872.0,5248491.0,5344180.0,5440647.0,5537810.0,5634192.0,5730981.0,5828784.0,5927018.0,6025323.0,6124521.0
21,165,65,herbert,19,22,6,Gearbox,94485,178653,261770,344638,427558,510337,592795,675435,758126,840495,922952,1005521,1088615,1175685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,165,23,ralf_schumacher,3,14,4,Collision,95299,179296,262670,345935,428940,511354,594181,676763,759030,841116,923468,1006025,1088183,1170689,1252407.0,1334025.0,1416551.0,1498494.0,1580017.0,1661086.0,1742309.0,1823787.0,1905358.0,1988182.0,2070301.0,2152282.0,2233698.0,2315157.0,2396403.0,2478077.0,2559754.0,2641781.0,2724530.0,2805884.0,2886856.0,2967440.0,3048071.0,3128591.0,3209712.0,3290511.0,3371949.0,3479331.0,3571188.0,3665258.0,3790990.0,3891401.0,3990032.0,4087783.0,4184801.0,4282352.0,4379043.0,4477552.0,4574056.0,4671083.0,4768619.0,4865362.0,4962262.0,5058367.0,5155069.0,5251254.0,5348196.0,5445834.0,5543064.0,5641045.0,,,,,
7,165,25,wurz,22,9,1,Finished,96133,180352,263757,347396,430119,513347,596246,679178,761900,844378,927274,1009625,1092061,1175604,1258442.0,1340834.0,1423117.0,1505385.0,1587497.0,1669585.0,1751304.0,1833177.0,1915576.0,1998341.0,2080511.0,2162043.0,2243756.0,2325120.0,2406393.0,2487654.0,2568985.0,2649904.0,2730901.0,2812050.0,2892939.0,2973741.0,3054732.0,3135552.0,3216177.0,3297140.0,3378332.0,3460619.0,3546909.0,3680002.0,3783233.0,3882298.0,3982185.0,4081217.0,4180395.0,4279118.0,4376581.0,4475423.0,4572373.0,4668688.0,4764638.0,4862231.0,4960463.0,5057183.0,5153413.0,5250401.0,5347551.0,5445063.0,5542282.0,5640129.0,5738491.0,5837043.0,5935899.0,6048820.0,6152212.0
15,165,55,alesi,20,19,10,Electrical,96609,180909,264411,347821,431074,513982,596652,679548,762161,844968,927546,1010278,1092540,1175080,1256858.0,1338407.0,1419947.0,1501111.0,1582231.0,1663120.0,1744392.0,1825335.0,1907170.0,1990221.0,2072086.0,2153525.0,2234887.0,2316098.0,2397187.0,2478805.0,2560527.0,2642337.0,2725053.0,2806497.0,2887476.0,3010727.0,3094239.0,3175940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,165,63,salo,15,18,10,Electrical,96914,181260,264828,348188,431407,514163,597301,680025,762679,845364,927982,1010981,1093369,1175901,1258714.0,1341061.0,1423442.0,1505721.0,1587917.0,1669961.0,1751751.0,1833635.0,1916975.0,1999574.0,2081546.0,2163290.0,2244847.0,2326422.0,2407880.0,2489016.0,2569803.0,2651104.0,2731905.0,2813186.0,2894162.0,2974972.0,3055668.0,3136631.0,3217466.0,3321231.0,3407156.0,3490203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,165,64,diniz,15,10,1,Finished,97943,182346,265732,349931,433437,516461,599115,682176,764572,846793,929141,1011931,1094490,1176783,1260012.0,1342090.0,1424501.0,1506830.0,1589020.0,1671188.0,1753899.0,1836052.0,1918913.0,2002821.0,2085094.0,2166430.0,2248177.0,2329313.0,2410084.0,2491117.0,2572356.0,2653240.0,2734230.0,2815475.0,2896260.0,2976754.0,3057461.0,3138769.0,3220427.0,3301435.0,3383504.0,3486742.0,3581187.0,3677138.0,3802913.0,3906264.0,4007153.0,4106143.0,4204539.0,4302696.0,4400099.0,4496911.0,4593847.0,4689780.0,4785550.0,4880586.0,4976911.0,5072345.0,5167505.0,5262884.0,5359852.0,5456785.0,5554387.0,5652366.0,5749984.0,5847703.0,5960560.0,6061340.0,6161857.0
0,165,2,heidfeld,20,20,5,Engine,98164,183016,266890,350533,433807,519147,602117,684440,766779,848951,931097,1013233,1095347,1177500,1260630.0,1343259.0,1425190.0,1507682.0,1590551.0,1672699.0,1755127.0,1836979.0,1920172.0,2004298.0,2087013.0,2169060.0,2251054.0,2332486.0,2413599.0,2494795.0,2575891.0,2657065.0,2738241.0,2846397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,165,18,button,3,11,11,+1 Lap,98448,183444,267346,351375,434947,519499,603133,685797,768851,851556,934120,1016454,1098644,1181042,1264200.0,1346592.0,1428663.0,1510667.0,1592561.0,1674610.0,1756916.0,1838907.0,1921930.0,2005246.0,2088161.0,2171411.0,2253307.0,2335026.0,2416705.0,2497829.0,2579097.0,2660325.0,2741418.0,2822680.0,2903637.0,2984446.0,3065227.0,3146283.0,3227482.0,3309344.0,3417412.0,3507412.0,3602416.0,3739656.0,3840619.0,3938742.0,4037765.0,4135427.0,4232633.0,4329267.0,4425138.0,4521004.0,4617906.0,4715132.0,4810944.0,4906794.0,5005677.0,5101787.0,5198140.0,5293865.0,5389653.0,5486372.0,5583477.0,5679280.0,5775555.0,5872854.0,5971907.0,6073543.0,
12,165,48,gene,18,16,20,Spun off,99303,184362,268593,353159,436492,520282,604415,687671,770648,853316,936427,1018672,1100826,1182981,1266000.0,1348033.0,1430239.0,1512650.0,1595098.0,1676681.0,1758793.0,1840622.0,1924889.0,2008958.0,2091494.0,2173343.0,2254650.0,2336107.0,2417887.0,2498986.0,2580294.0,2662087.0,2743422.0,2824496.0,2905418.0,2986702.0,3067749.0,3148296.0,3229737.0,3335240.0,3422945.0,3508261.0,3602698.0,3703607.0,3826876.0,3927634.0,4026386.0,4124966.0,4223226.0,4321822.0,4420605.0,4519358.0,4616673.0,4713414.0,4809805.0,4905834.0,5002843.0,5100725.0,5196877.0,5292672.0,5389150.0,5485790.0,5586982.0,5685471.0,,,,,
18,165,60,mazzacane,18,12,11,+1 Lap,99686,185255,271363,355488,439065,522271,605928,689565,772915,855984,938917,1021790,1104771,1187356,1270746.0,1353754.0,1436328.0,1518706.0,1601010.0,1683324.0,1765385.0,1847218.0,1930296.0,2015586.0,2099486.0,2182579.0,2264860.0,2347059.0,2429045.0,2510436.0,2592654.0,2675132.0,2757982.0,2839231.0,2920563.0,3001873.0,3083069.0,3188871.0,3276273.0,3360234.0,3445615.0,3533106.0,3627237.0,3749293.0,3854235.0,3959077.0,4059497.0,4159657.0,4259701.0,4361744.0,4460863.0,4561715.0,4659982.0,4759345.0,4862544.0,4963446.0,5064543.0,5162367.0,5260232.0,5362083.0,5459895.0,5558838.0,5658761.0,5758283.0,5858774.0,5959590.0,6062501.0,6164455.0,
