,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,leclerc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
2,bottas,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
3,hulkenberg,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,vettel,5,4,4,4,4,19,19,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,17,17,17,16,15,14,14,14,13,13,12,12,12,12,12,12,13,14,14,13,13,13,13,13,13,13,13,12,0
5,ricciardo,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,stroll,7,7,7,7,7,12,12,12,12,12,12,12,12,12,14,16,16,16,16,15,14,15,16,16,15,15,15,14,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
7,sainz,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,albon,9,9,11,11,11,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,11,10,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,giovinazzi,10,10,9,9,9,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,12,12,11,11,11,10,9,7,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
10,kevin_magnussen,11,11,10,10,10,8,8,9,10,10,10,10,10,10,10,10,10,10,10,12,15,14,13,12,12,12,12,11,9,8,9,9,9,11,14,14,14,14,14,14,14,13,13,0,0,0,0,0,0,0,0,0,0
11,kvyat,12,12,12,12,12,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,kubica,13,14,14,14,15,15,15,15,16,17,17,17,17,17,17,17,17,17,17,16,16,16,15,14,14,14,14,13,16,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
13,gasly,14,13,13,13,13,14,13,14,14,14,14,14,14,14,13,13,13,13,13,13,12,11,10,10,10,10,9,8,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
14,russell,15,15,15,16,18,18,17,17,17,16,16,16,16,16,16,15,15,15,15,14,13,13,14,15,16,16,16,15,14,13,13,13,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,13,0
15,grosjean,16,16,17,17,16,13,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,0
16,perez,17,17,16,15,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,8,7,10,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
17,norris,18,18,18,18,17,16,14,13,13,13,13,13,13,13,12,12,12,12,12,11,11,10,11,13,13,13,13,12,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
18,raikkonen,19,19,19,19,19,17,16,16,15,15,15,15,15,15,15,14,14,14,14,17,17,17,17,17,18,18,19,18,18,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,0
