,0,1,2
0,20,9,1:37.587
1,17,9,1:37.662
2,1,1,1:37.969
3,4,6,1:38.075
4,13,6,1:38.046
5,9,4,1:38.062
6,18,1,1:38.210
7,807,3,1:38.428
8,22,3,1:38.326
9,808,4,1:38.523
10,67,5,1:38.586
11,3,131,1:38.627
12,16,10,1:38.851
13,24,10,1:38.884
14,30,131,1:38.994
15,37,15,1:39.003
16,153,5,1:39.128
17,155,15,1:39.343
18,15,205,1:40.658
19,5,205,1:40.882
20,810,166,1:42.086
21,10,166,1:42.140
22,812,164,1:42.600
23,811,164,1:42.851
