,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
15,345.0,30.0,michael_schumacher,15.0,1.0,Finished,117746.0,222991.0,328815.0,433458.0,537917.0,642332.0,746485.0,850250.0,958146.0,1093510.0,1212283.0,1385936.0,1548908.0,1695515.0,1801628.0,1906170.0,2009239.0,2113078.0,2216343.0,2319303.0,2422306.0,2525406.0,2628428.0,2731813.0,2834196.0,2936771.0,3039403.0,3141736.0,3244230.0,3346433.0,3448536.0,3550439.0,3652355.0,3754342.0,3856313.0,3967009.0,4078733.0,4178881.0,4280157.0,4380052.0,4480177.0,4580558.0,4680804.0,4780815.0,4881695.0,4981676.0,5081483.0,5181494.0,5281127.0,5381011.0,5480985.0,5580715.0,5679683.0,5779283.0,5878473.0,5977986.0,6078397.0
9,345.0,16.0,sutil,6.0,1.0,Finished,118481.0,223544.0,329301.0,434199.0,538769.0,642941.0,747190.0,850932.0,976328.0,1103631.0,1221467.0,1374728.0,1530561.0,1687593.0,1792994.0,1897424.0,2001186.0,2104504.0,2207772.0,2310966.0,2413631.0,2516513.0,2619245.0,2721727.0,2824151.0,2926281.0,3028163.0,3129956.0,3231626.0,3333133.0,3434652.0,3536310.0,3637828.0,3739376.0,3840689.0,3942113.0,4043498.0,4145110.0,4247085.0,4348122.0,4448635.0,4548920.0,4649522.0,4749782.0,4850382.0,4951520.0,5051931.0,5152199.0,5252640.0,5352881.0,5453426.0,5553229.0,5653404.0,5754007.0,5854202.0,5954154.0,6059739.0
14,345.0,24.0,liuzzi,16.0,1.0,Finished,118757.0,224644.0,330104.0,435048.0,539679.0,644302.0,748543.0,852466.0,985296.0,1110680.0,1230544.0,1380369.0,1536998.0,1690112.0,1796478.0,1901135.0,2005222.0,2109148.0,2212984.0,2316119.0,2419182.0,2522082.0,2624866.0,2728075.0,2830764.0,2933429.0,3035931.0,3138684.0,3240895.0,3343168.0,3445039.0,3547116.0,3648779.0,3750500.0,3852490.0,3954374.0,4055801.0,4157494.0,4259118.0,4361089.0,4462511.0,4564395.0,4665303.0,4766455.0,4867664.0,4968640.0,5069223.0,5170140.0,5270895.0,5371594.0,5472315.0,5572620.0,5672986.0,5773770.0,5874542.0,5974908.0,6080461.0
2,345.0,3.0,rosberg,10.0,1.0,Finished,119731.0,225721.0,330848.0,435855.0,540763.0,645149.0,749622.0,862740.0,990132.0,1109482.0,1229244.0,1378859.0,1535315.0,1689834.0,1796138.0,1900624.0,2004528.0,2108341.0,2211951.0,2315239.0,2418544.0,2521458.0,2624259.0,2727103.0,2830098.0,2932746.0,3035408.0,3137799.0,3240087.0,3342194.0,3444157.0,3546223.0,3647802.0,3749453.0,3851251.0,3952999.0,4054342.0,4156507.0,4258394.0,4360273.0,4461767.0,4563420.0,4663969.0,4765407.0,4866417.0,4967295.0,5068290.0,5169514.0,5269997.0,5370696.0,5471113.0,5571488.0,5672411.0,5773242.0,5873735.0,5974075.0,6073953.0
21,345.0,808.0,petrov,14.0,1.0,Finished,120108.0,226541.0,331408.0,436440.0,541547.0,646169.0,750321.0,854653.0,980693.0,1108518.0,1227515.0,1378018.0,1533513.0,1689507.0,1795604.0,1900005.0,2003876.0,2107440.0,2210934.0,2313975.0,2417249.0,2520402.0,2623159.0,2725854.0,2828663.0,2930942.0,3033117.0,3135424.0,3237430.0,3339433.0,3441112.0,3542523.0,3644342.0,3745718.0,3847247.0,3949677.0,4051173.0,4152591.0,4253847.0,4354973.0,4456399.0,4557486.0,4658670.0,4760261.0,4860852.0,4962103.0,5063570.0,5164741.0,5266313.0,5367460.0,5468267.0,5569374.0,5671655.0,5772112.0,5872391.0,5972758.0,6077858.0
18,345.0,153.0,alguersuari,13.0,1.0,Finished,120584.0,228588.0,334677.0,439544.0,544132.0,648744.0,753290.0,857508.0,962570.0,1112316.0,1235853.0,1383307.0,1540322.0,1692380.0,1799662.0,1903674.0,2007132.0,2110883.0,2214507.0,2318308.0,2421435.0,2524714.0,2627745.0,2730313.0,2833105.0,2936019.0,3038377.0,3140690.0,3243037.0,3345392.0,3447588.0,3549576.0,3651439.0,3753307.0,3855096.0,3957029.0,4058684.0,4160597.0,4262481.0,4363910.0,4465129.0,4566660.0,4667611.0,4769529.0,4870326.0,4971173.0,5072004.0,5173343.0,5274009.0,5374452.0,5475158.0,5575530.0,5675984.0,5776461.0,5876788.0,5977295.0,6077810.0
16,345.0,37.0,rosa,12.0,1.0,Finished,120877.0,228226.0,333385.0,438425.0,543110.0,647956.0,752021.0,856407.0,979926.0,1107861.0,1225962.0,1376665.0,1532514.0,1688809.0,1795142.0,1899223.0,2003249.0,2106608.0,2209958.0,2313366.0,2416326.0,2519139.0,2621820.0,2724614.0,2827103.0,2929593.0,3031919.0,3134170.0,3235642.0,3337703.0,3439350.0,3541179.0,3643199.0,3744619.0,3846284.0,3947864.0,4048952.0,4151278.0,4252457.0,4353725.0,4455183.0,4556700.0,4658073.0,4759102.0,4860138.0,4961551.0,5062963.0,5164423.0,5265633.0,5366763.0,5467834.0,5568949.0,5669655.0,5770490.0,5871066.0,5971496.0,6076985.0
19,345.0,155.0,kobayashi,7.0,1.0,Finished,121266.0,228905.0,335639.0,440933.0,545594.0,650057.0,754382.0,858554.0,965758.0,1097174.0,1217933.0,1369738.0,1525290.0,1685136.0,1790007.0,1893350.0,1996918.0,2100004.0,2203026.0,2305501.0,2407782.0,2509859.0,2612217.0,2714048.0,2815635.0,2917173.0,3018947.0,3120815.0,3222422.0,3323713.0,3425131.0,3526436.0,3627337.0,3728133.0,3828900.0,3929791.0,4034023.0,4134860.0,4236119.0,4337146.0,4437722.0,4538033.0,4639725.0,4740009.0,4840275.0,4940313.0,5040158.0,5140099.0,5239945.0,5339917.0,5440145.0,5539978.0,5654876.0,5759988.0,5859723.0,5961019.0,6060536.0
4,345.0,5.0,kovalainen,23.0,4.0,Collision,122650.0,230490.0,337456.0,444434.0,550848.0,657227.0,763558.0,869688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,345.0,810.0,grassi,17.0,11.0,+1 Lap,123271.0,231431.0,339258.0,446897.0,554685.0,661670.0,768468.0,875387.0,991302.0,1112634.0,1234125.0,1381171.0,1538041.0,1690918.0,1799176.0,1907437.0,2013563.0,2119696.0,2225737.0,2331385.0,2437243.0,2542659.0,2647802.0,2752912.0,2858545.0,2964018.0,3069063.0,3174010.0,3278713.0,3383374.0,3487741.0,3592750.0,3697509.0,3802020.0,3906357.0,4010734.0,4115167.0,4220926.0,4325513.0,4429827.0,4535120.0,4656838.0,4770386.0,4874544.0,4976958.0,5080462.0,5184921.0,5288667.0,5392783.0,5496591.0,5600198.0,5703954.0,5807663.0,5911454.0,6015319.0,6119858.0,
6,345.0,10.0,glock,19.0,12.0,+2 Laps,124160.0,232136.0,339898.0,447552.0,555171.0,662376.0,769540.0,876878.0,993286.0,1114029.0,1234456.0,1382176.0,1538888.0,1691461.0,1800522.0,1908333.0,2015102.0,2121399.0,2227304.0,2332801.0,2438422.0,2543655.0,2649357.0,2773008.0,2883720.0,2987914.0,3091955.0,3195707.0,3299894.0,3403655.0,3507315.0,3612723.0,3716604.0,3820930.0,3926280.0,4067933.0,4177644.0,4281737.0,4384728.0,4487591.0,4590552.0,4693404.0,4795929.0,4898414.0,5001178.0,5103706.0,5206152.0,5308471.0,5410930.0,5513271.0,5615696.0,5718980.0,5822996.0,5928079.0,6053767.0,,
24,345.0,812.0,chandhok,18.0,12.0,+2 Laps,124464.0,233799.0,342017.0,449833.0,557652.0,665545.0,773253.0,881328.0,1017685.0,1141728.0,1254275.0,1386489.0,1542180.0,1695122.0,1803434.0,1910635.0,2017416.0,2124272.0,2230533.0,2336995.0,2443098.0,2549563.0,2655382.0,2761282.0,2867222.0,2972994.0,3078604.0,3184225.0,3289724.0,3394867.0,3500331.0,3605928.0,3711465.0,3818073.0,3923074.0,4028010.0,4134342.0,4241559.0,4349345.0,4459765.0,4568860.0,4673771.0,4778478.0,4884716.0,4989135.0,5093840.0,5198239.0,5302263.0,5406677.0,5510699.0,5614519.0,5718565.0,5822654.0,5927801.0,6037870.0,,
23,345.0,811.0,bruno_senna,20.0,12.0,+2 Laps,124670.0,234442.0,342594.0,450551.0,558760.0,666254.0,774132.0,882335.0,999156.0,1114974.0,1252678.0,1387120.0,1543080.0,1695201.0,1804110.0,1911451.0,2018396.0,2125295.0,2231835.0,2338508.0,2444929.0,2551059.0,2656749.0,2762803.0,2868755.0,2974264.0,3080208.0,3185881.0,3291105.0,3396850.0,3502893.0,3608365.0,3715047.0,3820521.0,3925963.0,4038190.0,4189149.0,4299806.0,4403468.0,4507130.0,4610865.0,4714549.0,4817772.0,4921062.0,5024606.0,5129238.0,5233883.0,5337619.0,5443391.0,5546864.0,5649918.0,5755645.0,5861414.0,5964975.0,6067902.0,,
8,345.0,15.0,trulli,21.0,14.0,+4 Laps,178889.0,293381.0,657554.0,780817.0,888504.0,1005678.0,1121753.0,1240580.0,1384836.0,1541380.0,1694231.0,1801940.0,1909115.0,2015667.0,2121885.0,2227776.0,2333283.0,2439072.0,2546803.0,2651124.0,2756060.0,2860246.0,2964787.0,3069793.0,3174690.0,3279470.0,3383983.0,3488577.0,3593099.0,3698070.0,3802594.0,3907050.0,4011358.0,4116524.0,4221991.0,4326264.0,4430488.0,4535534.0,4641699.0,4744875.0,4847537.0,4954734.0,5065702.0,5173717.0,5277465.0,5382831.0,5487848.0,5591311.0,5693806.0,5795999.0,5898039.0,6000401.0,6102171.0,,,,
