,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1040,1,hamilton,131,3,1,Finished,127166,313341,485668,658308,832077,932133,1033474,1134353,1236078,1337140,1438661,1539930,1640690,1740463,1840156,1945091,2077808,2178260,2278095,2378225,2478373,2578417,2678247,2778095,2877812,2977597,3077395,3177443,3277462,3377606,3476954,3576259,3675354,3774168,3872866,3971746,4070555,4168784,4267095,4365435,4463919,4562576,4674238,4774238,4872429,4970859,5069060,5167135,5265899,5364437,5464117,5562757,5663093.0
6,1040,822,bottas,131,1,1,Finished,128585,315455,487702,660208,832900,933602,1035082,1136261,1237602,1339033,1440270,1541503,1642547,1742854,1842913,1942640,2042079,2141454,2241023,2340244,2439325,2538992,2638395,2737563,2837083,2941664,3061994,3159855,3258461,3356725,3455336,3554005,3652885,3751289,3849096,3948115,4047621,4147148,4245903,4344533,4443054,4541723,4654832,4753449,4852219,4950860,5049678,5148684,5247661,5347973,5445003,5542727,5640364.0
9,1040,830,max_verstappen,9,2,1,Finished,129668,316840,488304,661007,833579,934954,1036474,1137736,1238821,1340110,1441528,1542965,1643846,1744743,1845389,1945688,2045940,2146010,2245951,2345963,2445883,2545996,2646262,2746772,2852036,2972442,3071729,3171313,3270468,3369465,3467946,3566544,3665278,3764013,3862533,3961262,4059694,4158190,4257001,4356088,4454778,4553953,4665912,4764288,4862514,4960687,5058539,5156254,5254781,5353486,5452968,5550761,5648093.0
10,1040,839,ocon,4,7,1,Finished,130838,317746,489703,662211,834280,936180,1037922,1139165,1240701,1342261,1443745,1545308,1646628,1748163,1849585,1950839,2052410,2159201,2281336,2382808,2485293,2586853,2688282,2789384,2892806,2993775,3096401,3196778,3298225,3398886,3499615,3600051,3700482,3800646,3900967,4000934,4100841,4200755,4300851,4400695,4500774,4608790,4711914,4811369,4910970,5010486,5109898,5209114,5308508,5408415,5507774,5607384,5708370.0
5,1040,817,ricciardo,4,5,1,Finished,132360,318868,491717,663689,834997,937022,1038821,1140109,1241541,1343095,1444629,1546083,1647853,1750175,1859724,1981742,2082915,2184186,2286002,2386818,2487564,2588466,2689350,2790462,2891585,2992335,3093848,3193870,3293991,3393649,3493149,3592688,3692062,3791167,3890453,3989785,4089009,4188028,4287364,4386588,4485523,4586457,4696908,4796115,4894892,4993838,5092449,5191463,5291894,5391091,5490007,5589543,5687429.0
4,1040,815,perez,211,4,1,Finished,133978,320770,492838,665057,835612,937716,1039526,1140760,1242267,1343849,1445410,1546911,1648613,1750727,1853307,1953678,2054207,2155066,2256045,2361674,2481999,2581754,2681626,2781347,2880993,2981729,3081794,3182349,3282371,3382347,3482260,3581930,3681049,3780425,3879709,3979156,4078120,4177524,4276700,4375511,4474257,4572927,4684121,4783129,4881949,4981178,5079985,5178137,5276518,5374746,5473276,5571417,5670922.0
12,1040,842,gasly,213,9,1,Finished,136746,322644,494098,666351,836147,938699,1040878,1142653,1244323,1346080,1447951,1549763,1651507,1753172,1855851,1957795,2060017,2167717,2289898,2390850,2492407,2594028,2695406,2796792,2897990,2999858,3102216,3203027,3303958,3405325,3506965,3608205,3709758,3809522,3909303,4009357,4109157,4208671,4308278,4407466,4506741,4616887,4735393,4835338,4937798,5039112,5137816,5236371,5335744,5432975,5532303,5631189,5730130.0
13,1040,844,leclerc,6,6,1,Finished,137783,323634,495006,667762,836516,939540,1042022,1144499,1246688,1348920,1450869,1553007,1654893,1756502,1858213,1959767,2061359,2163589,2264508,2365223,2465644,2566141,2666844,2767475,2867989,2968547,3069416,3175346,3296195,3395937,3495885,3595582,3695134,3794770,3894556,3994525,4094101,4193880,4293734,4393561,4493485,4599724,4705101,4804520,4903947,5003492,5102545,5202011,5301710,5401349,5501543,5601195,5702550.0
7,1040,825,kevin_magnussen,210,12,11,+1 Lap,139727,324938,497809,668974,837097,940415,1043435,1146475,1249171,1351954,1454212,1556579,1661501,1763846,1865695,1967774,2069856,2171736,2278078,2399250,2500345,2600822,2701661,2802605,2904271,3005943,3107689,3209258,3310781,3412107,3513402,3614448,3715546,3816539,3917612,4018701,4119682,4220622,4321927,4422900,4523741,4639282,4740085,4840976,4941800,5042426,5144030,5249493,5351250,5452271,5554039,5654419,
3,1040,154,grosjean,210,17,11,+1 Lap,141405,328396,499344,671368,837766,941249,1044978,1149158,1252608,1355905,1458642,1561449,1664324,1767511,1869984,1972125,2078758,2199920,2300975,2402185,2503564,2604521,2705870,2807400,2908623,3009856,3111614,3212900,3314183,3415159,3516294,3617345,3719209,3820325,3921803,4023266,4124385,4225776,4329432,4433397,4539157,4661302,4784972,4884586,4984477,5085764,5187306,5290268,5392530,5492581,5592590,5694908,
