,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1040,1,hamilton,131,3,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,35729,36806,37072,37981,39048,39425,39852,40532,40729,35933,15401,17588,19001,20881,21618,22254,22469,22879,23770,23631,22934,21636,21192,20902,20865,20853,19406,20789,20210,19999,19382,18451,18238,16464,19114,20030,22729.0
1,1040,822,bottas,131,1,1,Finished,1419,2114,2034,1900,823,1469,1608,1908,1524,1893,1609,1573,1857,2391,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2,1040,830,max_verstappen,9,2,1,Finished,2502,3499,2636,2699,1502,2821,3000,3383,2743,2970,2867,3035,3156,4280,5233,3048,3861,4556,4928,5719,6558,7004,7867,9209,14953,30778,9735,11458,12007,12740,12610,12539,12393,12724,13437,13147,12073,11042,11098,11555,11724,12230,11080,10839,10295,9827,8861,7570,7120,5513,7965,8034,7729.0
3,1040,839,ocon,4,7,1,Finished,3672,4405,4035,3903,2203,4047,4448,4812,4623,5121,5084,5378,5938,7700,9429,8199,10331,17747,40313,42564,45968,47861,49887,51821,55723,52111,34407,36923,39764,42161,44279,46046,47597,49357,51871,52819,53220,53607,54948,56162,57720,67067,57082,57920,58751,59626,60220,60430,60847,60442,62771,64657,68006.0
4,1040,817,ricciardo,4,5,1,Finished,5194,5527,6049,5381,2920,4889,5347,5756,5463,5955,5968,6153,7163,9712,19568,39102,40836,42732,44979,46574,48239,49474,50955,52899,54502,50671,31854,34015,35530,36924,37813,38683,39177,39878,41357,41670,41388,40880,41461,42055,42469,44734,42076,42666,42673,42978,42771,42779,44233,43118,45004,46816,47065.0
5,1040,815,perez,211,4,1,Finished,6812,7429,7170,6749,3535,5583,6052,6407,6189,6709,6749,6981,7923,10264,13151,11038,12128,13612,15022,21430,42674,42762,43231,43784,43910,40065,19800,22494,23910,25622,26924,27925,28164,29136,30613,31041,30499,30376,30797,30978,31203,31204,29289,29680,29730,30318,30307,29453,28857,26773,28273,28690,30558.0
6,1040,842,gasly,213,9,1,Finished,9580,9303,8430,8043,4070,6566,7404,8300,8245,8940,9290,9833,10817,12709,15695,15155,17938,26263,48875,50606,53082,55036,57011,59229,60907,58194,40222,43172,45497,48600,51629,54200,56873,58233,60207,61242,61536,61523,62375,62933,63687,75164,80561,81889,85579,88252,88138,87687,88083,85002,87300,88462,89766.0
7,1040,844,leclerc,6,6,1,Finished,10617,10293,9338,9454,4439,7407,8548,10146,10610,11780,12208,13077,14203,16039,18057,17127,19280,22135,23485,24979,26319,27149,28449,29912,30906,26883,7422,15491,37734,39212,40549,41577,42249,43481,45460,46410,46480,46732,47831,49028,50431,58001,50269,51071,51728,52632,52867,53327,54049,53376,56540,58468,62186.0
8,1040,825,kevin_magnussen,210,12,11,+1 Lap,12561,11597,12141,10666,5020,8282,9961,12122,13093,14814,15551,16649,20811,23383,25539,25134,27777,30282,37055,59006,61020,61830,63266,65042,67188,64279,45695,49403,52320,55382,58066,60443,62661,65250,68516,70586,72061,73474,76024,78367,80687,97559,85253,87527,89581,91566,94352,100809,103589,104298,109036,111692,
9,1040,154,grosjean,210,17,11,+1 Lap,14239,15055,13676,13060,5689,9116,11504,14805,16530,18765,19981,21519,23634,27048,29828,29485,36679,58466,59952,61941,64239,65529,67475,69837,71540,68192,49620,53045,55722,58434,60958,63340,66324,69036,72707,75151,76764,78628,83529,88864,96103,119579,130140,131137,132258,134904,137628,141584,144869,144608,147587,152181,
