,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
8,207.0,49.0,frentzen,8.0,23.0,Brakes,99737.0,193297.0,286358.0,379138.0,471726.0,564286.0,656875.0,749646.0,842525.0,935148.0,1027978.0,1120898.0,1213688.0,1306591.0,1400188.0,1492161.0,1584674.0,1704067.0,1801099.0,1893583.0,1985996.0,2079008.0,2171563.0,2264319.0,2358070.0,2450643.0,2545786.0,2637991.0,2731186.0,2824049.0,2916064.0,3007730.0,3098568.0,3189539.0,3280319.0,3370904.0,3461727.0,3553374.0,3646665.0,3766639.0,3861217.0,3952736.0,4044314.0,4137335.0,4229452.0,4320894.0,4412740.0,4504304.0,4595919.0,4687783.0,4779733.0,4872919.0,4964620.0,5056766.0,5148479.0,,,
1,207.0,14.0,coulthard,1.0,1.0,Finished,102473.0,197019.0,291701.0,386385.0,480751.0,574803.0,668826.0,762953.0,857019.0,950985.0,1044659.0,1138069.0,1231365.0,1324590.0,1417572.0,1510178.0,1603332.0,1696305.0,1789607.0,1882496.0,1974854.0,2068775.0,2163165.0,2257595.0,2350170.0,2442765.0,2536169.0,2629212.0,2720624.0,2812306.0,2903810.0,2995237.0,3109498.0,3206421.0,3299090.0,3392214.0,3484906.0,3577239.0,3669663.0,3761897.0,3854192.0,3947291.0,4040513.0,4133888.0,4226105.0,4318141.0,4409854.0,4501920.0,4593368.0,4685461.0,4777607.0,4870464.0,4962211.0,5053864.0,5145671.0,5238671.0,5333251.0,5428718.0
6,207.0,30.0,michael_schumacher,2.0,1.0,Finished,103248.0,198238.0,292675.0,387173.0,481696.0,575847.0,670096.0,764001.0,858075.0,952078.0,1045898.0,1139277.0,1232915.0,1325821.0,1418794.0,1511487.0,1604464.0,1697841.0,1790750.0,1883578.0,1976201.0,2069838.0,2163673.0,2258549.0,2351194.0,2443752.0,2536975.0,2630172.0,2721930.0,2813874.0,2929050.0,3025517.0,3119110.0,3211830.0,3303834.0,3395953.0,3487840.0,3579619.0,3671508.0,3763687.0,3856203.0,3948837.0,4041736.0,4134813.0,4227052.0,4319107.0,4410921.0,4502933.0,4594726.0,4686563.0,4797343.0,4893608.0,4984718.0,5075785.0,5167821.0,5261729.0,5355023.0,5448764.0
11,207.0,57.0,hakkinen,3.0,1.0,Finished,104478.0,199665.0,293984.0,388778.0,483386.0,577845.0,672421.0,767163.0,862516.0,957271.0,1052085.0,1146398.0,1240619.0,1334633.0,1428256.0,1521665.0,1615136.0,1708744.0,1802444.0,1895789.0,1989021.0,2082307.0,2174807.0,2267301.0,2360591.0,2452881.0,2546857.0,2640450.0,2732899.0,2826719.0,2918650.0,3010443.0,3101952.0,3216567.0,3312818.0,3405322.0,3497351.0,3589398.0,3681848.0,3774309.0,3867159.0,3960688.0,4053772.0,4146994.0,4240861.0,4333965.0,4426821.0,4520849.0,4614905.0,4709062.0,4801754.0,4894709.0,4987397.0,5080099.0,5172338.0,5265981.0,5358648.0,5450895.0
10,207.0,55.0,alesi,14.0,74.0,Fuel,105922.0,201358.0,296492.0,391829.0,486591.0,581856.0,676371.0,770916.0,865391.0,959784.0,1054107.0,1148093.0,1242019.0,1335836.0,1429413.0,1522704.0,1616210.0,1709772.0,1803267.0,1896641.0,1989767.0,2083003.0,2175964.0,2269019.0,2362714.0,2455437.0,2547835.0,2642924.0,2735390.0,2828581.0,2921452.0,3014108.0,3106084.0,3198143.0,,,,,,,,,,,,,,,,,,,,,,,,
16,207.0,77.0,berger,4.0,1.0,Finished,106104.0,202127.0,297416.0,392456.0,487491.0,582672.0,677358.0,772068.0,866122.0,960539.0,1055022.0,1149241.0,1242958.0,1336790.0,1430280.0,1523510.0,1616935.0,1710481.0,1803996.0,1897252.0,1990489.0,2083585.0,2176563.0,2269919.0,2363331.0,2456224.0,2548734.0,2644389.0,2736531.0,2856225.0,2952983.0,3045848.0,3138748.0,3231736.0,3324707.0,3418063.0,3511169.0,3604341.0,3697249.0,3789955.0,3882675.0,3975434.0,4069024.0,4161585.0,4254248.0,4346640.0,4438778.0,4530857.0,4622661.0,4714558.0,4806634.0,4899663.0,4991796.0,5083420.0,5175097.0,5267689.0,5359845.0,5451559.0
7,207.0,44.0,panis,5.0,1.0,Finished,106556.0,202583.0,297859.0,393305.0,488074.0,583153.0,678268.0,772844.0,867117.0,961355.0,1055702.0,1150007.0,1243855.0,1337651.0,1431305.0,1524718.0,1618119.0,1732987.0,1828809.0,1921176.0,2014232.0,2106866.0,2199039.0,2292871.0,2387834.0,2481192.0,2574119.0,2668340.0,2764039.0,2857046.0,2949852.0,3042306.0,3134563.0,3226999.0,3319464.0,3411923.0,3507104.0,3623318.0,3720387.0,3812149.0,3904547.0,3996885.0,4089329.0,4181310.0,4274095.0,4367241.0,4460851.0,4555975.0,4648891.0,4741546.0,4834384.0,4927256.0,5020256.0,5113187.0,5206126.0,5299735.0,5394459.0,5489026.0
17,207.0,78.0,larini,6.0,1.0,Finished,107788.0,205556.0,300852.0,396588.0,492222.0,587125.0,682004.0,777066.0,871959.0,967036.0,1061605.0,1155891.0,1250276.0,1344497.0,1438434.0,1532437.0,1625893.0,1719817.0,1813493.0,1907072.0,2001070.0,2094635.0,2188100.0,2281476.0,2374413.0,2467589.0,2560373.0,2681369.0,2779303.0,2874993.0,2970939.0,3066277.0,3160714.0,3254893.0,3349172.0,3443576.0,3538391.0,3633221.0,3728023.0,3822384.0,3916404.0,4009825.0,4104076.0,4198654.0,4292786.0,4386785.0,4481235.0,4575325.0,4669621.0,4763742.0,4859477.0,4953969.0,5047608.0,5141002.0,5235870.0,5331156.0,5426250.0,5524758.0
5,207.0,23.0,ralf_schumacher,18.0,6.0,Gearbox,108323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,207.0,21.0,fisichella,16.0,20.0,Spun off,108957.0,206012.0,301520.0,398851.0,494059.0,589652.0,685060.0,780124.0,874631.0,969711.0,1064546.0,1158958.0,1253413.0,1347560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
