,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
21,132,66,mcnish,7,14,11,+1 Lap,107834,206006,303888,401597,499312,596586,693415,790262,887035,984412,1081173,1178154,1274021,1370398,1466726,1563018,1659066,1755432,1851595,1947589,2047868,2174588,2271375,2368012,2464586,2561681,2658355.0,2756210.0,2852973.0,2952027.0,3050106.0,3147034.0,3243868.0,3340810.0,3436997.0,3533172.0,3629502.0,3725947.0,3826882.0,3949954.0,4046618.0,4143215.0,4240175.0,4338968.0,4435772.0,4532928.0,4629390.0,4725547.0,4822148.0,4919886.0,5016729.0,5112833.0,5209165.0,5306708.0,5405933.0,5502071.0,5598377.0,5693880.0,5790640.0,
20,132,63,salo,7,17,6,Gearbox,108427,207630,307156,405349,503416,611434,709186,806555,904278,1002017,1101015,1198842,1296385,1393804,1490865,1588263,1685348,1789275,1886479,1985998,2082870,2181646,2284912,2414415,2509824,2605516,2702205.0,2797964.0,2895780.0,2993207.0,3090983.0,3186918.0,3283307.0,3379813.0,3475978.0,3572266.0,3668355.0,3764458.0,3859725.0,3955019.0,4054627.0,4175136.0,4270752.0,4367116.0,4463615.0,4559379.0,4655273.0,4750742.0,4846866.0,4946305.0,5043027.0,,,,,,,,,
15,132,44,panis,16,9,11,+1 Lap,108837,208080,305189,402543,500164,598675,696212,793635,890619,987592,1084476,1181143,1277823,1374298,1470830,1567734,1664169,1760053,1855644,1951656,2047699,2143414,2239370,2335590,2431369,2526641,2621728.0,2717721.0,2817084.0,2942657.0,3039250.0,3136342.0,3234927.0,3332781.0,3429974.0,3527674.0,3625123.0,3722376.0,3819329.0,3916320.0,4013505.0,4110808.0,4207907.0,4304845.0,4401442.0,4497679.0,4593881.0,4690192.0,4786242.0,4882383.0,4978206.0,5074147.0,5170139.0,5265579.0,5360728.0,5455438.0,5550764.0,5645373.0,5742253.0,
17,132,56,irvine,19,19,9,Hydraulics,109752,210153,309292,408342,507415,607088,705890,804455,902892,1000502,1100686,1198095,1295709,1393079,1490035,1587502,1684314,1781414,1878076,1974829,2071789,2169154,2267964,2365356,2463093,2560304,2657878.0,2756053.0,2856594.0,2955993.0,3057056.0,3170098.0,3299667.0,3400528.0,3499227.0,3596938.0,3694496.0,3791772.0,3891423.0,3988451.0,4095945.0,,,,,,,,,,,,,,,,,,,
18,132,59,bernoldi,21,11,11,+1 Lap,110681,208409,307632,405857,504063,601199,698780,796119,894105,992588,1089393,1186114,1284714,1382896,1479664,1575886,1671963,1768115,1864439,1960430,2058020,2153565,2252075,2375310,2471458,2567883,2664647.0,2763172.0,2859500.0,2957569.0,3055590.0,3152094.0,3249147.0,3346799.0,3443132.0,3538963.0,3635460.0,3731337.0,3827191.0,3922969.0,4018611.0,4117392.0,4238889.0,4334839.0,4430529.0,4526152.0,4623489.0,4718880.0,4814478.0,4910646.0,5006751.0,5102738.0,5198641.0,5294320.0,5389795.0,5485886.0,5582833.0,5680380.0,5778477.0,
6,132,17,webber,18,15,12,+2 Laps,111039,210959,310702,410565,509427,608006,713374,811785,910138,1008507,1106769,1206163,1304855,1403806,1502520,1601754,1701991,1803128,1908231,2032072,2129302,2225927,2322832,2419819,2519434,2615960,2713029.0,2809979.0,2906723.0,3003287.0,3101321.0,3198015.0,3296721.0,3393774.0,3491027.0,3587346.0,3683226.0,3779886.0,3879121.0,3975460.0,4075291.0,4208554.0,4305283.0,4401946.0,4498263.0,4594436.0,4690632.0,4787028.0,4883552.0,4979591.0,5076068.0,5172556.0,5268681.0,5364594.0,5461503.0,5557956.0,5653951.0,5750903.0,,
16,132,49,frentzen,21,13,11,+1 Lap,111098,209517,308053,406296,504584,601867,699320,796817,894623,990335,1086615,1182889,1278937,1386251,1481843,1577673,1673479,1769270,1864994,1961027,2056090,2155270,2291393,2387132,2483789,2580608,2676798.0,2774093.0,2870631.0,2966931.0,3063526.0,3160390.0,3256961.0,3353607.0,3450687.0,3546520.0,3642201.0,3738393.0,3833918.0,3928895.0,4024032.0,4119329.0,4215293.0,4314347.0,4436266.0,4532009.0,4626512.0,4721630.0,4816916.0,4912912.0,5008997.0,5105433.0,5202613.0,5303871.0,5398374.0,5493012.0,5588649.0,5684049.0,5780879.0,
14,132,37,rosa,19,10,11,+1 Lap,111523,212117,311531,411154,510043,608565,706705,804829,903343,1001108,1099565,1195956,1292669,1389556,1486165,1582559,1678790,1775383,1871545,1967614,2063854,2160322,2256959,2353759,2450420,2547314,2643702.0,2740565.0,2837446.0,2934248.0,3031329.0,3129753.0,3231439.0,3359359.0,3457254.0,3554338.0,3651438.0,3747750.0,3844684.0,3941413.0,4038037.0,4135928.0,4232461.0,4329115.0,4425737.0,4521851.0,4617625.0,4713501.0,4810077.0,4908475.0,5004606.0,5100250.0,5195959.0,5291931.0,5388510.0,5484820.0,5581405.0,5680033.0,5779040.0,
19,132,62,yoong,18,18,9,Hydraulics,111935,212816,313616,412806,512130,612163,715751,827920,926241,1024780,1122823,1223385,1321429,1419476,1520265,1619160,1717472,1815267,1912554,2009949,2106881,2204098,2301597,2401420,2502348,2600999,2698931.0,2796855.0,2895446.0,2992812.0,3104083.0,3248733.0,3351473.0,3453958.0,3553101.0,3653099.0,3751250.0,3850431.0,3948617.0,4049054.0,4147518.0,4246456.0,4344282.0,4442680.0,4539876.0,4639155.0,4736759.0,4875855.0,,,,,,,,,,,,
13,132,35,villeneuve,16,12,11,+1 Lap,112215,211277,309911,409194,507787,605973,703083,799829,896261,993366,1090118,1186887,1284360,1380903,1477203,1573207,1669576,1765240,1861142,1961154,2084555,2182006,2278461,2376468,2473668,2571086,2669461.0,2767993.0,2865287.0,2965416.0,3062764.0,3159633.0,3256127.0,3352318.0,3449703.0,3545578.0,3641378.0,3737040.0,3832605.0,3928053.0,4023516.0,4118717.0,4214616.0,4313720.0,4433969.0,4528924.0,4624515.0,4720315.0,4816012.0,4912295.0,5008553.0,5104986.0,5202411.0,5302128.0,5397339.0,5492148.0,5588206.0,5683578.0,5779748.0,
8,132,21,fisichella,17,22,3,Accident,132093,257565,354576,452846,550863,648713,747112,846212,944104,1042484,1143623,1243568,1342300,1441042,1539686,1641407,1744178,1842235,1940318,2040817,2142467,2266189,2363309,2461864,2564060,2666847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
