,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
10,155,31,montoya,3,1,1,Finished,90341,177127,263816,349905,436159.0,522786.0,609183.0,695749.0,784254.0,871333.0,958044.0,1045363.0,1132588.0,1219933.0,1306414.0,1393929.0,1480503.0,1566699.0,1652973.0,1739241.0,1825635.0,1911767.0,1997733.0,2083689.0,2169471.0,2255556.0,2341649.0,2431808.0,2545785.0,2632503.0,2719449.0,2806412.0,2893012.0,2979796.0,3066766.0,3153736.0,3240436.0,3326746.0,3412945.0,3499251.0,3585581.0,3671819.0,3757999.0,3843773.0,3929683.0,4015888.0,4102244.0,4188243.0,4274914.0,4360894.0,4446693.0,4532350.0,4618493.0
7,155,22,barrichello,6,2,1,Finished,90937,178078,264515,350772,437229.0,523781.0,610121.0,696418.0,783079.0,869235.0,955156.0,1041002.0,1126966.0,1213158.0,1298999.0,1385292.0,1470974.0,1556659.0,1645436.0,1762651.0,1849269.0,1935741.0,2021876.0,2108132.0,2194622.0,2281092.0,2367475.0,2453863.0,2540236.0,2626422.0,2712262.0,2798444.0,2884303.0,2970571.0,3056307.0,3141946.0,3227401.0,3312763.0,3397984.0,3483442.0,3572055.0,3678358.0,3764035.0,3849560.0,3936244.0,4022960.0,4109464.0,4195397.0,4280946.0,4366635.0,4452113.0,4537746.0,4623668.0
9,155,30,michael_schumacher,6,4,1,Finished,91712,178794,265329,351917,438555.0,525204.0,611726.0,697668.0,784784.0,871720.0,958575.0,1045819.0,1132996.0,1220379.0,1306845.0,1394537.0,1480950.0,1570397.0,1681278.0,1768352.0,1854624.0,1941302.0,2027480.0,2113665.0,2199798.0,2285956.0,2372753.0,2461021.0,2548034.0,2635137.0,2722060.0,2808662.0,2895184.0,2981712.0,3068247.0,3155026.0,3241475.0,3327623.0,3413787.0,3503635.0,3611091.0,3697061.0,3782815.0,3868390.0,3954129.0,4039697.0,4127328.0,4214485.0,4300995.0,4386611.0,4472353.0,4557878.0,4643484.0
8,155,23,ralf_schumacher,3,3,1,Finished,92741,180038,267667,354803,442112.0,530106.0,617753.0,705465.0,793182.0,880848.0,968169.0,1055777.0,1143663.0,1231632.0,1319025.0,1407249.0,1495550.0,1582910.0,1670309.0,1757890.0,1844826.0,1931833.0,2018516.0,2104850.0,2191415.0,2277724.0,2364254.0,2450541.0,2536502.0,2622173.0,2707849.0,2793585.0,2879072.0,2964427.0,3053381.0,3162110.0,3248190.0,3334234.0,3419307.0,3504648.0,3590593.0,3676391.0,3762422.0,3848647.0,3935916.0,4022915.0,4111011.0,4199327.0,4286738.0,4374065.0,4460998.0,4548242.0,4635828.0
3,155,14,coulthard,1,20,5,Engine,95352,183664,271634,358957,446844.0,534945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,155,37,rosa,19,5,1,Finished,97110,186498,275592,364549,456122.0,545953.0,635607.0,724517.0,813371.0,901886.0,990441.0,1078797.0,1167311.0,1255733.0,1343940.0,1432439.0,1520673.0,1609098.0,1697048.0,1784808.0,1873370.0,1960946.0,2048262.0,2135869.0,2223179.0,2310394.0,2397244.0,2484543.0,2571468.0,2658625.0,2745537.0,2832439.0,2919282.0,3005663.0,3092363.0,3182373.0,3293819.0,3381316.0,3468505.0,3555724.0,3642981.0,3730446.0,3817571.0,3904540.0,3991708.0,4078790.0,4166055.0,4253557.0,4341125.0,4428691.0,4515994.0,4604108.0,4693477.0
16,155,56,irvine,19,19,5,Engine,98040,187302,278282,370241,460173.0,552614.0,646605.0,740525.0,832376.0,923982.0,1015644.0,1106324.0,1197389.0,1292409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,155,50,verstappen,21,17,32,Fuel pressure,98387,187591,276531,364944,453010.0,541609.0,631404.0,719460.0,807833.0,896340.0,985680.0,1074497.0,1163296.0,1251643.0,1339907.0,1429421.0,1517401.0,1608465.0,1720577.0,1808569.0,1896750.0,1984695.0,2073104.0,2161275.0,2249650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,155,8,raikkonen,15,7,1,Finished,98587,188097,277446,365603,454583.0,542399.0,631893.0,719881.0,808250.0,896831.0,986224.0,1076178.0,1164153.0,1252609.0,1340814.0,1429117.0,1516453.0,1603668.0,1691118.0,1778426.0,1865376.0,1955512.0,2071829.0,2159874.0,2248304.0,2336763.0,2425600.0,2514234.0,2602488.0,2690599.0,2778453.0,2866446.0,2954467.0,3042278.0,3129799.0,3217575.0,3305436.0,3393160.0,3480593.0,3568055.0,3655401.0,3743061.0,3830121.0,3917394.0,4004622.0,4091759.0,4179173.0,4267066.0,4354000.0,4440778.0,4527434.0,4614674.0,4701600.0
4,155,15,trulli,17,22,4,Collision,99178,188405,278621,366714,455454.0,543552.0,632475.0,720633.0,808731.0,897400.0,986237.0,1075138.0,1163678.0,1252193.0,1340241.0,1427693.0,1514636.0,1601250.0,1688178.0,1775209.0,1862261.0,1952408.0,2062606.0,2150339.0,2237204.0,2323823.0,2410757.0,2497122.0,2584435.0,2671717.0,2759118.0,2850010.0,2963368.0,3052395.0,3140104.0,3228892.0,3315861.0,3403448.0,3491144.0,3578846.0,3666501.0,3754068.0,3841540.0,3931443.0,4019165.0,4107023.0,4194538.0,4283987.0,4371477.0,4458596.0,4545398.0,4632687.0,
11,155,35,villeneuve,16,6,1,Finished,100622,191098,280258,369595,458828.0,548190.0,637290.0,726812.0,814930.0,903217.0,991356.0,1079448.0,1167848.0,1256125.0,1344610.0,1433155.0,1521345.0,1609620.0,1697594.0,1785655.0,1873928.0,1961532.0,2049017.0,2136723.0,2224059.0,2311431.0,2399082.0,2486156.0,2573083.0,2660214.0,2746871.0,2833743.0,2924463.0,3036326.0,3123374.0,3210047.0,3297431.0,3384657.0,3471752.0,3559837.0,3647040.0,3734020.0,3820699.0,3909174.0,3997278.0,4084907.0,4172587.0,4260688.0,4349008.0,4437386.0,4525000.0,4613054.0,4700962.0
18,155,59,bernoldi,21,14,87,Crankshaft,100827,190638,279848,369417,458477.0,547703.0,637634.0,727937.0,817065.0,905922.0,995809.0,1084397.0,1175128.0,1264549.0,1353823.0,1443370.0,1532899.0,1621817.0,1710577.0,1799407.0,1888071.0,1977086.0,2066516.0,2155094.0,2243679.0,2333243.0,2425635.0,2542506.0,2631477.0,2721648.0,2811360.0,2900693.0,2989840.0,3078752.0,3167818.0,3256707.0,3345482.0,3434215.0,3523067.0,3613193.0,3702287.0,3791186.0,3881140.0,3969894.0,4059248.0,4149309.0,,,,,,,
17,155,57,hakkinen,1,18,6,Gearbox,101099,191592,281182,370579,460615.0,550835.0,640550.0,729063.0,817734.0,906508.0,996168.0,1084924.0,1173765.0,1261630.0,1349257.0,1437424.0,1525158.0,1612938.0,1700594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,155,44,panis,16,9,11,+1 Lap,101624,192171,281748,371095,461097.0,551755.0,641441.0,730103.0,818944.0,907608.0,996855.0,1085743.0,1175334.0,1264861.0,1354084.0,1443608.0,1533257.0,1622174.0,1710833.0,1799844.0,1888392.0,1977349.0,2066828.0,2155433.0,2243843.0,2333537.0,2422383.0,2509408.0,2596471.0,2683487.0,2769873.0,2860122.0,2972748.0,3060477.0,3147668.0,3235138.0,3322580.0,3409964.0,3497079.0,3584202.0,3673484.0,3760579.0,3847775.0,3935289.0,4024582.0,4112154.0,4199831.0,4287311.0,4374729.0,4461616.0,4548931.0,4636406.0,
14,155,49,frentzen,20,16,6,Gearbox,102211,192627,282326,371781,461684.0,552605.0,643125.0,732125.0,820885.0,909959.0,998946.0,1087942.0,1176828.0,1266007.0,1355047.0,1444085.0,1533963.0,1622884.0,1711742.0,1800396.0,1889539.0,1978033.0,2067030.0,2156075.0,2244629.0,2334042.0,2422903.0,2510297.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,155,4,alonso,18,13,12,+2 Laps,102638,193144,283275,372765,462327.0,553032.0,645292.0,734317.0,823304.0,911946.0,1000326.0,1088767.0,1177698.0,1266346.0,1355422.0,1444343.0,1537648.0,1651406.0,1741896.0,1831163.0,1920373.0,2009276.0,2098218.0,2187629.0,2276361.0,2366684.0,2456758.0,2546810.0,2637053.0,2725505.0,2814219.0,2903164.0,2995011.0,3158590.0,3247894.0,3337521.0,3426768.0,3517499.0,3606674.0,3695787.0,3785959.0,3875267.0,3964812.0,4053847.0,4143005.0,4232564.0,4322655.0,4411659.0,4500932.0,4588641.0,4677142.0,,
19,155,61,enge,20,12,11,+1 Lap,103068,194668,285136,375039,467296.0,557634.0,647864.0,738009.0,827786.0,917533.0,1006919.0,1096512.0,1186306.0,1276143.0,1365314.0,1454049.0,1543044.0,1631764.0,1721146.0,1809981.0,1899095.0,1987807.0,2076476.0,2165541.0,2254209.0,2345186.0,2433999.0,2522345.0,2610525.0,2698523.0,2786428.0,2878164.0,2994782.0,3083550.0,3171992.0,3260164.0,3348354.0,3437150.0,3525333.0,3613900.0,3702658.0,3791673.0,3879818.0,3968156.0,4056252.0,4144714.0,4233367.0,4322041.0,4410299.0,4498591.0,4586741.0,4674384.0,
0,155,2,heidfeld,15,11,11,+1 Lap,104002,195686,285682,375644,464805.0,554382.0,646886.0,736468.0,825336.0,914593.0,1003138.0,1092099.0,1180688.0,1269512.0,1358308.0,1447093.0,1536031.0,1624318.0,1712973.0,1801944.0,1890687.0,1979270.0,2069056.0,2157470.0,2246149.0,2335363.0,2424750.0,2516416.0,2629812.0,2718084.0,2807617.0,2897309.0,2985464.0,3073436.0,3161605.0,3251016.0,3339240.0,3427459.0,3515798.0,3603581.0,3691275.0,3779022.0,3866492.0,3955537.0,4042879.0,4130262.0,4218696.0,4306853.0,4394194.0,4481294.0,4568291.0,4655116.0,
20,155,62,yoong,18,15,20,Spun off,105304,198785,290697,382492,474330.0,566352.0,658346.0,750543.0,842606.0,934959.0,1026928.0,1118668.0,1210008.0,1301821.0,1415398.0,1507267.0,1599144.0,1692057.0,1783187.0,1877108.0,1967713.0,2058731.0,2151226.0,2242256.0,2332912.0,2429007.0,2523804.0,2643774.0,2736077.0,2828222.0,2920414.0,3011953.0,3103276.0,3194686.0,3285929.0,3377009.0,3468025.0,3560877.0,3652011.0,3743828.0,3835272.0,3926279.0,4017231.0,4108792.0,,,,,,,,,
6,155,21,fisichella,22,10,11,+1 Lap,105322,196755,286685,376575,466642.0,556078.0,646926.0,736969.0,826051.0,914910.0,1003529.0,1092435.0,1183486.0,1272618.0,1360595.0,1448595.0,1536766.0,1624832.0,1713214.0,1802315.0,1891255.0,1979350.0,2067996.0,2156369.0,2245226.0,2334589.0,2423238.0,2511206.0,2598489.0,2688557.0,2801908.0,2889540.0,2976932.0,3064690.0,3152357.0,3241996.0,3329402.0,3416732.0,3504144.0,3592714.0,3680776.0,3768174.0,3855574.0,3942868.0,4030414.0,4118134.0,4206486.0,4294269.0,4381713.0,4469275.0,4556563.0,4645368.0,
