,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,leclerc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,sainz,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,12,12,11,10,10,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6
4,bottas,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,norris,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,13,13,13,12,12,11,10,8,8,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6,perez,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,8,8,8,8,7,7,6,6,13,13,12,11,9,9,8,8,8,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
7,max_verstappen,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8,hulkenberg,9,9,9,10,10,9,9,9,9,9,9,9,9,8,8,9,16,16,16,15,15,14,14,14,14,13,12,10,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9,kevin_magnussen,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8,7,7,6,6,6,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8
10,stroll,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,8,8,7,7,7,6,11,10,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,giovinazzi,12,13,18,17,17,17,17,17,17,16,16,16,16,16,16,16,15,15,15,16,16,16,16,16,16,16,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12,gasly,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,9,9,10,11,14,16,13,13,12,12,12,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
13,kvyat,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,11,9,9,9,9,12,12,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,raikkonen,15,15,14,14,14,14,14,14,16,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
15,russell,16,16,15,16,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,15,15,15,15,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,kubica,17,18,17,18,18,18,18,18,18,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,albon,18,17,16,15,15,15,15,15,14,14,14,14,14,14,14,14,12,12,12,12,11,10,10,8,8,8,7,5,5,10,10,9,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5
