,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,hamilton,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,7,7,8,7,7,8,8,7,7,7,8,8,7,7,8,9,13,13,13,14,0
2,massa,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
3,button,4,4,4,4,4,4,14,12,11,11,11,11,11,10,9,8,8,8,8,8,7,6,6,6,6,6,6,5,11,10,9,9,9,9,9,9,9,8,8,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5
4,raikkonen,5,5,5,5,6,7,18,16,15,15,15,14,14,13,11,10,10,10,10,10,10,8,8,8,8,9,13,13,12,12,11,11,11,11,11,12,12,11,11,12,12,11,11,12,11,11,11,11,11,11,10,10,10,10,10
5,alonso,6,6,6,6,7,17,15,13,12,12,12,12,12,11,10,9,9,9,9,9,9,7,7,7,7,7,7,11,10,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9,9,9
6,kvyat,7,7,7,7,5,5,17,14,14,13,13,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,bottas,8,8,8,8,8,6,4,4,4,4,10,10,9,7,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
8,hulkenberg,9,9,9,9,9,8,5,5,5,5,4,4,4,4,4,12,12,12,12,12,12,10,10,10,10,10,9,8,7,7,7,7,7,7,6,6,6,12,12,11,10,8,8,8,7,7,6,6,6,6,6,6,6,6,6
9,perez,10,10,10,10,10,9,6,6,6,6,5,5,5,6,12,11,11,11,11,11,11,9,9,9,9,8,8,6,5,5,6,6,6,6,5,5,5,5,5,5,6,12,12,10,10,10,8,8,7,7,7,7,7,7,7
10,gutierrez,11,11,11,11,12,11,9,17,16,16,16,16,16,16,14,15,15,15,15,15,15,14,15,15,15,15,14,14,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
11,vergne,12,12,12,12,11,10,7,7,7,7,6,6,7,15,13,13,13,13,13,13,13,11,11,11,11,11,10,9,8,8,12,12,12,12,12,11,11,10,10,10,11,10,10,11,13,13,13,13,13,13,12,12,12,12,12
12,kevin_magnussen,13,13,13,13,13,12,10,9,9,9,8,8,8,8,7,6,6,6,6,6,6,13,13,13,14,14,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11
13,maldonado,14,14,14,14,14,13,12,18,17,17,17,17,17,17,15,14,14,14,14,14,14,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,kobayashi,15,15,15,15,17,16,13,11,13,14,14,15,15,14,16,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
15,sutil,16,16,16,16,18,19,19,19,18,18,18,18,18,18,17,16,16,16,16,16,16,16,17,17,17,17,16,16,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,ricciardo,17,17,17,17,15,14,8,8,8,8,7,7,6,5,5,4,4,4,4,4,4,4,4,5,5,5,5,7,6,6,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
17,vettel,18,18,18,18,16,15,11,10,10,10,9,9,10,9,8,7,7,7,7,7,8,15,14,14,13,13,11,10,9,9,8,8,8,8,8,8,7,6,6,6,5,5,5,5,5,5,10,9,9,8,8,8,8,8,8
18,grosjean,19,19,19,19,19,18,16,15,19,19,19,19,19,19,18,17,17,17,17,17,17,17,16,16,16,16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,0
