,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
10,856,20,vettel,9,1,1,Finished,107844,213311,318552,423663,529072,634393,739520,844588,949315,1053783,1158184,1262753,1367085,1471710,1576598,1686087.0,1834981.0,1982681.0,2149955.0,2304311.0,2406843.0,2509112.0,2611532.0,2713836.0,2816449.0,2919188.0,3022149.0,3124818.0,3227490.0,3329754.0,3432187.0,3534468.0,3636512.0,3742248.0,3860937.0,3961911.0,4063163.0,4164390.0,4265960.0,4367160.0,4468238.0,4569574.0,4670677.0,4771745.0,4872424.0,4973722.0,5074946.0,5175893.0,5276888.0,5378252.0,5479088.0,5579894.0,5680821.0,5782389.0,5881994.0
0,856,1,hamilton,1,2,1,Finished,108919,214615,319833,424853,530492,636065,741583,846961,951773,1056727,1161650,1266615,1371489,1476499,1585847,1706208.0,1840127.0,1983449.0,2150539.0,2305068.0,2407964.0,2510541.0,2612834.0,2715201.0,2817559.0,2920216.0,3023390.0,3126156.0,3228738.0,3331469.0,3434314.0,3537687.0,3645727.0,3767497.0,3869307.0,3971153.0,4073065.0,4174869.0,4276495.0,4377872.0,4479231.0,4580581.0,4681831.0,4783018.0,4884210.0,4985407.0,5086956.0,5188213.0,5289541.0,5390146.0,5491359.0,5592172.0,5693041.0,5793500.0,5894013.0
8,856,17,webber,9,3,1,Finished,109966,216180,321628,427243,533183,639171,744787,850589,955770,1060904,1165972,1271414,1377413,1487641,1608735,1712903.0,1850259.0,1985324.0,2151734.0,2305660.0,2408950.0,2511593.0,2614065.0,2716502.0,2819369.0,2921880.0,3024170.0,3126981.0,3229563.0,3332120.0,3434810.0,3538159.0,3646482.0,3768008.0,3869763.0,3971645.0,4073639.0,4175324.0,4277168.0,4378601.0,4479852.0,4581062.0,4682180.0,4783618.0,4884515.0,4985659.0,5087198.0,5188423.0,5289865.0,5390378.0,5491601.0,5592647.0,5693652.0,5794177.0,5894471.0
5,856,13,massa,6,6,1,Finished,110795,216961,322668,428221,534315,640183,745840,851506,956769,1062523,1168264,1274531,1381005,1492402,1617359,1724837.0,1860133.0,1987792.0,2154402.0,2307750.0,2412330.0,2516438.0,2620108.0,2724085.0,2828127.0,2932165.0,3035555.0,3138294.0,3240755.0,3343469.0,3446002.0,3548528.0,3650996.0,3757306.0,3879279.0,3981941.0,4083442.0,4185309.0,4286940.0,4388494.0,4489832.0,4591296.0,4692457.0,4793585.0,4894912.0,4996326.0,5097492.0,5198476.0,5299148.0,5399879.0,5500420.0,5601529.0,5702911.0,5805197.0,5907127.0
2,856,4,alonso,6,5,1,Finished,111557,217674,323445,429011,535283,641185,746698,852137,957679,1063395,1169107,1275268,1381911,1490538,1603966,1731125.0,1861545.0,1988562.0,2155141.0,2308186.0,2412873.0,2517031.0,2620867.0,2724632.0,2828647.0,2932782.0,3036565.0,3139731.0,3242533.0,3345256.0,3448063.0,3550337.0,3652542.0,3754887.0,3856781.0,3958425.0,4065504.0,4184220.0,4285132.0,4385755.0,4486302.0,4586924.0,4687559.0,4788248.0,4889253.0,4990208.0,5090872.0,5191472.0,5292419.0,5393207.0,5493881.0,5594890.0,5696083.0,5796847.0,5897683.0
9,856,18,button,1,4,1,Finished,111861,218734,325118,431001,536838,642734,748222,853539,958553,1064006,1169717,1275789,1386499,1508959,1613998,1717634.0,1853538.0,1985966.0,2152801.0,2306082.0,2410388.0,2513694.0,2617123.0,2720120.0,2823114.0,2926209.0,3029116.0,3131776.0,3234580.0,3337118.0,3439855.0,3543070.0,3646015.0,3752849.0,3871976.0,3973827.0,4075599.0,4177288.0,4278876.0,4380243.0,4481372.0,4582686.0,4683969.0,4785199.0,4886196.0,4987063.0,5088423.0,5189591.0,5291082.0,5392153.0,5493096.0,5594074.0,5695105.0,5795979.0,5896688.0
1,856,3,rosberg,131,8,1,Finished,112471,220019,326493,432468,538224,644170,749866,855366,960911,1066189,1171486,1276942,1387047,1508819,1614792,1723263.0,1858938.0,1987059.0,2153567.0,2307125.0,2411745.0,2515770.0,2619566.0,2723662.0,2827595.0,2931777.0,3042264.0,3162373.0,3265781.0,3369343.0,3473087.0,3575975.0,3678671.0,3781619.0,3885094.0,3989191.0,4092044.0,4195201.0,4297472.0,4399759.0,4501945.0,4604138.0,4706750.0,4809072.0,4911307.0,5013263.0,5115333.0,5217239.0,5319009.0,5421102.0,5523005.0,5624827.0,5726854.0,5829878.0,5936047.0
17,856,808,petrov,4,23,4,Collision,113356,221139,328250,434670,540734,647535,753578,859272,964914,1070383,1175995,1281987,1387803,1497844,1621648,1783297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,856,814,resta,10,10,1,Finished,114125,222045,329434,436479,544150,651367,759158,866037,972658,1078942,1189624,1313633,1418757,1524419,1629851,1740691.0,1874638.0,1991752.0,2157385.0,2309782.0,2415738.0,2520561.0,2624877.0,2729376.0,2833712.0,2940383.0,3045012.0,3149504.0,3253595.0,3358100.0,3467777.0,3589065.0,3692509.0,3795218.0,3898167.0,4000925.0,4103849.0,4206829.0,4309400.0,4412037.0,4514419.0,4616942.0,4719227.0,4821615.0,4923781.0,5026697.0,5128853.0,5231559.0,5334737.0,5436839.0,5539334.0,5642219.0,5744905.0,5847688.0,5950596.0
13,856,30,michael_schumacher,131,24,4,Collision,114781,222875,330355,437109,543120,649549,755850,861701,967575,1073290,1178831,1284569,1389896,1499364,1620980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
