,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,213311.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,214615.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,216180.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,216961.0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,217674.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,9,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,218734.0,6,6,6,6,6,6,6,6,6,6,6,6,6,11,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,220019.0,7,7,7,7,7,7,7,7,7,7,7,7,7,10,8,6,6,5,5,5,5,5,5,5,5,5,8,14,14,13,12,11,11,11,11,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
7,221139.0,8,8,8,8,8,8,8,8,8,8,8,8,8,6,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,222045.0,9,9,9,9,10,10,11,11,11,11,13,17,17,15,14,12,9,9,9,9,9,9,9,9,9,10,10,9,9,9,11,13,13,13,12,11,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10
9,222875.0,10,10,10,10,9,9,9,9,9,9,9,9,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,224164.0,11,11,12,12,12,12,12,12,12,12,11,11,11,9,6,8,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,8,10,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,224791.0,12,12,11,11,11,11,10,10,10,10,10,10,10,7,3,3,3,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,3,3,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
12,225258.0,13,13,13,13,13,13,14,14,14,17,19,19,18,16,16,14,14,14,14,14,14,15,14,17,21,21,21,21,18,18,17,17,17,17,17,17,16,16,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,15,0
13,226051.0,14,14,14,15,15,15,15,15,15,14,14,13,13,12,10,10,11,11,11,11,11,14,21,20,18,17,17,17,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,226451.0,15,15,16,16,16,16,16,16,16,18,21,20,19,17,17,15,15,15,15,15,15,13,13,13,13,13,13,12,12,12,13,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,12,12
15,228690.0,16,18,18,19,19,19,19,19,19,19,17,16,16,19,19,17,17,17,17,17,17,17,16,15,15,15,15,15,15,15,14,12,12,12,13,13,12,14,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,14,0
16,227060.0,17,16,15,14,14,14,13,13,13,13,12,12,12,13,15,13,12,12,12,12,12,11,11,11,11,11,11,10,10,10,9,9,9,9,7,8,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9
17,227715.0,18,17,17,17,17,17,17,17,17,15,15,14,14,14,11,11,13,13,13,13,13,12,12,12,12,12,12,11,11,11,10,10,10,10,9,10,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,16,0
18,229526.0,19,19,19,18,18,18,18,18,18,16,16,15,15,18,18,16,16,16,16,16,16,16,15,14,14,14,14,13,13,14,16,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,13,13,0
19,231450.0,20,20,21,21,21,21,21,21,21,21,20,21,20,20,20,20,19,19,19,19,19,19,18,18,17,18,18,18,17,17,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
20,233028.0,21,22,22,22,22,22,22,22,22,22,22,22,21,21,22,21,20,20,20,20,21,21,20,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
21,231635.0,22,21,20,20,20,20,20,20,20,20,18,18,22,22,21,18,18,18,18,18,18,18,17,16,16,16,16,16,16,16,15,14,14,14,14,16,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
22,233711.0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,21,21,21,21,20,20,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
23,268672.0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0
