,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
5,985.0,20.0,vettel,2.0,1.0,Finished,100829.0,201885.0,302539.0,403207.0,503740.0,606443.0,707542.0,808722.0,909868.0,1010821.0,1112748.0,1214531.0,1315800.0,1417235.0,1518887.0,1621217.0,1740547.0,1840249.0,1939628.0,2040372.0,2140552.0,2240989.0,2341407.0,2442129.0,2542584.0,2643439.0,2744109.0,2844747.0,2945153.0,3045423.0,3145595.0,3245736.0,3345905.0,3446045.0,3545918.0,3645474.0,3744843.0,3845122.0,3962210.0,4060490.0,4159105.0,4257543.0,4355759.0,4453875.0,4552886.0,4651467.0,4750082.0,4848039.0,4946484.0,5046012.0,5143778.0,5242524.0,5341411.0,5441245.0,5540667.0,5641134.0
1,985.0,1.0,hamilton,1.0,1.0,Finished,102142.0,203087.0,303867.0,404398.0,504785.0,605555.0,706338.0,806858.0,907956.0,1008506.0,1109392.0,1211140.0,1311856.0,1413151.0,1514429.0,1615763.0,1717036.0,1818353.0,1920012.0,2038942.0,2138789.0,2239051.0,2338284.0,2438688.0,2538786.0,2639610.0,2739995.0,2840164.0,2940625.0,3040733.0,3140812.0,3240531.0,3340849.0,3440156.0,3539504.0,3638975.0,3737758.0,3837322.0,3937139.0,4036594.0,4135887.0,4235545.0,4334485.0,4433766.0,4533067.0,4632786.0,4731699.0,4830475.0,4929626.0,5028882.0,5128417.0,5227945.0,5328784.0,5428975.0,5529260.0,5630991.0
10,985.0,822.0,bottas,5.0,1.0,Finished,103357.0,205617.0,306711.0,408840.0,510190.0,611685.0,712924.0,813717.0,914668.0,1015517.0,1116588.0,1217635.0,1318873.0,1420194.0,1521733.0,1623525.0,1725062.0,1826650.0,1945743.0,2045510.0,2145740.0,2245889.0,2346885.0,2447547.0,2547675.0,2647917.0,2748312.0,2848357.0,2948379.0,3048851.0,3148844.0,3248476.0,3348198.0,3447987.0,3547765.0,3647604.0,3747111.0,3846765.0,3945932.0,4045735.0,4145353.0,4245998.0,4346014.0,4446338.0,4546476.0,4646580.0,4746201.0,4845893.0,4945510.0,5045570.0,5146875.0,5249073.0,5368072.0,5465839.0,5566106.0,5665958.0
9,985.0,817.0,ricciardo,18.0,5.0,Engine,103767.0,206277.0,307335.0,409418.0,510829.0,612638.0,713774.0,814909.0,916293.0,1017541.0,1119008.0,1221433.0,1341056.0,1441158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,985.0,839.0,ocon,6.0,1.0,Finished,104961.0,208968.0,311459.0,413413.0,515448.0,617845.0,719983.0,822096.0,924416.0,1028158.0,1130774.0,1233347.0,1335771.0,1438014.0,1560177.0,1662022.0,1764068.0,1865175.0,1966915.0,2068866.0,2171069.0,2273317.0,2375337.0,2477771.0,2579867.0,2681760.0,2783639.0,2886108.0,2989892.0,3091488.0,3193049.0,3294519.0,3396184.0,3497853.0,3599302.0,3701021.0,3802532.0,3903420.0,4004445.0,4105683.0,4206867.0,4307465.0,4408080.0,4509339.0,4610211.0,4711153.0,4812307.0,4913239.0,5013848.0,5114558.0,5215305.0,5315871.0,5416370.0,5517055.0,5618241.0,5721971.0
3,985.0,8.0,raikkonen,3.0,1.0,Finished,105630.0,208014.0,308954.0,410364.0,512017.0,613783.0,714700.0,815881.0,917109.0,1018406.0,1120024.0,1221772.0,1322723.0,1423800.0,1524694.0,1626143.0,1727806.0,1829227.0,1930813.0,2032821.0,2150634.0,2250314.0,2349757.0,2450584.0,2550598.0,2650866.0,2751310.0,2851546.0,2951120.0,3050649.0,3150519.0,3249978.0,3349598.0,3448958.0,3548381.0,3648239.0,3747985.0,3847578.0,3946976.0,4046405.0,4146114.0,4244923.0,4343999.0,4443885.0,4544284.0,4644307.0,4743935.0,4843824.0,4943385.0,5043325.0,5143022.0,5243867.0,5343444.0,5442830.0,5542234.0,5646770.0
2,985.0,4.0,alonso,17.0,5.0,Engine,106514.0,210149.0,312734.0,415157.0,517893.0,620438.0,723820.0,826500.0,929145.0,1031447.0,1134259.0,1236460.0,1338673.0,1440808.0,1561421.0,1663094.0,1765562.0,1867996.0,1970163.0,2071965.0,2173502.0,2275451.0,2377835.0,2500259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,985.0,832.0,sainz,7.0,1.0,Finished,107304.0,211176.0,313947.0,416430.0,519223.0,622623.0,725394.0,827875.0,930451.0,1032855.0,1135564.0,1238296.0,1340766.0,1443867.0,1545929.0,1648575.0,1750995.0,1853720.0,1956839.0,2078461.0,2179927.0,2281320.0,2383443.0,2485171.0,2586328.0,2687691.0,2789080.0,2890187.0,2991956.0,3093568.0,3195126.0,3296774.0,3399066.0,3500611.0,3601689.0,3702803.0,3803905.0,3904711.0,4005746.0,4106840.0,4207683.0,4308215.0,4408677.0,4510136.0,4611087.0,4711850.0,4813009.0,4913879.0,5014572.0,5115491.0,5216246.0,5316860.0,5417609.0,5518146.0,5620165.0,5723935.0
4,985.0,13.0,massa,9.0,11.0,+1 Lap,107966.0,211979.0,315095.0,418890.0,521685.0,624488.0,727603.0,830456.0,933354.0,1035884.0,1138507.0,1241245.0,1344392.0,1447019.0,1550039.0,1652876.0,1755168.0,1858000.0,1960767.0,2063454.0,2165941.0,2268376.0,2370982.0,2473745.0,2576492.0,2679229.0,2782030.0,2885298.0,2989713.0,3110350.0,3211101.0,3312293.0,3413278.0,3513901.0,3614602.0,3714733.0,3815343.0,3917368.0,4018408.0,4118645.0,4218867.0,4319051.0,4419207.0,4519558.0,4620206.0,4720564.0,4821053.0,4922068.0,5023445.0,5124764.0,5226084.0,5327301.0,5429829.0,5531757.0,5634312.0,
8,985.0,815.0,perez,8.0,11.0,+1 Lap,108612.0,212730.0,316713.0,419568.0,522409.0,625119.0,728109.0,831064.0,933901.0,1036640.0,1139469.0,1242351.0,1362476.0,1463327.0,1564631.0,1666634.0,1768128.0,1869751.0,1971490.0,2074367.0,2175486.0,2276930.0,2379016.0,2480687.0,2582090.0,2683620.0,2785148.0,2886937.0,2990486.0,3092220.0,3194132.0,3296174.0,3399602.0,3501855.0,3603314.0,3704565.0,3805599.0,3906779.0,4007891.0,4109251.0,4210461.0,4311914.0,4413307.0,4514727.0,4616102.0,4717330.0,4818974.0,4920644.0,5021984.0,5123230.0,5224531.0,5326054.0,5427737.0,5531325.0,5633788.0,
12,985.0,826.0,kvyat,10.0,11.0,+1 Lap,109153.0,214151.0,317385.0,420625.0,523219.0,625964.0,729064.0,831789.0,934706.0,1037400.0,1140323.0,1243361.0,1345671.0,1448024.0,1550653.0,1653436.0,1756122.0,1878227.0,1979198.0,2080461.0,2181530.0,2283051.0,2385221.0,2487534.0,2589130.0,2690442.0,2791577.0,2892695.0,2993789.0,3095375.0,3196615.0,3298130.0,3400155.0,3502804.0,3604264.0,3705542.0,3806867.0,3907987.0,4009000.0,4110502.0,4211745.0,4312982.0,4414407.0,4515890.0,4617273.0,4718471.0,4819756.0,4921525.0,5022802.0,5124147.0,5225523.0,5329296.0,5431763.0,5533604.0,5640463.0,
