,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,186,14,coulthard,1,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,186,57,hakkinen,1,2,1,Finished,1426,2152,2336,2780,3031,3405,4718,5854,6273,6415,6514,6860,7347,8215,9323,9826,10217,17253,24767,10709.0,11332.0,10293.0,8122.0,8354.0,9359.0,9088.0,9156.0,9154.0,9284.0,8369.0,16499.0,25843.0,11971.0,13456.0,13874.0,14538.0,15235.0,15571.0,15166.0,15688.0,15825.0,14386.0,13490.0,10469.0
2,186,49,frentzen,17,3,1,Finished,2352,3653,4547,6212,7209,8671,9919,11432,12769,13901,14953,16015,17544,18605,19570,20675,28908,43104,35282,21337.0,22573.0,22600.0,22354.0,23102.0,24383.0,25395.0,26784.0,28757.0,31668.0,30939.0,32371.0,33097.0,33716.0,34501.0,35360.0,35561.0,36807.0,37381.0,36907.0,37356.0,37938.0,36294.0,35555.0,33433.0
3,186,56,irvine,6,4,1,Finished,3541,5904,7445,9851,12069,13703,15848,17510,18740,19885,21135,22158,23826,24789,26124,26906,27585,34073,40697,27346.0,30936.0,31744.0,31531.0,32849.0,34309.0,35900.0,37184.0,38855.0,40256.0,39950.0,41885.0,41857.0,43927.0,44948.0,46124.0,47131.0,48252.0,49206.0,48727.0,48486.0,48568.0,47066.0,45899.0,44948.0
4,186,23,ralf_schumacher,3,5,1,Finished,4349,6740,8252,10275,12759,14561,16962,18712,20066,21165,22356,23629,25285,26810,28693,30315,31197,31087,24329,12548.0,14693.0,24911.0,46311.0,48217.0,50059.0,51720.0,53386.0,55889.0,59409.0,61332.0,64528.0,58251.0,46544.0,48734.0,50715.0,51920.0,52754.0,53138.0,52898.0,52993.0,53201.0,51514.0,50073.0,48067.0
5,186,70,zanardi,3,8,1,Finished,5693,8075,10008,12300,15709,17594,19783,22340,24223,26052,28156,29816,31583,33083,35037,36703,38263,38290,31303,18574.0,29564.0,48337.0,49364.0,51731.0,54774.0,56866.0,58469.0,60639.0,62503.0,63468.0,74777.0,82521.0,68659.0,69717.0,70726.0,72015.0,73631.0,74086.0,73342.0,73574.0,73927.0,71850.0,69884.0,67022.0
6,186,71,damon_hill,17,6,1,Finished,6182,8689,10541,12935,15902,18573,20560,22922,24771,26914,28390,30604,32657,34460,36133,45522,60614,60402,52122,37650.0,38834.0,39007.0,38529.0,38887.0,39536.0,40480.0,42066.0,51589.0,69027.0,68872.0,70888.0,64708.0,51812.0,53415.0,56367.0,57862.0,58587.0,58874.0,58287.0,58605.0,59500.0,58590.0,57258.0,54916.0
7,186,63,salo,6,7,1,Finished,6620,9452,11224,13720,16652,19255,21541,23845,25987,27577,29194,31325,33534,35113,36963,37962,47010,61536,54876,42629.0,44012.0,44639.0,45120.0,46164.0,47809.0,49173.0,50815.0,55040.0,58831.0,60651.0,64041.0,56575.0,45522.0,54353.0,69175.0,69662.0,70232.0,70090.0,69116.0,68462.0,67697.0,64443.0,60954.0,56249.0
8,186,22,barrichello,24,10,1,Finished,7106,10310,12940,15242,18000,21412,24149,26847,28810,30864,32440,34352,36476,38411,40489,41900,50700,70384,63761,51678.0,55841.0,58373.0,59309.0,61446.0,63981.0,65674.0,67517.0,70020.0,72498.0,73224.0,75545.0,77346.0,79673.0,80910.0,82653.0,84255.0,85419.0,85996.0,86057.0,86820.0,87626.0,85850.0,84063.0,80742.0
9,186,65,herbert,24,20,23,Brakes,7686,11546,14688,18050,21676,25503,30380,34230,37355,40182,43281,46538,50215,55606,66715,87356,89054,88870,81964,69380.0,71315.0,73691.0,75210.0,78218.0,81585.0,84396.0,87697.0,,,,,,,,,,,,,,,,,
10,186,21,fisichella,22,11,1,Finished,8338,12240,15601,18638,23631,27029,30985,34691,38255,41355,43632,47171,50645,54483,56657,58081,59560,59999,54461,42054.0,51415.0,72550.0,74201.0,77188.0,80566.0,83217.0,85956.0,89111.0,93119.0,95590.0,98545.0,92780.0,82011.0,84639.0,86904.0,89079.0,91069.0,92402.0,92978.0,93979.0,94553.0,93641.0,93201.0,92195.0
11,186,25,wurz,22,14,1,Finished,9478,14309,17620,20882,24613,28621,33211,36690,41068,45187,48430,51275,54774,57899,61205,63626,65786,67642,61976,50645.0,55431.0,65609.0,86903.0,89878.0,93294.0,96857.0,100085.0,104380.0,108222.0,110101.0,113644.0,108864.0,97360.0,101542.0,104741.0,107478.0,110009.0,112124.0,113341.0,115018.0,117061.0,116595.0,116176.0,117745.0
12,186,55,alesi,15,9,1,Finished,9904,12908,16084,19124,22756,25885,28249,29681,30980,31603,32959,35049,37177,47158,66565,67193,68036,68729,62582,51135.0,53211.0,54403.0,54571.0,56531.0,58442.0,60207.0,62205.0,64394.0,73841.0,89527.0,90903.0,84795.0,72076.0,73711.0,75712.0,76730.0,77827.0,78207.0,77893.0,77897.0,77838.0,75746.0,74646.0,73848.0
13,186,35,villeneuve,16,15,11,+1 Lap,10328,15407,18779,22360,27593,31147,35030,39651,43171,46551,49216,52154,56158,59811,62431,64908,67472,69908,65602,54228.0,58102.0,61218.0,62711.0,65775.0,69145.0,80734.0,101070.0,105057.0,108553.0,110480.0,113891.0,109222.0,97610.0,101962.0,104959.0,107988.0,111456.0,113530.0,114971.0,118917.0,121814.0,121323.0,127115.0,
14,186,15,trulli,20,12,1,Finished,10742,14667,17858,21600,25010,29075,33481,37221,40369,42109,44533,47689,51346,63306,80428,81572,82721,82762,75654,63016.0,64779.0,66694.0,67639.0,69774.0,72719.0,75342.0,77685.0,79964.0,81576.0,90127.0,107082.0,100843.0,88249.0,90187.0,91657.0,93021.0,94740.0,95891.0,96100.0,97193.0,98053.0,97229.0,96620.0,96154.0
15,186,64,diniz,15,21,20,Spun off,12021,19453,23590,28138,31956,36454,40527,44772,48219,52067,54486,56784,59879,63300,73693,93519,95948,97766,93537,,,,,,,,,,,,,,,,,,,,,,,,,
16,186,44,panis,20,13,1,Finished,12212,16076,19508,22916,26093,29570,34012,38193,41265,43323,44834,56420,75340,76971,78751,79642,80862,80789,73754,61127.0,63389.0,64973.0,65863.0,67880.0,70673.0,73052.0,83373.0,102602.0,104681.0,105248.0,108114.0,102285.0,89838.0,92144.0,93968.0,96227.0,98214.0,99595.0,100414.0,101707.0,103895.0,102918.0,102786.0,101543.0
