,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,max_verstappen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,vettel,4,4,4,4,4,4,4,18,18,17,17,16,15,15,14,13,13,13,12,12,11,11,11,11,10,10,15,14,12,10,9,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,raikkonen,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,9,9,8,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,grosjean,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8
6,gasly,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,8,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,0
7,perez,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8,8,7,7,7,8,8,8,9,16,16,12,11,10,8,8,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
8,ocon,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,8,8,9,14,13,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,brendon_hartley,10,10,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,11,11,9,9,16,16,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
10,sainz,11,12,12,13,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,7,6,6,6,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,0
11,kevin_magnussen,12,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,leclerc,13,13,13,11,18,18,18,15,15,15,15,15,14,14,15,15,15,15,15,15,15,15,15,15,14,14,11,10,9,9,11,11,10,11,12,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,ricciardo,14,11,10,10,10,10,10,9,8,8,7,7,5,5,5,5,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
14,alonso,15,14,14,14,13,13,13,11,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,12,13,18,17,17,17,16,16,16,16,16,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
15,hulkenberg,16,15,15,15,14,14,14,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,13,12,10,12,13,13,18,18,18,18,18,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,stroll,17,16,16,16,15,15,15,14,14,14,14,14,16,16,18,18,18,18,18,18,18,18,18,17,17,17,16,16,15,15,14,14,14,14,15,14,15,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,0
17,sirotkin,18,17,17,17,17,17,17,16,16,16,16,17,17,17,16,16,16,16,16,16,16,16,16,16,15,15,13,15,14,14,13,13,13,13,13,13,13,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,0
18,vandoorne,19,18,18,18,16,16,16,17,17,18,18,18,18,18,17,17,17,17,17,17,17,17,17,18,18,18,17,18,18,18,17,17,17,17,17,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
