,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,hamilton,1,1,1,1,1,1,8,8,6,6,6,5,4,3,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,2,2,2,2,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,alonso,3,3,3,3,3,3,7,6,5,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,button,4,4,4,4,5,11,9,9,8,7,7,6,5,4,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,webber,5,5,5,5,4,4,2,2,2,2,2,2,6,6,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,kubica,6,6,6,6,6,5,3,3,9,9,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,9,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
6,sutil,7,7,7,7,8,13,11,10,10,10,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,6,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,0
7,michael_schumacher,8,8,8,8,7,6,4,4,3,3,3,7,7,12,13,12,12,12,12,12,12,12,12,11,10,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,11,0
8,hulkenberg,9,9,9,9,9,17,15,14,14,12,12,11,11,10,11,10,10,10,10,10,10,10,10,12,12,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,0
9,alguersuari,10,10,10,10,11,8,14,15,15,15,14,13,13,13,12,11,11,11,11,11,11,11,11,10,11,12,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,0
10,buemi,11,11,11,11,10,7,5,5,4,4,4,3,2,1,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,0
11,kovalainen,12,12,12,12,12,9,6,7,7,8,10,10,10,9,10,15,15,14,14,14,14,14,14,15,15,16,16,16,16,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0
12,rosberg,13,13,13,14,19,19,18,16,16,13,13,12,12,11,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6
13,barrichello,14,14,14,13,13,10,16,17,17,16,22,22,22,21,20,20,19,17,17,17,16,16,16,16,16,15,15,15,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
14,trulli,15,15,15,15,20,21,21,21,21,21,19,20,19,18,17,17,17,16,16,16,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,18,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,bruno_senna,16,17,17,17,16,15,17,18,18,19,18,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,grassi,17,16,16,16,14,12,10,11,11,11,11,14,14,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18,20,19,19,19,19,18,18,18,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,0,0,0,0,0
17,petrov,18,18,18,18,15,14,12,12,12,14,15,15,18,17,16,16,16,21,20,20,20,20,20,20,19,19,19,19,19,19,18,18,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
18,chandhok,19,19,20,20,18,18,19,19,20,20,20,21,20,20,18,19,20,19,21,21,21,21,21,21,21,21,21,21,21,21,20,19,19,19,19,19,19,19,19,17,17,17,17,17,19,19,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,0,0,0,0
19,glock,20,20,19,19,17,16,13,13,13,17,16,17,16,16,21,21,21,20,19,19,19,19,19,19,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,19,18,18,18,18,17,17,17,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,kobayashi,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,rosa,22,21,21,21,21,20,20,20,19,18,17,16,15,14,14,13,13,15,15,15,15,15,15,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,liuzzi,23,22,22,22,22,22,22,22,22,22,21,19,17,15,15,14,14,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,10,10,10,10,10,10,10,10,10,10,10,9,0
