,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,163,57,hakkinen,1,2,1,Finished,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,3324.0,5178.0,5671.0,7755.0,14376.0,11582.0,12158.0,12563.0,13417.0,14557.0,12745.0,12901.0,14132.0,16501.0,17389.0,17393.0,15877.0,16242.0,16695.0,18228.0,18133.0,18340.0,17803.0,14312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12537.0,14520.0,15020.0,12826.0,11826.0,9779.0,10058.0,8873.0,8947.0,8058.0,7697.0,7421.0,10069.0,9462.0,7793.0,6946.0,5925.0,4915.0,10359.0,13270.0,15359.0,13822.0
1,163,30,michael_schumacher,6,1,1,Finished,562,542,529.0,489.0,599.0,530.0,577.0,558.0,611.0,570.0,0.0,0.0,0.0,0.0,0.0,3371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19785.0,22561.0,24955.0,26701.0,25676.0,25289.0,25204.0,25144.0,21902.0,18749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,163,14,coulthard,1,3,11,+1 Lap,1560,1636,1801.0,2111.0,2605.0,2925.0,2864.0,3055.0,3440.0,4452.0,5204.0,9525.0,11931.0,16913.0,29432.0,6251.0,4990.0,6974.0,9055.0,12053.0,16930.0,17617.0,19567.0,22238.0,24803.0,27811.0,29779.0,30741.0,33522.0,35707.0,37397.0,39275.0,41127.0,42695.0,41430.0,29950.0,32319.0,35661.0,38671.0,40143.0,41461.0,44641.0,48989.0,49924.0,54522.0,65633.0,69764.0,72822.0,73193.0,74647.0,75034.0,77515.0,78780.0,78522.0,79951.0,81642.0,82874.0,84070.0,85859.0,87093.0,91243.0,95344.0,97653.0,99135.0,101522.0,103096.0,
3,163,22,barrichello,6,4,11,+1 Lap,2079,2809,3383.0,3289.0,3617.0,3971.0,4278.0,4329.0,4469.0,4864.0,5325.0,6630.0,8351.0,9337.0,8606.0,0.0,23945.0,26051.0,28292.0,33199.0,35564.0,34902.0,37386.0,38658.0,39203.0,40531.0,40386.0,39919.0,41159.0,43235.0,45779.0,48138.0,51605.0,79401.0,79234.0,67028.0,68458.0,69928.0,70992.0,71675.0,72689.0,75455.0,78957.0,77038.0,75694.0,58914.0,59189.0,60194.0,57347.0,55923.0,57485.0,85989.0,87330.0,86874.0,87414.0,88258.0,90511.0,91535.0,92173.0,92411.0,93575.0,95868.0,98083.0,99606.0,101798.0,104663.0,
4,163,35,villeneuve,16,15,5,Engine,3302,5351,7110.0,8091.0,9567.0,11157.0,12606.0,13708.0,15696.0,16622.0,18107.0,21413.0,24953.0,27448.0,31732.0,32676.0,32538.0,36092.0,39908.0,43100.0,45131.0,45872.0,48803.0,52436.0,55691.0,59296.0,61700.0,63584.0,67199.0,71176.0,74659.0,77952.0,81541.0,84511.0,83489.0,72128.0,76571.0,80492.0,83459.0,85221.0,86796.0,89980.0,95924.0,96596.0,96479.0,85436.0,,,,,,,,,,,,,,,,,,,,,
5,163,23,ralf_schumacher,3,18,4,Collision,3902,6025,7938.0,9861.0,11684.0,14462.0,16066.0,17656.0,18493.0,18320.0,18883.0,23691.0,26077.0,26334.0,18697.0,619.0,26171.0,29148.0,31618.0,35866.0,38114.0,39818.0,43198.0,47008.0,50585.0,54833.0,58463.0,60453.0,64057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,163,21,fisichella,22,5,11,+1 Lap,4295,6552,8206.0,9427.0,10072.0,11401.0,12996.0,14061.0,15193.0,14395.0,15455.0,18214.0,20953.0,21138.0,19805.0,20313.0,18603.0,21196.0,23410.0,25798.0,27229.0,26987.0,29000.0,31316.0,33203.0,35757.0,37501.0,38084.0,40726.0,42812.0,45100.0,49104.0,51777.0,53746.0,52089.0,40143.0,43166.0,45742.0,51393.0,82645.0,85731.0,89008.0,92977.0,94518.0,94042.0,76985.0,80216.0,82800.0,82784.0,84051.0,86523.0,89010.0,90709.0,92421.0,94543.0,96546.0,98880.0,101892.0,103916.0,105487.0,107146.0,108499.0,109459.0,111340.0,114088.0,116884.0,
7,163,56,irvine,19,16,4,Collision,4974,6979,9299.0,11186.0,12833.0,15160.0,16876.0,18596.0,20287.0,20269.0,20206.0,23030.0,25595.0,30988.0,47087.0,21334.0,20477.0,23781.0,27689.0,31592.0,34455.0,36572.0,40392.0,44840.0,48689.0,53587.0,56728.0,59286.0,63526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,163,50,verstappen,21,17,20,Spun off,5584,8205,10156.0,11796.0,13359.0,16704.0,18117.0,19198.0,20623.0,21420.0,21774.0,32129.0,41640.0,60954.0,49775.0,22774.0,21908.0,24908.0,28095.0,32053.0,35881.0,38011.0,41626.0,45311.0,49406.0,54507.0,57744.0,59766.0,63656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,163,37,rosa,21,6,11,+1 Lap,5910,7753,9560.0,10276.0,12008.0,13006.0,14003.0,14840.0,15993.0,17419.0,18439.0,21965.0,25285.0,30204.0,45157.0,18368.0,17078.0,20297.0,24820.0,28778.0,31919.0,33523.0,38062.0,42061.0,45286.0,50345.0,52799.0,54951.0,57805.0,60626.0,63419.0,66305.0,69809.0,72913.0,72084.0,60693.0,63805.0,66992.0,69807.0,71256.0,72442.0,73996.0,76781.0,75420.0,74508.0,57162.0,58874.0,63949.0,94610.0,95550.0,95441.0,98115.0,102898.0,103303.0,108762.0,111331.0,113314.0,115077.0,117090.0,120099.0,122032.0,124128.0,124626.0,126732.0,130302.0,132664.0,
10,163,25,wurz,22,12,4,Collision,6626,8784,10647.0,12395.0,14210.0,17403.0,18622.0,19819.0,20869.0,21882.0,22416.0,27887.0,33550.0,36907.0,39408.0,44607.0,44731.0,49020.0,52113.0,55249.0,60459.0,61009.0,63705.0,66922.0,70108.0,73642.0,75169.0,76262.0,79508.0,83743.0,86468.0,88970.0,93684.0,96586.0,95098.0,83804.0,86431.0,88895.0,90935.0,96341.0,131192.0,136852.0,141535.0,142226.0,143399.0,130139.0,134785.0,138630.0,141471.0,144919.0,147550.0,151743.0,156353.0,157262.0,159805.0,163581.0,167117.0,170756.0,174547.0,178737.0,185377.0,,,,,,
11,163,49,frentzen,17,20,5,Engine,7218,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,163,18,button,3,10,10,Electrical,7927,11670,18497.0,19488.0,20566.0,22916.0,24748.0,26432.0,27928.0,27770.0,28085.0,30298.0,32277.0,32179.0,27397.0,8534.0,20253.0,48568.0,51022.0,53216.0,54931.0,55231.0,57380.0,59834.0,62332.0,65871.0,67942.0,69624.0,72159.0,76210.0,78748.0,81410.0,84368.0,87053.0,86276.0,74628.0,77571.0,82133.0,89172.0,122467.0,125712.0,129775.0,136595.0,140042.0,142692.0,128754.0,134019.0,137684.0,140463.0,144160.0,146662.0,150898.0,153808.0,155391.0,159045.0,162778.0,166566.0,169951.0,174005.0,178073.0,186695.0,192258.0,,,,,
13,163,55,alesi,20,9,12,+2 Laps,8083,11307,15335.0,17118.0,18887.0,20363.0,21911.0,23919.0,25049.0,25264.0,25488.0,27767.0,30636.0,30192.0,26092.0,11206.0,34673.0,37710.0,40538.0,44276.0,45985.0,46663.0,49334.0,53101.0,56200.0,59917.0,62483.0,64324.0,67859.0,73087.0,75336.0,79346.0,85452.0,119070.0,118977.0,108352.0,112486.0,117913.0,122008.0,124573.0,128382.0,137700.0,142156.0,145563.0,154454.0,166510.0,170503.0,173968.0,190842.0,227033.0,227698.0,229916.0,231338.0,231466.0,234000.0,236512.0,238894.0,241918.0,244986.0,247680.0,251436.0,254927.0,256724.0,260442.0,265758.0,,
14,163,64,diniz,15,7,12,+2 Laps,9260,12311,24221.0,26797.0,29252.0,31674.0,34380.0,36890.0,40694.0,42993.0,44403.0,47645.0,50300.0,86589.0,105714.0,81067.0,80331.0,83248.0,86012.0,90826.0,94442.0,95529.0,98277.0,101685.0,104096.0,108968.0,111610.0,113406.0,116440.0,119620.0,122076.0,125263.0,128458.0,131014.0,129931.0,118691.0,122258.0,126225.0,129692.0,131513.0,133846.0,140844.0,145746.0,150212.0,180411.0,166177.0,169587.0,172095.0,172293.0,175086.0,176595.0,179734.0,182656.0,183289.0,185348.0,191709.0,194289.0,196468.0,199125.0,201489.0,205282.0,209167.0,210937.0,213494.0,217560.0,,
