,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
13,90.0,30.0,michael_schumacher,1.0,1.0,Finished,93122.0,179028.0,263996.0,348509.0,433311.0,517817.0,602350.0,686520.0,770850.0,855184.0,939513.0,1044919.0,1135690.0,1221389.0,1306713.0,1392415.0,1477630.0,1563664.0,1648739.0,1734411.0,1820795.0,1905564.0,1990191.0,2074910.0,2159506.0,2244814.0,2329807.0,2414385.0,2498510.0,2601409.0,2690493.0,2775789.0,2861318.0,2945922.0,3031852.0,3116466.0,3201491.0,3285958.0,3370590.0,3457445.0,3542479.0,3628218.0,3712804.0,3797655.0,3900784.0,3991045.0,4077953.0,4164754.0,4251536.0,4338398.0,4425532.0,4513174.0,4600747.0,4690059.0,4782274.0,4873500.0,4963208.0,5055757.0
11,90.0,22.0,barrichello,2.0,1.0,Finished,94212.0,180184.0,265245.0,350352.0,435307.0,520124.0,604556.0,688735.0,773266.0,857511.0,960948.0,1051859.0,1137264.0,1222870.0,1308113.0,1394129.0,1479515.0,1564663.0,1650065.0,1735635.0,1822664.0,1907926.0,1992935.0,2077847.0,2162567.0,2247773.0,2332352.0,2417075.0,2520242.0,2610485.0,2696230.0,2781900.0,2867764.0,2953538.0,3039522.0,3125926.0,3211754.0,3298649.0,3385087.0,3470626.0,3556464.0,3642135.0,3728961.0,3833499.0,3925046.0,4012029.0,4099931.0,4187386.0,4273711.0,4361914.0,4449658.0,4537229.0,4624757.0,4712329.0,4800442.0,4889060.0,4978354.0,5069362.0
2,90.0,4.0,alonso,3.0,1.0,Finished,95116.0,181498.0,267136.0,352602.0,438112.0,523309.0,608677.0,693926.0,779374.0,864462.0,967795.0,1057376.0,1143027.0,1228874.0,1315122.0,1401834.0,1487562.0,1573279.0,1659145.0,1745046.0,1832037.0,1919336.0,2004775.0,2110248.0,2200650.0,2286977.0,2373170.0,2459172.0,2545849.0,2632602.0,2719776.0,2806300.0,2893072.0,2978799.0,3064752.0,3150506.0,3236136.0,3321394.0,3407028.0,3513365.0,3605367.0,3692886.0,3780612.0,3868199.0,3955832.0,4044040.0,4131296.0,4218444.0,4305360.0,4391990.0,4478880.0,4565573.0,4652259.0,4739272.0,4826213.0,4913035.0,5000264.0,5090430.0
9,90.0,18.0,button,6.0,1.0,Finished,96239.0,183354.0,269925.0,356342.0,442738.0,529065.0,615348.0,701621.0,787935.0,873984.0,979274.0,1070335.0,1156393.0,1242908.0,1329547.0,1417177.0,1504320.0,1591746.0,1678897.0,1765939.0,1853435.0,1939938.0,2026990.0,2112972.0,2199589.0,2305726.0,2396049.0,2482098.0,2570635.0,2657888.0,2745762.0,2833517.0,2921390.0,3009573.0,3096530.0,3184139.0,3272602.0,3361580.0,3450166.0,3536935.0,3622926.0,3728012.0,3819292.0,3905817.0,3993294.0,4081095.0,4168898.0,4256978.0,4344684.0,4431954.0,4519112.0,4606316.0,4693092.0,4780038.0,4866834.0,4953421.0,5040041.0,5126355.0
7,90.0,15.0,trulli,7.0,11.0,+1 Lap,97052.0,184476.0,271089.0,357603.0,444266.0,530724.0,617227.0,703700.0,789975.0,876380.0,962928.0,1069030.0,1160613.0,1247634.0,1334629.0,1421588.0,1508753.0,1596571.0,1684995.0,1772270.0,1859571.0,1947086.0,2034016.0,2122181.0,2209510.0,2296718.0,2383459.0,2489763.0,2580328.0,2666723.0,2753527.0,2841131.0,2928371.0,3015732.0,3103403.0,3190828.0,3278116.0,3365567.0,3453948.0,3541047.0,3647163.0,3739408.0,3827051.0,3914691.0,4002532.0,4091136.0,4179740.0,4267368.0,4355239.0,4443169.0,4530924.0,4618607.0,4706073.0,4793401.0,4880838.0,4968083.0,5056785.0,
12,90.0,23.0,ralf_schumacher,4.0,1.0,Finished,97670.0,186009.0,272472.0,359174.0,445751.0,532396.0,619118.0,705625.0,791804.0,878212.0,964036.0,1068263.0,1157811.0,1243724.0,1330462.0,1417908.0,1505224.0,1592596.0,1679682.0,1766812.0,1854271.0,1940909.0,2027651.0,2113982.0,2201634.0,2288109.0,2374095.0,2479253.0,2569139.0,2655474.0,2742323.0,2829314.0,2917147.0,3004723.0,3092904.0,3180107.0,3266414.0,3352786.0,3439153.0,3525189.0,3611200.0,3697501.0,3783589.0,3870376.0,3976169.0,4067319.0,4153393.0,4239907.0,4326477.0,4413381.0,4500478.0,4587859.0,4676707.0,4765889.0,4853469.0,4940679.0,5028068.0,5116180.0
14,90.0,31.0,montoya,5.0,1.0,Finished,98038.0,184890.0,271726.0,358276.0,444861.0,531608.0,618380.0,704482.0,790813.0,897967.0,987905.0,1073840.0,1161306.0,1248737.0,1335905.0,1423154.0,1509940.0,1596910.0,1685558.0,1772906.0,1860262.0,1947638.0,2034530.0,2121355.0,2207135.0,2312916.0,2402672.0,2489127.0,2575617.0,2662618.0,2749645.0,2836886.0,2923689.0,3010494.0,3097255.0,3184598.0,3273210.0,3360289.0,3446456.0,3532315.0,3617974.0,3703260.0,3788797.0,3895969.0,3985767.0,4071918.0,4158361.0,4245821.0,4333297.0,4421740.0,4510034.0,4597909.0,4685202.0,4773149.0,4860733.0,4948288.0,5036103.0,5124293.0
8,90.0,17.0,webber,18.0,7.0,Transmission,98560.0,187068.0,273949.0,360806.0,447980.0,535099.0,622471.0,709698.0,796567.0,882924.0,969230.0,1055487.0,1162839.0,1252895.0,1338847.0,1425239.0,1512166.0,1599500.0,1687436.0,1774946.0,1862235.0,1949973.0,2036739.0,2123185.0,2210278.0,2297491.0,2411882.0,2510714.0,2604415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,90.0,11.0,sato,9.0,11.0,+1 Lap,99917.0,189134.0,277105.0,365567.0,453582.0,541689.0,629592.0,717314.0,805195.0,892898.0,980119.0,1086212.0,1178606.0,1266581.0,1355706.0,1446110.0,1534011.0,1621968.0,1709806.0,1797938.0,1885543.0,1973030.0,2060340.0,2148176.0,2238079.0,2325943.0,2436863.0,2530447.0,2616867.0,2703543.0,2790758.0,2878552.0,2966198.0,3054062.0,3141697.0,3229261.0,3316602.0,3403413.0,3490316.0,3576622.0,3663060.0,3749370.0,3835447.0,3923294.0,4029377.0,4121088.0,4208885.0,4295962.0,4382777.0,4470130.0,4557828.0,4645608.0,4733776.0,4821812.0,4909947.0,4997401.0,5084971.0,
6,90.0,14.0,coulthard,8.0,11.0,+1 Lap,100369.0,189737.0,277882.0,366077.0,454506.0,542528.0,630474.0,718276.0,805884.0,893634.0,980929.0,1068043.0,1154371.0,1262561.0,1353173.0,1440631.0,1528489.0,1616568.0,1704840.0,1793324.0,1881150.0,1968849.0,2056367.0,2144075.0,2231327.0,2318498.0,2405969.0,2494151.0,2581640.0,2668972.0,2756142.0,2843538.0,2930988.0,3017870.0,3105077.0,3212735.0,3303551.0,3390877.0,3478723.0,3566653.0,3654822.0,3743029.0,3831299.0,3919531.0,4007504.0,4095264.0,4183029.0,4271462.0,4359987.0,4447883.0,4535555.0,4623081.0,4710736.0,4798265.0,4886300.0,4973766.0,5061176.0,
3,90.0,8.0,raikkonen,20.0,5.0,Engine,101086.0,190205.0,278695.0,366864.0,455028.0,542977.0,630913.0,719073.0,807377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,90.0,13.0,massa,15.0,5.0,Engine,101664.0,191153.0,279202.0,367378.0,455480.0,543493.0,631437.0,719420.0,807654.0,896419.0,983265.0,1071195.0,1159445.0,1267208.0,1361729.0,1450037.0,1538205.0,1626026.0,1718503.0,1806362.0,1894110.0,1982145.0,2069956.0,2158417.0,2247482.0,2336823.0,2424664.0,2512051.0,2599137.0,2686405.0,2774135.0,2863665.0,2950689.0,3037771.0,3127458.0,3236344.0,3329601.0,3417698.0,3507057.0,3594940.0,3682824.0,3771060.0,3860345.0,3948241.0,,,,,,,,,,,,,,
16,90.0,43.0,matta,12.0,12.0,+2 Laps,102947.0,193015.0,282026.0,371005.0,459710.0,548439.0,636889.0,725133.0,813006.0,901114.0,990518.0,1110258.0,1203214.0,1291326.0,1379558.0,1467412.0,1555864.0,1644563.0,1733247.0,1824286.0,1913072.0,2001789.0,2090023.0,2197261.0,2290951.0,2378827.0,2466812.0,2555077.0,2644278.0,2733095.0,2823717.0,2913464.0,3003117.0,3093841.0,3183145.0,3274933.0,3363911.0,3455026.0,3545076.0,3633387.0,3721207.0,3828331.0,3922576.0,4010932.0,4099281.0,4189359.0,4278224.0,4366519.0,4456821.0,4545706.0,4635813.0,4725861.0,4815068.0,4904117.0,4992924.0,5081762.0,,
10,90.0,21.0,fisichella,10.0,11.0,+1 Lap,103901.0,195368.0,284149.0,374640.0,465085.0,554942.0,643987.0,751829.0,844804.0,934137.0,1022343.0,1111126.0,1204980.0,1292684.0,1380346.0,1468167.0,1556886.0,1644973.0,1733640.0,1824781.0,1913480.0,2002221.0,2090838.0,2178574.0,2265970.0,2353768.0,2441255.0,2550069.0,2642899.0,2730578.0,2819045.0,2908193.0,2998222.0,3085286.0,3171987.0,3258385.0,3344880.0,3431659.0,3517941.0,3605954.0,3693347.0,3781055.0,3868520.0,3974470.0,4069740.0,4157273.0,4243956.0,4330857.0,4417774.0,4505098.0,4591484.0,4678524.0,4766832.0,4854051.0,4941401.0,5031523.0,5122074.0,
1,90.0,2.0,heidfeld,16.0,7.0,Transmission,104457.0,194503.0,284086.0,374451.0,464812.0,554301.0,643345.0,732305.0,821384.0,910847.0,999791.0,1088258.0,1176435.0,1283180.0,1375598.0,1463993.0,1553056.0,1642841.0,1732460.0,1822543.0,1912280.0,2000683.0,2089101.0,2177451.0,2265497.0,2353419.0,2440922.0,2548472.0,2640549.0,2729216.0,2818761.0,2908052.0,3000681.0,3090109.0,3179581.0,3270662.0,3359672.0,3449995.0,3539307.0,3629264.0,3717606.0,3805575.0,3969622.0,,,,,,,,,,,,,,,
18,90.0,45.0,pantano,14.0,13.0,+3 Laps,105996.0,199550.0,290448.0,382016.0,473119.0,564229.0,655634.0,746644.0,836921.0,927252.0,1017158.0,1106198.0,1195139.0,1283777.0,1372300.0,1461011.0,1549721.0,1662211.0,1757826.0,1847323.0,1936902.0,2026911.0,2118228.0,2209006.0,2301103.0,2392042.0,2481226.0,2572347.0,2661660.0,2752395.0,2843029.0,2934002.0,3022721.0,3111587.0,3201150.0,3290960.0,3400613.0,3498377.0,3588078.0,3677951.0,3767709.0,3857725.0,3947619.0,4037812.0,4127558.0,4217402.0,4309889.0,4400826.0,4493372.0,4585204.0,4678473.0,4771898.0,4865677.0,4959147.0,5056656.0,,,
19,90.0,46.0,bruni,17.0,62.0,Not classified,106520.0,198548.0,289218.0,380745.0,472464.0,563700.0,655186.0,745906.0,836330.0,926491.0,1037439.0,1132584.0,1225048.0,1317083.0,1409565.0,1501501.0,1595299.0,1690359.0,1782460.0,1873462.0,1964485.0,2055381.0,2147065.0,2240145.0,2354577.0,2450600.0,2541681.0,2636396.0,2728917.0,2824801.0,2916811.0,3011875.0,3106357.0,3203350.0,4353817.0,4460682.0,4554172.0,4648743.0,4742682.0,4835935.0,4928831.0,5021674.0,5115517.0,,,,,,,,,,,,,,,
15,90.0,32.0,klien,11.0,12.0,+2 Laps,106954.0,199898.0,290610.0,380890.0,469222.0,557062.0,645292.0,733447.0,821874.0,911180.0,1000261.0,1088883.0,1177536.0,1265462.0,1354692.0,1469491.0,1563522.0,1654070.0,1743034.0,1831641.0,1920926.0,2009545.0,2098364.0,2186697.0,2275194.0,2363779.0,2452769.0,2541737.0,2630567.0,2719392.0,2810442.0,2899106.0,2987643.0,3076550.0,3164923.0,3252932.0,3366767.0,3463098.0,3552026.0,3640985.0,3731191.0,3821954.0,3911182.0,4000606.0,4090242.0,4181008.0,4270660.0,4361740.0,4452456.0,4541552.0,4630063.0,4718391.0,4807383.0,4896421.0,4985000.0,5074124.0,,
17,90.0,44.0,panis,13.0,12.0,+2 Laps,107968.0,201781.0,293096.0,383650.0,474393.0,564822.0,656093.0,747142.0,838788.0,930022.0,1020979.0,1110574.0,1199658.0,1310048.0,1406439.0,1495838.0,1585542.0,1674774.0,1764280.0,1857444.0,1951412.0,2042066.0,2132010.0,2222202.0,2312365.0,2402507.0,2495345.0,2586169.0,2675724.0,2765249.0,2854633.0,2943261.0,3033391.0,3121635.0,3209442.0,3298451.0,3409021.0,3502256.0,3590860.0,3679886.0,3769612.0,3861704.0,3951785.0,4044742.0,4135297.0,4225196.0,4315263.0,4405003.0,4494529.0,4585738.0,4676057.0,4767955.0,4857143.0,4945121.0,5033742.0,5122928.0,,
20,90.0,47.0,baumgartner,19.0,10.0,Electrical,108581.0,202898.0,295337.0,387071.0,478218.0,569714.0,660925.0,751546.0,842267.0,933990.0,1114626.0,1211523.0,1304263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
