,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,barrichello,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,alonso,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,button,4,4,4,4,4,4,4,4,4,4,7,8,5,4,4,4,4,4,4,4,4,4,4,4,3,7,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,trulli,5,5,5,5,5,5,5,5,5,5,3,7,8,6,6,6,6,6,6,6,6,6,6,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
5,ralf_schumacher,6,7,7,7,7,7,7,7,7,6,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,montoya,7,6,6,6,6,6,6,6,6,11,11,10,9,7,7,7,7,7,7,7,7,7,7,6,6,8,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,webber,8,8,8,8,8,8,8,8,8,7,6,3,10,8,8,8,8,8,8,8,8,8,8,8,8,6,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,sato,9,9,9,9,9,9,9,9,9,8,8,11,13,11,11,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
9,coulthard,10,10,10,10,10,10,10,10,10,9,9,5,4,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
10,raikkonen,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,massa,12,12,12,12,12,12,12,12,12,10,10,9,7,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,matta,13,13,13,13,13,13,13,13,13,12,12,15,16,15,15,14,14,13,13,13,13,13,13,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,0,0
13,fisichella,14,15,15,15,15,15,15,19,19,18,17,17,17,16,16,15,15,14,14,14,14,14,14,13,13,13,13,14,14,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,0
14,heidfeld,15,14,14,14,14,14,14,14,14,13,13,12,11,13,14,13,13,12,12,12,12,12,12,12,12,12,12,13,13,12,12,12,13,13,13,13,12,12,12,12,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,pantano,16,17,17,18,18,18,18,17,17,16,15,14,14,14,13,12,12,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,13,13,14,14,14,14,14,0,0,0
16,bruni,17,16,16,16,17,17,17,16,16,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,klien,18,18,18,17,16,16,16,15,15,14,14,13,12,10,10,16,16,15,15,15,15,15,15,14,14,14,14,12,12,11,11,11,11,11,11,11,14,14,14,14,14,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,0,0
18,panis,19,19,19,19,19,19,19,18,18,17,16,16,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,13,13,13,13,13,13,0,0
