,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
9,151.0,30.0,michael_schumacher,2.0,1.0,Finished,89541.0,175780.0,261825.0,348214.0,435565.0,521508.0,608018.0,695185.0,781316.0,867062.0,953167.0,1039305.0,1125450.0,1211247.0,1297053.0,1383040.0,1469157.0,1556647.0,1643044.0,1729174.0,1815204.0,1900903.0,1986264.0,2071640.0,2156804.0,2242018.0,2326922.0,2411815.0,2496828.0,2581687.0,2666217.0,2750741.0,2835581.0,2920594.0,3005618.0,3090699.0,3175312.0,3260576.0,3351319.0,3458646.0,3543796.0,3627724.0,3711784.0,3796880.0,3881836.0,3967158.0,4052578.0,4137919.0,4222812.0,4308848.0,4394085.0,4479471.0,4565002.0,4650991.0,4736272.0,4820895.0,4906491.0,4992325.0,5078101.0,5167416.0
18,151.0,57.0,hakkinen,1.0,1.0,Finished,89761.0,176147.0,262008.0,348502.0,433568.0,517862.0,602258.0,687181.0,771380.0,855452.0,939699.0,1023981.0,1108364.0,1192513.0,1276477.0,1360926.0,1444725.0,1529070.0,1614074.0,1698681.0,1790021.0,1895303.0,1979741.0,2064541.0,2149096.0,2232824.0,2316338.0,2400265.0,2484246.0,2568331.0,2654494.0,2738889.0,2822633.0,2906038.0,2989546.0,3072958.0,3156540.0,3240232.0,3330219.0,3437500.0,3521629.0,3605812.0,3690209.0,3774947.0,3859385.0,3943767.0,4028594.0,4113579.0,4198176.0,4282702.0,4367347.0,4451988.0,4536401.0,4620949.0,4705607.0,4790109.0,4874951.0,4959409.0,5043825.0,5133770.0
10,151.0,31.0,montoya,4.0,1.0,Finished,91709.0,178523.0,265078.0,352033.0,438643.0,524883.0,610793.0,697004.0,782962.0,868706.0,954648.0,1040427.0,1126379.0,1211962.0,1297719.0,1383375.0,1469233.0,1554384.0,1639351.0,1724655.0,1809894.0,1894670.0,1979107.0,2063688.0,2154466.0,2260455.0,2345094.0,2430326.0,2515740.0,2602075.0,2687730.0,2773473.0,2858649.0,2943942.0,3029745.0,3114992.0,3200216.0,3285219.0,3370074.0,3455073.0,3546669.0,3656018.0,3740653.0,3826305.0,3911836.0,3997181.0,4082787.0,4168711.0,4255188.0,4341188.0,4426883.0,4512741.0,4598968.0,4684102.0,4769680.0,4855182.0,4940900.0,5027004.0,5114849.0,5202542.0
7,151.0,22.0,barrichello,3.0,1.0,Finished,93350.0,180742.0,267780.0,354901.0,441732.0,528500.0,615134.0,702144.0,788935.0,875807.0,962277.0,1048665.0,1135224.0,1221570.0,1308060.0,1394354.0,1480695.0,1567198.0,1653305.0,1740131.0,1826527.0,1912820.0,1998797.0,2084813.0,2171151.0,2257178.0,2342897.0,2428868.0,2514699.0,2601090.0,2686689.0,2772146.0,2857433.0,2942918.0,3028634.0,3114576.0,3199726.0,3284625.0,3369565.0,3454718.0,3540481.0,3631087.0,3738457.0,3822902.0,3907634.0,3992537.0,4077467.0,4162249.0,4247662.0,4332840.0,4418287.0,4504158.0,4589554.0,4674975.0,4760572.0,4846140.0,4931910.0,5019552.0,5105984.0,5193051.0
8,151.0,23.0,ralf_schumacher,17.0,5.0,Engine,94111.0,181721.0,268733.0,355934.0,442918.0,529687.0,616629.0,703699.0,790411.0,877080.0,963790.0,1050363.0,1136953.0,1223612.0,1310187.0,1396423.0,1482665.0,1569896.0,1655935.0,1742129.0,1828198.0,1914091.0,1999990.0,2085708.0,2171768.0,2257994.0,2343450.0,2429450.0,2515234.0,2601528.0,2687193.0,2772744.0,2857932.0,2943397.0,3035178.0,3149396.0,,,,,,,,,,,,,,,,,,,,,,,,
3,151.0,8.0,raikkonen,5.0,11.0,+1 Lap,94474.0,182150.0,269178.0,356318.0,443271.0,530083.0,617050.0,704295.0,790873.0,877668.0,964298.0,1050786.0,1137467.0,1224115.0,1310697.0,1397072.0,1483219.0,1570369.0,1656777.0,1748352.0,1857775.0,1943164.0,2029083.0,2115633.0,2202346.0,2288504.0,2374400.0,2460362.0,2546520.0,2632702.0,2718725.0,2805004.0,2889660.0,2974223.0,3059145.0,3143909.0,3229747.0,3315239.0,3400099.0,3492766.0,3600685.0,3685751.0,3770809.0,3855819.0,3940685.0,4025886.0,4111031.0,4196394.0,4281601.0,4368795.0,4454074.0,4539755.0,4624755.0,4710315.0,4795390.0,4880326.0,4966140.0,5051582.0,5136758.0,
1,151.0,2.0,heidfeld,6.0,11.0,+1 Lap,94963.0,182530.0,269792.0,356719.0,443881.0,530755.0,618035.0,705589.0,792039.0,878519.0,964972.0,1051564.0,1138359.0,1224965.0,1311401.0,1397934.0,1484378.0,1571161.0,1658364.0,1745082.0,1836712.0,1944809.0,2030689.0,2116538.0,2202990.0,2289163.0,2375138.0,2461218.0,2547223.0,2633481.0,2719472.0,2805821.0,2891421.0,2976783.0,3062434.0,3150404.0,3236914.0,3322615.0,3408411.0,3493779.0,3584805.0,3692417.0,3777943.0,3864385.0,3950032.0,4034797.0,4120008.0,4205570.0,4290608.0,4376030.0,4461329.0,4546728.0,4632243.0,4717576.0,4803133.0,4888300.0,4973750.0,5059647.0,5146580.0,
13,151.0,49.0,frentzen,7.0,11.0,+1 Lap,95673.0,183149.0,270532.0,357976.0,444711.0,531430.0,618860.0,706132.0,792716.0,879146.0,965802.0,1052286.0,1139149.0,1225724.0,1312228.0,1398478.0,1485004.0,1571664.0,1658958.0,1750376.0,1836508.0,1921978.0,2007007.0,2098047.0,2207563.0,2293566.0,2379101.0,2464947.0,2550647.0,2636350.0,2721687.0,2807189.0,2892640.0,2978041.0,3063351.0,3150998.0,3237349.0,3322999.0,3409049.0,3496424.0,3588205.0,3697158.0,3783959.0,3870190.0,3956997.0,4043232.0,4129654.0,4216365.0,4303115.0,4390035.0,4477053.0,4563848.0,4651890.0,4739572.0,4826661.0,4913782.0,5000179.0,5086411.0,5174146.0,
16,151.0,55.0,alesi,11.0,12.0,+2 Laps,97366.0,186231.0,274864.0,364689.0,453210.0,542263.0,630877.0,719557.0,808071.0,896412.0,986000.0,1074464.0,1163053.0,1251339.0,1339432.0,1427745.0,1515875.0,1604014.0,1692225.0,1780335.0,1868293.0,1956337.0,2043967.0,2131482.0,2218833.0,2305920.0,2392762.0,2479585.0,2566082.0,2658684.0,2777078.0,2865681.0,2953593.0,3041535.0,3129555.0,3218330.0,3306424.0,3395159.0,3483365.0,3571207.0,3659877.0,3747426.0,3835280.0,3922859.0,4010697.0,4098291.0,4185760.0,4273909.0,4361769.0,4449612.0,4539196.0,4628628.0,4716209.0,4805734.0,4893408.0,4981017.0,5068611.0,5156333.0,,
11,151.0,35.0,villeneuve,8.0,11.0,+1 Lap,97937.0,186782.0,276977.0,365233.0,453582.0,542679.0,631438.0,720101.0,808461.0,896882.0,984526.0,1071941.0,1159256.0,1246319.0,1333299.0,1420370.0,1507889.0,1594783.0,1681730.0,1768759.0,1855648.0,1942392.0,2028683.0,2115271.0,2201892.0,2288050.0,2373859.0,2459948.0,2545962.0,2632098.0,2718202.0,2810711.0,2923910.0,3011031.0,3097775.0,3184607.0,3271406.0,3358082.0,3444680.0,3531460.0,3618283.0,3704490.0,3790916.0,3877444.0,3963883.0,4049977.0,4136354.0,4224575.0,4311495.0,4398042.0,4484284.0,4570713.0,4656998.0,4743495.0,4830337.0,4917135.0,5003698.0,5089707.0,5176236.0,
