,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,188960.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0
1,191170.0,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,1,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2
2,195294.0,3,3,3,3,3,3,3,5,9,9,9,8,8,8,8,8,8,9,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,11,10,10,10,10,10,9,9,9,9,9,9,9,8
3,196008.0,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,1,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
4,196428.0,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,3,3,2,2,2,2,2,2,2,2,1
5,197930.0,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,9,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,11,9,8,8,8,9,9,10,10,13,14,14,14,14,0
6,198860.0,7,7,7,7,7,7,7,8,7,7,7,6,6,6,6,6,6,6,7,11,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9
7,199663.0,8,8,8,8,8,10,10,10,10,10,11,10,10,10,10,10,10,10,9,6,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,8,12,12,12,12,12,12,12,11,11,11,11,11,10
8,199946.0,9,9,9,9,9,8,8,7,6,6,6,12,12,12,12,12,12,12,11,8,7,7,6,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
9,205541.0,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,15,15,15,15,0
10,207996.0,11,13,13,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,14,14,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,16,16,16,16,0
11,208319.0,12,14,14,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,13,13,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,0
12,204302.0,13,10,10,10,10,9,9,9,8,8,8,7,7,7,7,7,7,7,8,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,10,9,9,9,8,8,8,8,8,8,8,8,8,7
13,206417.0,14,12,11,11,11,11,11,11,11,11,10,9,9,9,9,9,9,8,6,5,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,5
14,210093.0,15,15,16,16,16,16,16,16,16,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0
15,212330.0,16,17,17,17,17,17,17,17,17,16,16,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
16,210944.0,17,16,15,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,7,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,7,6,6,6,6,7,7,7,7,7,7,7,7,6
17,239207.0,18,18,18,18,18,18,18,18,18,18,18,17,16,16,16,16,16,16,16,16,16,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,0
18,254531.0,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,17,17,17,17,17,17,16,15,15,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
