,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1,911.0,1.0,hamilton,19.0,31.0,Retired,117652.0,278606.0,411006.0,526352.0,642345.0,758703.0,874696.0,990869.0,1106915.0,1222834.0,1339063.0,1455279.0,1571708.0,1688209.0,1805041.0,1921765.0,2043086.0,2172943.0,2286869.0,2401264.0,2515488.0,2630868.0,2745317.0,2860008.0,2975100.0,3090572.0,3205789.0,3320880.0,3436368.0,3552233.0,3674971.0,3806046.0,3919753.0,4034634.0,4150542.0,4266753.0,4381812.0,4510080.0,,,,,,
2,911.0,3.0,rosberg,2.0,1.0,Finished,118205.0,235196.0,351488.0,467521.0,583618.0,700367.0,816798.0,937594.0,1072224.0,1188043.0,1303538.0,1417930.0,1532390.0,1647550.0,1762579.0,1878281.0,1994472.0,2109862.0,2231072.0,2357733.0,2469631.0,2582646.0,2698951.0,2813114.0,2926202.0,3039736.0,3153159.0,3266290.0,3379394.0,3492536.0,3605950.0,3719907.0,3833299.0,3951107.0,4079130.0,4189641.0,4300979.0,4412083.0,4522988.0,4633844.0,4745012.0,4856357.0,4967952.0,5079939.0
8,911.0,20.0,vettel,5.0,1.0,Finished,119311.0,235924.0,352298.0,468427.0,585629.0,702420.0,819044.0,935622.0,1052062.0,1172566.0,1301010.0,1416142.0,1531481.0,1647055.0,1762063.0,1877633.0,1993191.0,2108701.0,2224304.0,2339673.0,2454926.0,2574639.0,2702007.0,2816694.0,2932489.0,3047535.0,3162505.0,3277599.0,3392947.0,3507999.0,3623960.0,3739326.0,3854720.0,3973702.0,4101267.0,4214220.0,4327306.0,4440504.0,4553499.0,4666936.0,4781149.0,4897917.0,5014128.0,5128752.0
3,911.0,4.0,alonso,7.0,1.0,Finished,120010.0,236408.0,352794.0,469703.0,586142.0,703048.0,819651.0,936992.0,1053390.0,1169663.0,1285822.0,1406514.0,1540835.0,1656431.0,1771154.0,1885988.0,2001093.0,2116566.0,2232216.0,2347507.0,2464551.0,2581626.0,2697196.0,2812502.0,2933149.0,3062141.0,3176049.0,3290502.0,3404381.0,3518745.0,3632671.0,3746904.0,3860856.0,3975097.0,4089102.0,4203556.0,4319234.0,4434211.0,4549353.0,4664520.0,4779956.0,4897536.0,5014731.0,5137718.0
13,911.0,817.0,ricciardo,1.0,1.0,Finished,120472.0,236971.0,353273.0,468967.0,584801.0,701088.0,817543.0,934007.0,1049243.0,1164562.0,1284475.0,1411921.0,1526848.0,1641257.0,1755483.0,1869835.0,1984267.0,2098690.0,2213350.0,2327976.0,2442307.0,2556709.0,2670951.0,2786101.0,2901140.0,3016112.0,3135656.0,3262767.0,3376022.0,3489200.0,3602940.0,3716266.0,3829688.0,3943085.0,4056561.0,4169966.0,4283197.0,4396589.0,4509820.0,4623039.0,4736596.0,4850116.0,4963582.0,5076556.0
17,911.0,822.0,bottas,3.0,1.0,Finished,121149.0,237780.0,353874.0,470299.0,586722.0,703451.0,820143.0,936317.0,1052667.0,1168879.0,1284609.0,1405086.0,1533182.0,1648010.0,1763213.0,1878425.0,1993717.0,2109222.0,2224881.0,2340442.0,2455855.0,2570875.0,2685620.0,2800527.0,2915933.0,3030895.0,3146226.0,3265843.0,3393818.0,3508374.0,3622476.0,3736778.0,3851097.0,3965330.0,4080096.0,4194283.0,4308561.0,4422575.0,4536687.0,4649403.0,4762873.0,4876407.0,4989982.0,5104588.0
4,911.0,8.0,raikkonen,4.0,1.0,Finished,121561.0,238371.0,354602.0,470962.0,587254.0,704277.0,820824.0,941730.0,1070589.0,1185316.0,1299649.0,1414395.0,1529251.0,1644041.0,1759044.0,1873947.0,1989131.0,2104892.0,2220338.0,2335704.0,2455554.0,2583784.0,2699628.0,2815786.0,2930710.0,3046168.0,3160991.0,3275813.0,3390505.0,3505180.0,3620161.0,3734746.0,3849144.0,3963703.0,4078237.0,4193050.0,4307734.0,4422052.0,4536142.0,4651558.0,4766410.0,4881233.0,4996568.0,5113371.0
19,911.0,825.0,kevin_magnussen,12.0,1.0,Finished,122531.0,239812.0,356474.0,472939.0,589431.0,705864.0,822551.0,939545.0,1056532.0,1173436.0,1294273.0,1422633.0,1538651.0,1653792.0,1769239.0,1884968.0,2000422.0,2115875.0,2231523.0,2346895.0,2464383.0,2580972.0,2700497.0,2827063.0,2941612.0,3056960.0,3172402.0,3286605.0,3400903.0,3515398.0,3630128.0,3744602.0,3859015.0,3973881.0,4088312.0,4203081.0,4319012.0,4433677.0,4548475.0,4663411.0,4779639.0,4897077.0,5014160.0,5130818.0
5,911.0,13.0,massa,13.0,1.0,Finished,123340.0,241111.0,359264.0,477140.0,595188.0,712581.0,830589.0,948302.0,1072014.0,1204164.0,1320475.0,1436968.0,1553943.0,1670798.0,1788489.0,1905589.0,2022998.0,2140235.0,2257186.0,2374550.0,2496315.0,2624882.0,2738043.0,2851494.0,2965507.0,3079718.0,3194118.0,3309577.0,3424377.0,3538826.0,3653685.0,3768471.0,3883395.0,3998810.0,4118826.0,4246030.0,4358542.0,4471094.0,4583686.0,4697182.0,4810636.0,4924413.0,5037988.0,5152531.0
7,911.0,18.0,button,6.0,1.0,Finished,123675.0,241950.0,358949.0,475752.0,592311.0,708913.0,825475.0,942321.0,1059426.0,1176113.0,1293360.0,1409943.0,1530968.0,1659752.0,1775180.0,1890780.0,2006015.0,2120850.0,2235827.0,2350626.0,2465918.0,2582351.0,2698585.0,2816158.0,2932950.0,3049176.0,3164968.0,3280441.0,3400623.0,3527471.0,3641060.0,3755351.0,3869258.0,3983157.0,4097199.0,4211142.0,4324847.0,4438330.0,4551921.0,4665640.0,4780558.0,4898520.0,5015225.0,5131136.0
12,911.0,815.0,perez,8.0,1.0,Finished,123993.0,242368.0,359657.0,477482.0,594057.0,711024.0,827801.0,945049.0,1066158.0,1195579.0,1310478.0,1425967.0,1542308.0,1658008.0,1774955.0,1892138.0,2008847.0,2124757.0,2240998.0,2357069.0,2473397.0,2594506.0,2722626.0,2837404.0,2952063.0,3066708.0,3181438.0,3295970.0,3410671.0,3525807.0,3640714.0,3756995.0,3872528.0,3987551.0,4103218.0,4219154.0,4334221.0,4449252.0,4564256.0,4679498.0,4794709.0,4909788.0,5025145.0,5140849.0
20,911.0,826.0,kvyat,9.0,1.0,Finished,124486.0,242960.0,360331.0,478033.0,595843.0,713229.0,831120.0,948763.0,1065299.0,1186314.0,1315982.0,1430703.0,1545692.0,1660851.0,1777363.0,1893239.0,2009348.0,2125593.0,2241842.0,2358195.0,2474022.0,2591006.0,2706547.0,2826996.0,2958060.0,3072219.0,3186974.0,3301508.0,3416655.0,3531633.0,3646367.0,3761065.0,3875796.0,3990290.0,4105034.0,4220155.0,4335426.0,4450427.0,4565455.0,4680192.0,4795615.0,4910789.0,5026152.0,5141903.0
6,911.0,16.0,sutil,14.0,1.0,Finished,125467.0,244380.0,362334.0,480013.0,598132.0,715844.0,833527.0,951827.0,1069674.0,1188451.0,1310480.0,1440546.0,1555853.0,1671837.0,1788807.0,1905850.0,2023346.0,2140704.0,2257753.0,2374932.0,2496939.0,2626256.0,2740615.0,2855150.0,2969883.0,3084286.0,3199283.0,3314367.0,3429403.0,3544463.0,3659569.0,3775124.0,3890488.0,4010494.0,4138297.0,4250710.0,4363655.0,4476459.0,4589892.0,4703344.0,4816859.0,4930547.0,5044821.0,5159003.0
10,911.0,807.0,hulkenberg,10.0,1.0,Finished,125739.0,243554.0,361037.0,478591.0,596464.0,713826.0,831589.0,949492.0,1068038.0,1189069.0,1319069.0,1434588.0,1550207.0,1666105.0,1782070.0,1897941.0,2013764.0,2129656.0,2245387.0,2360947.0,2476663.0,2592575.0,2708616.0,2824567.0,2940646.0,3056820.0,3174370.0,3290888.0,3407658.0,3527993.0,3656999.0,3771415.0,3885613.0,4000027.0,4114792.0,4228752.0,4342862.0,4457112.0,4571419.0,4685031.0,4798733.0,4912504.0,5026656.0,5142253.0
14,911.0,818.0,vergne,11.0,1.0,Finished,126461.0,245846.0,363420.0,480828.0,598440.0,716495.0,834140.0,950970.0,1068641.0,1185766.0,1304014.0,1421175.0,1538901.0,1656948.0,1778779.0,1908804.0,2025118.0,2141707.0,2258060.0,2375662.0,2492784.0,2608582.0,2724671.0,2840659.0,2956918.0,3073822.0,3189436.0,3304767.0,3424626.0,3552490.0,3665766.0,3779521.0,3893190.0,4007087.0,4120500.0,4234106.0,4347550.0,4461253.0,4574874.0,4688706.0,4802879.0,4917764.0,5032909.0,5148476.0
16,911.0,821.0,gutierrez,15.0,1.0,Finished,127440.0,246448.0,364209.0,482162.0,599999.0,717507.0,835320.0,952712.0,1071528.0,1190204.0,1308081.0,1426662.0,1545101.0,1668233.0,1798425.0,1914155.0,2029984.0,2145556.0,2261174.0,2376950.0,2493539.0,2609685.0,2726201.0,2842428.0,2960285.0,3076915.0,3192705.0,3308829.0,3426490.0,3547588.0,3675764.0,3789764.0,3904240.0,4018705.0,4132935.0,4248307.0,4362648.0,4478304.0,4592841.0,4707832.0,4823012.0,4937658.0,5052529.0,5167381.0
11,911.0,813.0,maldonado,21.0,26.0,Mechanical,129072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,911.0,827.0,lotterer,22.0,131.0,Power Unit,129985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,911.0,828.0,ericsson,17.0,11.0,+1 Lap,130738.0,251302.0,370267.0,489241.0,608424.0,727766.0,846875.0,965505.0,1084636.0,1204713.0,1329025.0,1462016.0,1580098.0,1698315.0,1816232.0,1935412.0,2054120.0,2172533.0,2291403.0,2409377.0,2527637.0,2645984.0,2764234.0,2887983.0,3019952.0,3135852.0,3252537.0,3369202.0,3486081.0,3604022.0,3722353.0,3839361.0,3956335.0,4073186.0,4190971.0,4309519.0,4426344.0,4543249.0,4660333.0,4778991.0,4899980.0,5020008.0,5138973.0,
15,911.0,820.0,chilton,16.0,11.0,+1 Lap,131336.0,251852.0,371182.0,490027.0,609053.0,728528.0,847763.0,966626.0,1086177.0,1206075.0,1330494.0,1463048.0,1580925.0,1699426.0,1817999.0,1936573.0,2055242.0,2174088.0,2292593.0,2410873.0,2529118.0,2647743.0,2766366.0,2885087.0,3003780.0,3122464.0,3240312.0,3358838.0,3481884.0,3614542.0,3729789.0,3845790.0,3961683.0,4078703.0,4196530.0,4312831.0,4428980.0,4544506.0,4660816.0,4781249.0,4900324.0,5017898.0,5138307.0,
9,911.0,154.0,grosjean,20.0,31.0,Retired,134583.0,272789.0,390301.0,507972.0,625756.0,744389.0,862058.0,979536.0,1097093.0,1214336.0,1331811.0,1449755.0,1572215.0,1701840.0,1817586.0,1935020.0,2051229.0,2166924.0,2282591.0,2398595.0,2514244.0,2630417.0,2747600.0,2863822.0,2980249.0,3096221.0,3217067.0,3349986.0,3466085.0,3582066.0,3698273.0,3815014.0,3937217.0,,,,,,,,,,,
18,911.0,824.0,jules_bianchi,18.0,6.0,Gearbox,165961.0,301858.0,419656.0,537570.0,655356.0,773345.0,891179.0,1009386.0,1127553.0,1245763.0,1363719.0,1481685.0,1599855.0,1717883.0,1836120.0,1954676.0,2073303.0,2192102.0,2310721.0,2429261.0,2548049.0,2667147.0,2791392.0,2922919.0,3040283.0,3157384.0,3274211.0,3394757.0,3512128.0,3629346.0,3749308.0,3865655.0,3982360.0,4100788.0,4220060.0,4337910.0,4454618.0,4572006.0,4717312.0,,,,,
