,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ocon,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,5,10,9,8,8,7,6,6,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,stroll,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,11,11,10,10,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,bottas,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,raikkonen,5,5,6,6,6,6,6,6,6,6,6,6,6,6,8,11,11,10,9,9,8,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
5,vettel,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,massa,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,4,4,4,4,6,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,max_verstappen,8,8,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,17,17,17,17,17,16,16,18,18,17,16,16,15,14,14,14,14,14,14,14,14,13,12,12,11,10,10,10,10,10,10,10,0
8,perez,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,kevin_magnussen,10,10,9,9,9,9,10,10,10,10,12,16,16,15,15,15,15,14,14,13,13,13,13,13,13,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,0
10,kvyat,11,11,10,10,10,11,11,11,11,11,10,10,10,10,10,9,8,7,10,15,15,15,15,15,15,14,14,14,14,14,13,13,12,12,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,0
11,hulkenberg,12,12,11,11,12,12,12,12,15,17,17,17,17,16,16,16,16,15,15,14,14,14,14,14,14,13,13,13,13,12,12,12,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,0
12,sainz,13,13,13,13,13,14,14,14,13,13,13,12,13,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,0
13,ericsson,14,16,16,16,16,16,17,17,17,16,16,15,15,14,14,14,14,17,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0
14,ricciardo,15,14,12,12,11,10,9,9,9,9,9,9,9,9,9,8,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
15,vandoorne,16,15,14,14,14,13,13,13,12,12,11,11,11,11,11,10,9,8,7,7,9,9,9,10,10,10,10,10,10,10,10,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,alonso,17,17,15,15,15,15,15,15,14,14,14,13,14,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,13,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0
17,grosjean,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,17,16,16,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,0
18,jolyon_palmer,19,19,17,17,17,17,16,16,16,15,15,14,12,12,12,12,12,12,12,11,11,11,11,11,11,17,17,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
