,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,alonso,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,coulthard,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,heidfeld,3,3,3,3,3,3,3,3,3,4,4,4,5,11,11,10,10,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
3,raikkonen,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,button,5,5,4,4,6,6,6,6,6,6,6,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,7,0
5,barrichello,6,6,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6,panis,7,7,6,6,5,5,5,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wilson,8,8,7,9,10,10,10,10,10,10,10,10,9,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ralf_schumacher,9,9,8,7,7,7,7,7,7,7,7,7,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9,webber,10,10,9,8,8,8,8,8,9,9,9,9,8,7,7,13,12,11,11,11,11,11,10,10,10,10,9,9,9,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,firman,11,12,11,11,11,11,11,11,11,11,11,11,10,8,8,7,6,6,6,6,6,7,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,0
11,michael_schumacher,12,11,12,14,14,14,14,14,14,14,14,14,13,12,12,11,11,9,9,9,9,9,8,8,8,8,10,10,10,10,10,10,9,9,7,7,7,7,7,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,6,0
12,trulli,13,13,10,10,9,9,9,9,8,8,8,8,7,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,0
13,matta,14,14,13,12,12,12,12,12,12,12,12,12,11,9,9,8,8,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,10,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,0
14,frentzen,15,15,14,13,13,13,13,13,13,13,13,13,12,10,10,9,9,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,0
15,montoya,16,17,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,0,0,0
16,pizzonia,17,16,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
