,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,heidfeld,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,alonso,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,7,7,3,3,3,3,3,3,3,3,3,3,3,13,12,12,11,9,9,8,8,8,8,8,8,7,7,6,6,5,9,8,7,9,9,8,8,8,7,7,6,6,6,6,6,7,7,7
3,massa,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,1,1,12,12,10,10,10,8,8,8,8,8,8,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,rosberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10
5,raikkonen,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,3,16,16,12,12,12,10,10,10,10,11,11,9,8,8,8,7,7,7,7,7,7,7,7,6,6,5,5,4,10,9,8,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5
6,fisichella,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,4,4,13,13,11,11,11,9,9,9,9,9,9,7,6,6,6,5,5,5,5,5,5,5,5,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,kubica,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,webber,9,9,9,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18,18,18,11,11,9,9,9,7,7,7,7,7,7,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,12,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9
9,sato,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,18,14,14,13,11,11,11,11,10,10,8,7,7,7,6,6,6,6,6,6,6,6,5,5,12,12,10,12,11,10,10,10,9,9,9,9,9,8,8,8,7,7,6,6,6
10,trulli,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,14,13,13,17,17,16,15,15,15,15,17,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,11,7,6,6,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0
11,liuzzi,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,17,16,16,15,16,15,17,17,17,17,15,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,barrichello,13,13,13,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,5,5,5,5,5,13,13,13,13,13,13,11,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,6,4,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12
13,coulthard,14,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,6,6,15,15,14,15,17,16,16,16,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,wurz,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,15,15,15,8,8,6,6,6,14,14,14,14,14,14,12,11,11,12,12,12,12,12,11,11,11,11,11,11,10,10,8,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
15,speed,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,davidson,17,17,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,9,9,7,7,7,5,5,5,5,5,5,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11
17,kovalainen,18,18,17,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,7,7,17,17,16,12,12,12,12,12,12,10,9,9,9,8,8,9,9,14,14,14,14,14,14,14,14,12,8,7,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4
18,ralf_schumacher,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,10,10,8,8,8,6,6,6,6,6,6,4,3,3,3,11,11,11,11,10,10,10,10,10,10,9,9,7,11,10,9,8,8,7,7,7,8,8,7,7,7,8,8,8,8,8
19,sutil,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
