,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,219070.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,220364.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,221070.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,222541.0,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0
4,223398.0,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,225113.0,6,6,6,6,6,5,5,4,4,4,7,7,7,7,7,7,7,7,5,5,11,11,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,5,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,225900.0,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,6,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,226769.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
8,227206.0,9,9,9,9,9,9,9,9,9,9,9,9,17,17,17,17,17,17,14,14,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
9,228135.0,10,10,10,10,10,10,10,10,10,10,10,11,10,10,16,16,16,16,13,13,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
10,228813.0,11,11,11,11,11,11,11,11,12,12,12,12,11,11,10,10,10,10,8,8,6,6,5,6,6,6,6,6,8,8,8,8,8,8,7,7,7,6,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11,229519.0,12,12,12,12,12,12,12,12,11,11,11,10,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,230298.0,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,9,9,7,7,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,232395.0,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,233325.0,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,10,10,8,8,11,11,11,11,11,11,11,11,12,12,12,12,12,12,11,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,235522.0,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,14,11,11,9,9,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,274243.0,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,15,15,15,12,12,10,10,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,8,7,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
