,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0,25,8,raikkonen,6,2,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20204.0,19259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.0,2638.0,4234.0,5545.0,6729.0,7840.0,9030.0,10006.0,10030.0,10600.0,11474.0,12442.0,12730.0,14670.0,37229.0,34772.0,13445.0,14154.0,14636.0,12784.0,11944.0,12615.0,13534.0,14971.0,16001.0,16928.0,17673.0,18474.0,18744.0,18523.0,18018.0,17984.0
1,25,13,massa,6,1,1,Finished,1092,1313,1245,1620,2198,2619,2880,2958,3113,3272,3310,3570,3851,4101,4401,4719,4060.0,4277.0,4304.0,4368.0,3013.0,0.0,0.0,4356.0,5954.0,6214.0,6534.0,6715.0,6854.0,6625.0,6646.0,6664.0,6069.0,4165.0,3227.0,2233.0,1766.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,25,15,trulli,7,3,1,Finished,2463,3937,4578,5651,6482,7193,8480,9698,10696,11826,12695,13595,14557,15584,16713,17918,17923.0,18904.0,19783.0,22449.0,46126.0,44145.0,44151.0,26047.0,26967.0,28222.0,29354.0,30395.0,31378.0,32380.0,33453.0,34130.0,34381.0,33169.0,32359.0,31708.0,30933.0,28814.0,27663.0,27908.0,28331.0,28690.0,28861.0,28958.0,29148.0,29787.0,30520.0,30699.0,30891.0,32272.0,53809.0,54644.0,55050.0,52850.0,31829.0,32908.0,34248.0,33762.0,33403.0,35506.0,35850.0,36697.0,37095.0,37383.0,36964.0,36780.0,36128.0,34966.0,33391.0,28250.0
3,25,4,alonso,4,8,1,Finished,2908,4703,5599,6779,7893,9073,10364,11536,12759,14137,15160,16245,17817,18987,21731,46897,48413.0,51002.0,55493.0,57812.0,58015.0,56064.0,55836.0,38290.0,38853.0,39690.0,40387.0,41010.0,41390.0,41402.0,41654.0,41751.0,41445.0,39690.0,38552.0,37220.0,36024.0,33511.0,31703.0,31427.0,31512.0,33141.0,58064.0,58896.0,59885.0,61307.0,63464.0,64943.0,66505.0,68026.0,69185.0,69763.0,69981.0,67760.0,46765.0,47677.0,48100.0,46071.0,44891.0,44869.0,45580.0,46235.0,46556.0,47572.0,47945.0,48590.0,47921.0,49383.0,47474.0,43372.0
4,25,9,kubica,2,5,1,Finished,3704,5582,6651,8258,9671,11044,12551,13841,15299,16333,17374,18685,19790,21066,21963,22505,22364.0,23290.0,25467.0,28670.0,51157.0,48946.0,48708.0,30387.0,31274.0,32191.0,32811.0,33426.0,33699.0,33663.0,34400.0,35040.0,35298.0,34103.0,33377.0,32862.0,31791.0,29808.0,28750.0,28952.0,29219.0,29737.0,29812.0,29828.0,30156.0,32460.0,55132.0,56330.0,57215.0,57989.0,58727.0,59148.0,60236.0,58548.0,37508.0,38115.0,38560.0,36726.0,35538.0,36223.0,37338.0,38417.0,39009.0,39694.0,39791.0,39759.0,38847.0,37542.0,35308.0,30512.0
5,25,10,glock,7,11,1,Finished,4543,6675,8457,10302,12173,13548,15504,17504,19500,20919,22231,23577,25082,26581,28154,29593,30137.0,31952.0,33507.0,34929.0,36262.0,58785.0,58744.0,40911.0,42252.0,45829.0,47165.0,48954.0,50145.0,50862.0,51816.0,52708.0,52935.0,51711.0,51089.0,50809.0,50313.0,48765.0,47623.0,47766.0,48465.0,49070.0,49403.0,49512.0,49752.0,50280.0,50865.0,51585.0,52992.0,76863.0,79546.0,80529.0,81301.0,80034.0,59151.0,60437.0,62621.0,60903.0,60234.0,60976.0,61663.0,62828.0,63426.0,64565.0,64873.0,65459.0,65178.0,64474.0,62540.0,57738.0
6,25,17,webber,9,6,1,Finished,5060,7239,9009,10973,13049,14781,16515,18568,20576,22265,23648,25230,27039,28716,30183,31590,32114.0,33706.0,35195.0,36569.0,36119.0,32979.0,33131.0,37072.0,40097.0,41030.0,41618.0,42525.0,43387.0,43824.0,44764.0,45370.0,45741.0,44161.0,43166.0,42460.0,41418.0,39348.0,38059.0,38283.0,38564.0,40157.0,40722.0,40832.0,40836.0,41143.0,41110.0,41469.0,43067.0,65580.0,66226.0,66674.0,67200.0,65567.0,45041.0,46797.0,47382.0,45354.0,43912.0,44172.0,44381.0,45047.0,45449.0,46085.0,46107.0,46917.0,46802.0,46554.0,44656.0,40304.0
7,25,12,piquet_jr,4,7,1,Finished,6023,8581,10313,12471,14373,16253,18288,20552,22290,24131,26000,27773,29838,31829,33673,35268,35794.0,37405.0,38694.0,40121.0,39696.0,36932.0,35936.0,16709.0,18505.0,44855.0,46017.0,46712.0,47633.0,48131.0,49530.0,50143.0,50135.0,48608.0,47671.0,46625.0,45718.0,43612.0,42449.0,42935.0,43156.0,43897.0,43966.0,43898.0,44383.0,44771.0,44916.0,45331.0,45932.0,48083.0,70740.0,71495.0,71956.0,70338.0,49355.0,50294.0,50545.0,48241.0,46826.0,46974.0,47575.0,48200.0,48441.0,49039.0,49003.0,49281.0,48681.0,48120.0,46174.0,41033.0
8,25,5,kovalainen,1,4,1,Finished,6331,8917,10692,13084,16004,17553,19556,21882,23965,25916,27278,29090,31255,32755,34307,35833,36601.0,38107.0,39283.0,40963.0,40441.0,37549.0,36514.0,17443.0,18843.0,42712.0,43277.0,44347.0,44987.0,45233.0,45856.0,46455.0,46632.0,45121.0,44180.0,43202.0,42095.0,39980.0,38772.0,38979.0,39224.0,39312.0,39103.0,38771.0,38480.0,38130.0,37683.0,37696.0,37587.0,37978.0,37627.0,38236.0,59271.0,56982.0,35854.0,36534.0,36923.0,34996.0,34148.0,35912.0,36538.0,37533.0,38190.0,38294.0,37859.0,37381.0,36678.0,35493.0,34239.0,28929.0
9,25,1,hamilton,1,10,1,Finished,6627,9692,11412,13530,14979,16707,18761,21152,22764,24814,26327,28214,32257,45763,46893,48120,48885.0,51409.0,53991.0,79686.0,81195.0,79917.0,80286.0,62223.0,63275.0,64825.0,65903.0,67086.0,67728.0,67914.0,68429.0,68656.0,68853.0,67030.0,65736.0,64498.0,63219.0,60743.0,59180.0,58706.0,58999.0,59093.0,59341.0,59540.0,60414.0,61728.0,61988.0,62028.0,62389.0,62369.0,62116.0,63003.0,83429.0,81218.0,60060.0,60954.0,61406.0,59890.0,59325.0,59804.0,60461.0,61169.0,61690.0,61942.0,61214.0,61453.0,60498.0,60013.0,58341.0,54521.0
