,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,raikkonen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,massa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,trulli,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,7,7,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,alonso,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,13,12,12,11,11,11,10,8,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,13,13,11,10,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8
4,kubica,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,10,9,9,8,8,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,9,9,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,glock,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,12,12,12,12,12,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,11,11,11,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6,webber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,3,3,3,10,11,9,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,5,5,5,9,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,piquet_jr,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,4,4,3,3,11,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,5,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7
8,kovalainen,9,9,9,9,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,6,5,5,4,4,10,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9,hamilton,10,10,10,10,9,9,9,9,9,9,9,9,10,13,13,13,13,13,12,19,18,18,18,18,18,18,17,16,16,16,16,16,15,15,14,13,13,13,13,13,13,13,13,13,13,13,12,12,10,8,7,7,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,coulthard,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,7,6,6,5,5,3,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,6,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11,vettel,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,9,8,8,7,7,5,4,4,4,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,9,10,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,heidfeld,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,10,10,9,9,7,6,6,6,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,nakajima,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,12,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,0
