,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,leclerc,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,vettel,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,max_verstappen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,gasly,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,ricciardo,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
7,perez,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
8,hulkenberg,9,9,9,9,9,9,9,9,9,10,10,16,15,15,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,grosjean,10,10,10,11,11,11,11,13,17,16,16,15,14,14,14,14,13,13,13,12,11,10,10,10,10,9,9,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,0
10,kevin_magnussen,11,11,12,12,12,12,12,11,13,17,17,17,16,16,16,15,14,14,14,13,12,12,12,12,11,11,11,11,11,12,13,13,13,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,0
11,raikkonen,12,12,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,6,6,6,7,7,7,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
12,stroll,13,13,13,13,13,13,13,12,11,11,11,10,10,10,10,10,10,10,9,10,15,15,15,15,15,14,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,12,0
13,giovinazzi,14,14,14,15,16,16,17,18,18,18,18,18,18,17,17,16,16,15,15,14,13,13,13,13,12,13,14,14,14,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,0
14,russell,15,15,16,17,17,17,15,15,14,13,13,12,12,12,12,12,15,16,16,15,16,17,18,18,18,18,17,17,17,17,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
15,kubica,16,17,18,18,18,18,18,16,15,14,14,13,17,18,18,18,17,17,17,18,18,18,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
16,kvyat,17,16,15,14,14,14,16,17,16,15,15,14,13,13,13,13,12,12,12,11,10,11,11,11,14,16,16,16,16,16,17,17,17,17,17,17,17,17,17,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,albon,18,18,17,16,15,15,14,14,12,12,12,11,11,11,11,11,11,11,11,16,14,14,14,14,13,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
18,sainz,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,16,16,15,15,15,15,14,14,14,14,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,0
