,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
13,144,49,frentzen,17,6,11,+1 Lap,95694,186472,276564,366818,456767,546906.0,637356.0,727050.0,816353.0,905681.0,995352.0,1085057.0,1174168.0,1263344.0,1352228.0,1441080.0,1530103.0,1618706.0,1707694.0,1795760.0,1884106.0,1972477.0,2061482.0,2149676.0,2237596.0,2325752.0,2434456.0,2521903.0,2609614.0,2698263.0,2787316.0,2875603.0,2963250.0,3051629.0,3139402.0,3226645.0,3314065.0,3402094.0,3490095.0,3577720.0,3665011.0,3752966.0,3840745.0,3928535.0,4037074.0,4125192.0,4213229.0,4301655.0,4389659.0,4478124.0,4567427.0,4655480.0,4743616.0,4831829.0,4919566.0,5007942.0,5096220.0,5183693.0,5271792.0,5359439.0,5449780.0,
17,144,56,irvine,19,15,5,Engine,96778,188296,279158,369552,460317,550898.0,641153.0,731576.0,821278.0,911045.0,1000394.0,1089718.0,1178853.0,1267781.0,1356555.0,1445462.0,1534069.0,1622700.0,1711589.0,1800609.0,1889103.0,1977432.0,2066102.0,2154275.0,2242948.0,2331272.0,2419184.0,2507038.0,2595009.0,2683672.0,2772442.0,2886678.0,2975845.0,3065263.0,3154664.0,3244007.0,3335024.0,3424939.0,3514199.0,3604360.0,3693746.0,3782747.0,,,,,,,,,,,,,,,,,,,,
0,144,2,heidfeld,15,7,11,+1 Lap,97097,187107,277169,367525,457643,547560.0,638112.0,727942.0,817212.0,906516.0,996185.0,1085684.0,1174998.0,1264027.0,1353129.0,1441878.0,1531006.0,1619813.0,1710287.0,1798668.0,1886928.0,1974973.0,2064243.0,2152073.0,2241415.0,2351322.0,2440071.0,2528754.0,2617197.0,2705507.0,2796959.0,2885593.0,2973727.0,3061649.0,3149483.0,3238350.0,3326349.0,3414281.0,3502049.0,3589446.0,3677412.0,3767200.0,3854788.0,3943132.0,4031382.0,4142095.0,4229779.0,4318431.0,4406247.0,4494356.0,4582196.0,4670599.0,4758586.0,4846637.0,4934388.0,5021855.0,5109205.0,5196567.0,5284777.0,5372389.0,5460302.0,
16,144,55,alesi,20,9,11,+1 Lap,97881,189117,279696,370236,461092,551776.0,642857.0,733395.0,822630.0,911983.0,1001179.0,1090393.0,1179707.0,1268560.0,1357438.0,1446242.0,1535218.0,1623943.0,1712531.0,1801496.0,1890423.0,2002540.0,2092317.0,2182183.0,2272911.0,2364015.0,2453804.0,2543155.0,2632534.0,2721701.0,2813651.0,2902943.0,2992554.0,3081835.0,3172066.0,3261489.0,3350534.0,3439147.0,3528214.0,3616662.0,3705374.0,3793763.0,3882563.0,3970932.0,4059805.0,4149700.0,4261448.0,4353973.0,4445225.0,4535510.0,4625288.0,4714961.0,4805086.0,4894751.0,4984278.0,5074042.0,5163263.0,5252654.0,5341163.0,5430009.0,5518806.0,
6,144,21,fisichella,22,16,5,Engine,98414,189961,280315,371203,463670,554611.0,645786.0,736525.0,826876.0,916831.0,1006859.0,1096654.0,1186301.0,1275945.0,1365950.0,1455938.0,1545768.0,1635555.0,1725378.0,1815281.0,1905511.0,2017601.0,2107336.0,2197712.0,2287658.0,2377562.0,2468260.0,2560179.0,2654050.0,2748026.0,2840883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,144,54,burti,19,11,12,+2 Laps,98864,191569,282953,373790,464764,555810.0,646441.0,737619.0,828199.0,918568.0,1008644.0,1099271.0,1189375.0,1279135.0,1369017.0,1457908.0,1547447.0,1636856.0,1726292.0,1816529.0,1906053.0,1995361.0,2084037.0,2172367.0,2261026.0,2349600.0,2438356.0,2526477.0,2614409.0,2702883.0,2793055.0,2882106.0,2997478.0,3087185.0,3176727.0,3266556.0,3357202.0,3448050.0,3538595.0,3628190.0,3719236.0,3810400.0,3900508.0,3991101.0,4080368.0,4170092.0,4261153.0,4353591.0,4444144.0,4535021.0,4637056.0,4729601.0,4821096.0,4912516.0,5004015.0,5098751.0,5192657.0,5287200.0,5379243.0,5471040.0,,
14,144,50,verstappen,21,21,43,Exhaust,99309,191301,281938,372341,462772,553643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,144,59,bernoldi,21,10,12,+2 Laps,99584,191790,283663,374787,465622,556811.0,647762.0,738689.0,828996.0,919435.0,1009633.0,1099854.0,1190580.0,1280318.0,1370080.0,1459603.0,1549185.0,1638423.0,1727404.0,1817044.0,1907374.0,2019417.0,2109319.0,2199236.0,2288529.0,2378310.0,2468775.0,2560568.0,2651386.0,2740798.0,2831615.0,2920918.0,3010112.0,3099505.0,3188768.0,3277837.0,3366793.0,3455898.0,3547977.0,3637017.0,3727107.0,3839382.0,3930610.0,4020402.0,4109401.0,4198771.0,4288126.0,4377592.0,4466698.0,4555936.0,4646092.0,4737747.0,4826912.0,4916523.0,5007551.0,5098144.0,5189296.0,5279097.0,5368678.0,5457738.0,,
5,144,18,button,22,12,12,+2 Laps,100092,192074,284380,375995,467102,558482.0,650215.0,741228.0,831961.0,923161.0,1013613.0,1103814.0,1193866.0,1283539.0,1373294.0,1462965.0,1552322.0,1641591.0,1731447.0,1840296.0,1951344.0,2045339.0,2135109.0,2224970.0,2314757.0,2404873.0,2494658.0,2584494.0,2674981.0,2767800.0,2857866.0,2947584.0,3039597.0,3129232.0,3218801.0,3308406.0,3398048.0,3487144.0,3576809.0,3686613.0,3776940.0,3866268.0,3956896.0,4046977.0,4137203.0,4227058.0,4320278.0,4415080.0,4506135.0,4596632.0,4687414.0,4777274.0,4869653.0,4960203.0,5051821.0,5142000.0,5232323.0,5322449.0,5414106.0,5504611.0,,
1,144,4,alonso,18,22,23,Brakes,100652,192654,285121,376792,468710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,144,58,marques,18,13,5,Engine,101521,194173,286670,380494,474486,569116.0,664067.0,758194.0,851814.0,945501.0,1039593.0,1134453.0,1228101.0,1325714.0,1419519.0,1513064.0,1612382.0,1710024.0,1807904.0,1901354.0,1995565.0,2114192.0,2206312.0,2298178.0,2390840.0,2486906.0,2581527.0,2674685.0,2771321.0,2866093.0,2959055.0,3052697.0,3145659.0,3239732.0,3332390.0,3428817.0,3523112.0,3614837.0,3710558.0,3804727.0,3921633.0,4013540.0,4106321.0,4200811.0,4295527.0,4387936.0,4483572.0,4575783.0,4671847.0,4777852.0,,,,,,,,,,,,
