,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
8,144,23,ralf_schumacher,3,1,1,Finished,89170,177151,264920,352861,441468,529653.0,618271.0,706651.0,794205.0,881456.0,969156.0,1056358.0,1143684.0,1230555.0,1317902.0,1405078.0,1491581.0,1578025.0,1664695.0,1751089.0,1837713.0,1923837.0,2010384.0,2098130.0,2185458.0,2271793.0,2357317.0,2443106.0,2530350.0,2636309.0,2722744.0,2810253.0,2897256.0,2983951.0,3070809.0,3157469.0,3244713.0,3332732.0,3419673.0,3506074.0,3592095.0,3678391.0,3764364.0,3850028.0,3936445.0,4023051.0,4130363.0,4216716.0,4304349.0,4391536.0,4479417.0,4566604.0,4654124.0,4741868.0,4829961.0,4917958.0,5005524.0,5093323.0,5180450.0,5267567.0,5355470.0,5444817.0
3,144,14,coulthard,1,2,1,Finished,90137,178613,267163,355707,444000,532442.0,620523.0,708378.0,796125.0,883359.0,970859.0,1058094.0,1145517.0,1232692.0,1320023.0,1407236.0,1494221.0,1581349.0,1668103.0,1754676.0,1841337.0,1927691.0,2014878.0,2101582.0,2189000.0,2276215.0,2363062.0,2450200.0,2557946.0,2644920.0,2732114.0,2819575.0,2907550.0,2996004.0,3083494.0,3170549.0,3256925.0,3343100.0,3429349.0,3515887.0,3602914.0,3688855.0,3775051.0,3860620.0,3946989.0,4053386.0,4140992.0,4228465.0,4316371.0,4403354.0,4490183.0,4577468.0,4665286.0,4752209.0,4839031.0,4925893.0,5012761.0,5099585.0,5186858.0,5273724.0,5360550.0,5449169.0
4,144,15,trulli,17,5,1,Finished,90848,180801,270078,359516,448772,538332.0,627554.0,716963.0,806368.0,895484.0,984442.0,1073034.0,1161546.0,1249906.0,1338064.0,1425966.0,1513965.0,1602678.0,1690371.0,1777729.0,1865424.0,1953267.0,2041521.0,2129942.0,2238389.0,2326612.0,2414703.0,2503886.0,2594090.0,2682976.0,2771672.0,2860727.0,2949364.0,3037758.0,3126259.0,3214292.0,3302762.0,3390642.0,3478627.0,3566451.0,3654042.0,3741901.0,3830196.0,3939118.0,4026969.0,4115560.0,4203809.0,4293138.0,4381763.0,4470064.0,4558298.0,4647029.0,4735914.0,4824427.0,4913062.0,5001245.0,5088705.0,5176331.0,5264264.0,5351774.0,5440701.0,5530375.0
18,144,57,hakkinen,1,4,1,Finished,91772,181522,270845,360044,449286,538895.0,628037.0,717340.0,806888.0,895883.0,984907.0,1073976.0,1162243.0,1250635.0,1338919.0,1426916.0,1514982.0,1603618.0,1691576.0,1779398.0,1866950.0,1954434.0,2042684.0,2130800.0,2218315.0,2305589.0,2392835.0,2481474.0,2569621.0,2676921.0,2764522.0,2851891.0,2939489.0,3026500.0,3113514.0,3200294.0,3286785.0,3373183.0,3459598.0,3546782.0,3633366.0,3720290.0,3807131.0,3893687.0,3980370.0,4067999.0,4174152.0,4262275.0,4351487.0,4438607.0,4525646.0,4612693.0,4700337.0,4787213.0,4874318.0,4961400.0,5048577.0,5135374.0,5221810.0,5308194.0,5394502.0,5481132.0
9,144,30,michael_schumacher,6,19,22,Suspension,92484,182100,272951,364496,453991,543405.0,633318.0,723334.0,812850.0,900430.0,988837.0,1077063.0,1165241.0,1253332.0,1341693.0,1429546.0,1517795.0,1605906.0,1694016.0,1782186.0,1869415.0,1957264.0,2092056.0,2212806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,144,31,montoya,3,14,8,Clutch,93501,182987,272698,362375,451686,541035.0,630742.0,720076.0,809179.0,898111.0,986566.0,1075089.0,1163484.0,1251709.0,1339744.0,1427842.0,1516008.0,1604682.0,1692530.0,1780240.0,1868001.0,1955151.0,2043403.0,2131281.0,2218894.0,2306362.0,2394223.0,2504169.0,2591513.0,2678753.0,2767156.0,2855425.0,2943450.0,3031558.0,3119130.0,3206522.0,3293969.0,3380969.0,3467458.0,3554048.0,3640742.0,3727177.0,3814173.0,3901473.0,3988450.0,4074835.0,4162723.0,4387134.0,,,,,,,,,,,,,,
12,144,44,panis,16,8,11,+1 Lap,93757,183517,273288,363101,452670,542341.0,632242.0,722881.0,813572.0,903377.0,992837.0,1082123.0,1171411.0,1260705.0,1349620.0,1438623.0,1527224.0,1615945.0,1704801.0,1793766.0,1882146.0,1982007.0,2073971.0,2163618.0,2253448.0,2343286.0,2436182.0,2546796.0,2635149.0,2725929.0,2816937.0,2906013.0,2995343.0,3085980.0,3175184.0,3264737.0,3353799.0,3442897.0,3531599.0,3620131.0,3709528.0,3798188.0,3887830.0,3977576.0,4066508.0,4154666.0,4242248.0,4331711.0,4441575.0,4529222.0,4617222.0,4705385.0,4794002.0,4882584.0,4970980.0,5059650.0,5147917.0,5236631.0,5325016.0,5413136.0,5503589.0,
7,144,22,barrichello,6,3,1,Finished,94138,184191,273761,363806,453238,542773.0,632664.0,722184.0,810623.0,898803.0,987296.0,1076070.0,1164332.0,1252527.0,1340386.0,1428605.0,1516855.0,1605206.0,1693212.0,1781023.0,1868736.0,1956285.0,2043898.0,2132088.0,2219592.0,2307002.0,2394288.0,2482027.0,2569889.0,2656276.0,2742960.0,2830019.0,2936572.0,3023073.0,3109981.0,3196606.0,3282948.0,3369601.0,3456368.0,3542615.0,3629089.0,3715689.0,3802274.0,3888825.0,3975000.0,4061117.0,4148045.0,4255142.0,4342661.0,4429661.0,4516943.0,4604261.0,4691763.0,4779512.0,4867396.0,4954994.0,5042214.0,5129477.0,5217165.0,5304445.0,5391758.0,5479583.0
2,144,8,raikkonen,15,20,38,Steering,94437,184748,274412,365189,454554,543807.0,633967.0,723770.0,813967.0,904034.0,993460.0,1082783.0,1171966.0,1261194.0,1350109.0,1439178.0,1527782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,144,35,villeneuve,16,17,5,Engine,95080,185573,275345,365696,455801,545618.0,635523.0,725407.0,815107.0,904565.0,994484.0,1083672.0,1173045.0,1262457.0,1351178.0,1440220.0,1528805.0,1617331.0,1705807.0,1794854.0,1882922.0,1971644.0,2060721.0,2148454.0,2236321.0,2323999.0,2411613.0,2499366.0,2587605.0,2697145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
