,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
9,141,30,michael_schumacher,6,1,1,Finished,97197,190295,282672.0,374825.0,467261.0,627373.0,782692.0,936246.0,1088457.0,1242126.0,1396124.0,1548936.0,1708456.0,1861329.0,2009304.0,2102214.0,2192942.0,2283394.0,2373413.0,2463095.0,2552539.0,2642111.0,2731693.0,2820987.0,2910200.0,2999328.0,3089513.0,3180344.0,3270425.0,3359866.0,3448879.0,3537529.0,3626274.0,3714488.0,3803844.0,3892224.0,4006551.0,4102658.0,4193035.0,4282951.0,4373502.0,4464208.0,4554696.0,4646684.0,4736898.0,4826198.0,4915574.0,5005660.0,5095754.0,5185859.0,5275800.0,5364952.0,5454364.0,5544702.0,5634461.0,5723880.0,5814570.0,5906533.0
18,141,57,hakkinen,1,17,22,Suspension,98408,191455,283941.0,376184.0,468784.0,629505.0,784247.0,937412.0,1089868.0,1242534.0,1397624.0,1550187.0,1709305.0,1862952.0,2009790.0,2103178.0,2194230.0,2284733.0,2375042.0,2465003.0,2554990.0,2645253.0,2735164.0,2825292.0,2914904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,141,49,frentzen,17,5,1,Finished,99631,193759,305652.0,401543.0,501746.0,642293.0,797730.0,949401.0,1103144.0,1257808.0,1410470.0,1562130.0,1721533.0,1872814.0,2016199.0,2112162.0,2205644.0,2299800.0,2392136.0,2483937.0,2576451.0,2669413.0,2761814.0,2853721.0,2946383.0,3037420.0,3128662.0,3220026.0,3311677.0,3402084.0,3492600.0,3582983.0,3674158.0,3765168.0,3855434.0,3945820.0,4060672.0,4156573.0,4247218.0,4337999.0,4429684.0,4520928.0,4611636.0,4702393.0,4793385.0,4884001.0,4974307.0,5064933.0,5155735.0,5247254.0,5338769.0,5431523.0,5524018.0,5614891.0,5706684.0,5797481.0,5887988.0,5979340.0
8,141,23,ralf_schumacher,3,18,4,Collision,101300,199318,293724.0,388461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,141,22,barrichello,6,3,1,Finished,101450,194303,288606.0,380696.0,473548.0,630665.0,785718.0,938336.0,1091214.0,1244437.0,1399114.0,1550949.0,1710467.0,1863582.0,2010103.0,2104238.0,2195787.0,2286568.0,2376965.0,2467347.0,2557831.0,2649342.0,2739683.0,2829648.0,2919708.0,3010014.0,3099985.0,3190072.0,3279884.0,3369639.0,3458981.0,3548342.0,3637402.0,3731049.0,3820252.0,3909580.0,3999519.0,4089734.0,4205122.0,4301636.0,4393729.0,4484828.0,4575084.0,4665757.0,4755900.0,4846023.0,4935482.0,5024944.0,5114796.0,5205073.0,5294946.0,5386927.0,5479524.0,5571320.0,5663528.0,5755638.0,5847412.0,5940024.0
4,141,15,trulli,17,16,5,Engine,102350,197435,291200.0,384841.0,479104.0,633172.0,789033.0,941120.0,1093709.0,1248400.0,1401988.0,1552923.0,1713277.0,1865309.0,2011196.0,2105714.0,2198022.0,2290228.0,2381923.0,2473729.0,2564963.0,2656242.0,2747363.0,2838527.0,2929303.0,3020242.0,3110996.0,3201591.0,3292023.0,3382716.0,3476540.0,3571909.0,3699884.0,3805527.0,3902660.0,4002083.0,4097654.0,4192926.0,,,,,,,,,,,,,,,,,,,,
3,141,14,coulthard,1,2,1,Finished,102832,196176,289328.0,382243.0,477525.0,631561.0,786684.0,939284.0,1092282.0,1245718.0,1400295.0,1551629.0,1711661.0,1864421.0,2010737.0,2104843.0,2196709.0,2287823.0,2378700.0,2469645.0,2560176.0,2650690.0,2740929.0,2831042.0,2921010.0,3011121.0,3101130.0,3191041.0,3280981.0,3371333.0,3460774.0,3550215.0,3639188.0,3729806.0,3818959.0,3907836.0,3997516.0,4087022.0,4175987.0,4264825.0,4379094.0,4474770.0,4564987.0,4655343.0,4745531.0,4835027.0,4925674.0,5014790.0,5104166.0,5193640.0,5282977.0,5372550.0,5461789.0,5550943.0,5640075.0,5729300.0,5818627.0,5908251.0
11,141,35,villeneuve,16,19,4,Collision,103367,199731,294163.0,388774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,141,2,heidfeld,15,4,1,Finished,104263,200367,297219.0,391840.0,489980.0,636628.0,791740.0,943663.0,1096183.0,1250893.0,1404240.0,1555429.0,1715293.0,1866717.0,2012626.0,2107117.0,2199964.0,2292598.0,2384884.0,2476635.0,2568328.0,2659875.0,2751252.0,2842616.0,2934036.0,3025412.0,3116676.0,3207720.0,3298707.0,3389487.0,3480298.0,3572065.0,3663878.0,3754472.0,3844789.0,3935205.0,4050701.0,4147765.0,4239025.0,4330461.0,4423143.0,4515500.0,4607368.0,4698940.0,4790261.0,4881605.0,4972509.0,5063674.0,5154787.0,5246855.0,5338290.0,5431051.0,5523186.0,5614404.0,5706109.0,5796887.0,5887468.0,5978012.0
12,141,44,panis,16,7,1,Finished,104690,200596,295323.0,389131.0,484404.0,634188.0,789702.0,941849.0,1094349.0,1249095.0,1402522.0,1553616.0,1713879.0,1865935.0,2012049.0,2106238.0,2198727.0,2291159.0,2383041.0,2474649.0,2566358.0,2657747.0,2749128.0,2840488.0,2931728.0,3023374.0,3114738.0,3206150.0,3296986.0,3387623.0,3478724.0,3570600.0,3661807.0,3752333.0,3842574.0,3932773.0,4023517.0,4114193.0,4204577.0,4321198.0,4418765.0,4510430.0,4602077.0,4693119.0,4784188.0,4875050.0,4966026.0,5057043.0,5148413.0,5239410.0,5330108.0,5421323.0,5512986.0,5603832.0,5694530.0,5785289.0,5876249.0,5993583.0
