,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,massa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,11,8,5,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4
2,button,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,michael_schumacher,4,4,4,5,5,5,6,6,6,6,6,6,6,6,8,15,15,13,13,13,12,10,9,7,7,7,7,7,7,6,6,6,5,5,4,4,5,11,10,10,10,10,10,9,9,9,8,7,6,6,6,6,6
4,vettel,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,9,6,5,5,5,5,5,5,6,5,5,5,4,4,9,9,9,7,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0
5,raikkonen,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,15,14,14,13,11,11,9,8,8,8,8,8,7,7,7,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,alonso,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,10,7,6,6,6,6,6,6,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3
7,kobayashi,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,8,9,8,8,10,16,16,16,16,14,13,13,12,12,12,12,12,11,11,11,11,11,10,9,9,9,9,9,10,10,10,11,10,10,9,9,9,9
8,resta,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,10,10,9,9,7,7,15,15,15,12,12,12,11,11,11,11,11,10,10,10,10,10,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8
9,bruno_senna,10,10,11,12,11,11,11,12,12,12,12,12,12,12,12,11,11,10,10,8,5,4,7,11,17,17,16,15,15,15,15,15,14,14,14,13,13,13,12,13,13,13,13,13,13,13,13,12,12,12,11,11,10
10,rosberg,11,12,12,11,13,13,13,13,13,13,13,13,13,14,19,18,18,17,16,16,15,13,12,12,10,10,9,9,9,9,9,9,8,8,7,7,7,6,13,12,12,12,11,11,11,11,10,9,9,7,7,7,7
11,perez,12,11,10,10,10,9,8,8,8,8,8,8,8,8,7,7,6,6,6,5,3,3,2,1,1,1,1,1,2,8,8,8,7,7,6,6,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2
12,ricciardo,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,12,12,11,11,9,6,8,8,10,16,16,15,14,14,14,14,14,13,13,13,12,12,12,11,11,11,11,12,12,12,12,12,11,11,11,10,10,12
13,webber,14,14,14,13,12,12,12,11,11,11,10,10,10,10,10,9,8,7,7,6,4,14,13,13,11,11,11,10,10,10,10,10,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,6,7,10,14,0,0
14,ambrosio,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,14,14,14,15,15,14,12,14,14,13,15,17,19,19,19,19,19,18,18,18,18,17,16,16,16,16,16,16,16,16,16,16,15,15,15,13,13,13
15,kovalainen,16,17,18,18,18,18,19,19,18,18,18,18,18,17,16,16,17,21,20,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,17,18,18,17,17,17,17,17,17,17,16,16,16,15,14,0
16,vergne,17,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,hulkenberg,18,18,17,17,17,17,17,17,16,16,16,16,16,15,14,13,13,12,12,12,11,9,10,8,9,9,10,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,13,13,14,0,0,0
18,maldonado,19,19,20,19,19,19,18,18,17,17,17,17,17,21,20,20,20,18,17,17,17,17,17,17,15,14,14,13,13,13,13,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,11
19,petrov,20,20,19,20,20,20,20,20,19,19,19,19,19,18,17,17,16,16,18,20,20,19,19,19,19,19,19,18,18,18,18,18,17,17,17,17,18,18,17,17,18,18,18,18,18,18,18,17,17,17,16,15,0
20,glock,21,21,21,21,21,21,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,18,17,0
21,pic,22,22,22,22,22,22,21,21,20,20,20,20,20,19,18,19,19,19,21,21,21,21,21,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,16,0
22,karthikeyan,23,23,23,23,23,23,23,22,21,21,21,21,21,20,21,21,21,20,19,19,19,20,20,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,19,18,0
