,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
12,12,21,fisichella,10,2,1,Finished,124719,303300,480594,656443,767275,875820,984068,1092051,1200382,1308376,1416393,1524220,1632106,1743483,1870738,1979475,2088245,2197203,2306110,2414745,2523614,2632067.0,2740693.0,2849172.0,2957855.0,3066371.0,3174769.0,3283289.0,3391506.0,3499595.0,3610979.0,3736392.0,3844447.0,3952712.0,4060751.0,4168814.0,4276851.0,4384742.0,4492710.0,4600821.0,4708607.0,4816363.0,4924100.0,5031934.0
5,12,8,raikkonen,6,1,1,Finished,126299,304211,481344,656742,766297,874387,982620,1090369,1198431,1306484,1414590,1522396,1630149,1741608,1869014,1977906,2086792,2196239,2305118,2413707,2522406,2631188.0,2739898.0,2848377.0,2956991.0,3065287.0,3173815.0,3282274.0,3390380.0,3498308.0,3609962.0,3735387.0,3843740.0,3952002.0,4060056.0,4167941.0,4275979.0,4383856.0,4491863.0,4599763.0,4707742.0,4815416.0,4923149.0,5030995.0
6,12,9,kubica,2,4,1,Finished,129127,306277,483159,657514,768656,877576,985779,1093908,1202191,1310164,1418273,1529669,1656857,1766052,1875063,1984395,2093592,2202524,2311253,2419822,2528327,2637059.0,2745725.0,2854603.0,2963357.0,3071859.0,3180431.0,3288974.0,3397333.0,3509309.0,3634325.0,3742730.0,3851520.0,3960201.0,4068532.0,4177274.0,4285752.0,4394013.0,4502059.0,4609882.0,4717546.0,4825303.0,4933059.0,5040961.0
7,12,10,glock,7,10,1,Finished,132223,308802,485796,658348,769978,879414,988163,1096446,1204957,1313607,1421827,1533771,1667580,1777765,1887478,1997227,2106636,2215682,2326202,2436173,2545975,2655906.0,2766429.0,2875993.0,2986041.0,3095220.0,3204465.0,3313959.0,3422261.0,3531081.0,3639682.0,3751527.0,3877022.0,3986028.0,4095506.0,4204329.0,4312667.0,4422400.0,4531154.0,4638890.0,4747162.0,4855505.0,4963922.0,5072485.0
8,12,15,trulli,7,16,23,Brakes,133077,321033,496585,664336,779368,892262,1005547,1117653,1229868,1341087,1452186,1563050,1674111,1784778,1895009,2005038,2115094,2225183,2335500,2449510,2587606,,,,,,,,,,,,,,,,,,,,,,,
10,12,17,webber,9,9,1,Finished,133900,309752,486605,659208,770718,880224,989250,1097806,1206530,1314509,1422845,1531131,1639104,1750195,1883076,1993298,2102818,2215907,2330830,2439732,2548483,2657463.0,2767183.0,2876758.0,2986864.0,3096267.0,3205770.0,3314721.0,3423433.0,3532113.0,3640739.0,3749329.0,3857959.0,3969364.0,4094355.0,4203185.0,4311302.0,4419315.0,4527098.0,4634898.0,4742904.0,4851016.0,4959534.0,5067954.0
0,12,2,heidfeld,2,5,1,Finished,135766,310901,487306,659913,771828,882654,991490,1100218,1208501,1316647,1424609,1532817,1640555,1752295,1880862,1990223,2100675,2210384,2319553,2428736,2537658,2646231.0,2754683.0,2863012.0,2971326.0,3079641.0,3188074.0,3296193.0,3404196.0,3511952.0,3619750.0,3731028.0,3856591.0,3964132.0,4071503.0,4180005.0,4287784.0,4395747.0,4503610.0,4611196.0,4719286.0,4826729.0,4934456.0,5042271.0
1,12,3,rosberg,3,8,1,Finished,137397,311398,487677,660251,773600,884562,994562,1104427,1213696,1322756,1431692,1540715,1649342,1758434,1867457,1976542,2085479,2197739,2325489,2435394,2545242,2655172.0,2765502.0,2875375.0,2985066.0,3094453.0,3203730.0,3312710.0,3421199.0,3529915.0,3638512.0,3746876.0,3859054.0,3984820.0,4093783.0,4202467.0,4310437.0,4418464.0,4526264.0,4634048.0,4741814.0,4849979.0,4958528.0,5067203.0
11,12,20,vettel,9,3,1,Finished,138772,312922,488763,660705,772677,883530,992998,1102023,1211003,1319262,1427455,1535605,1643345,1750991,1858762,1970213,2099748,2208844,2317753,2426371,2535384,2643614.0,2752094.0,2860428.0,2968780.0,3077112.0,3185164.0,3293333.0,3401343.0,3509070.0,3617018.0,3724758.0,3832548.0,3940228.0,4051332.0,4174734.0,4282065.0,4389328.0,4496893.0,4604520.0,4712205.0,4820096.0,4927404.0,5034870.0
2,12,4,alonso,4,15,31,Retired,139667,313577,489761,660953,774762,886752,997125,1107212,1216889,1326586,1435814,1544861,1653535,1762450,1871701,1980944,2090014,2198861,2307818,2416588,2525313,2633998.0,2742632.0,2854737.0,3008900.0,3135759.0,,,,,,,,,,,,,,,,,,
3,12,5,kovalainen,1,6,1,Finished,141004,315403,491297,661449,775774,887972,998884,1109504,1220066,1329754,1439787,1549407,1658919,1768587,1877612,1986714,2095935,2204841,2313881,2422885,2531749,2640377.0,2748974.0,2857322.0,2965890.0,3078385.0,3208555.0,3318804.0,3428285.0,3537775.0,3647255.0,3756577.0,3866174.0,3975049.0,4083966.0,4192639.0,4301396.0,4410292.0,4519237.0,4628053.0,4736861.0,4845542.0,4954246.0,5063758.0
14,12,67,buemi,5,12,1,Finished,142611,316798,492247,662120,776263,888638,999641,1110156,1220679,1330442,1440415,1550165,1659774,1769272,1878366,1987593,2096874,2205957,2314795,2423722,2536354,2662010.0,2770445.0,2878919.0,2987900.0,3097277.0,3209015.0,3319325.0,3428853.0,3541795.0,3667051.0,3776171.0,3885011.0,3993355.0,4102137.0,4210663.0,4319251.0,4427936.0,4536899.0,4645129.0,4753071.0,4860834.0,4969309.0,5077101.0
4,12,6,nakajima,3,13,1,Finished,143623,318044,493300,662949,777044,889519,1002320,1113717,1225805,1336990,1448055,1558912,1669680,1780337,1890988,2001503,2111600,2221802,2333099,2443260,2553350,2663555.0,2773339.0,2882994.0,2992905.0,3102565.0,3211920.0,3326259.0,3452866.0,3562183.0,3671645.0,3781099.0,3890251.0,3999350.0,4108283.0,4217125.0,4325846.0,4434736.0,4543462.0,4652022.0,4760426.0,4868631.0,4976971.0,5085236.0
13,12,22,barrichello,23,7,1,Finished,145412,322202,498269,664814,778126,889883,1000761,1110952,1222022,1331927,1441700,1551453,1661028,1772060,1882337,1991934,2101678,2211553,2320716,2429816,2539125,2647781.0,2756239.0,2864747.0,2973727.0,3082321.0,3194673.0,3321634.0,3430216.0,3539766.0,3648365.0,3757092.0,3866734.0,3975776.0,4084737.0,4194047.0,4302304.0,4410780.0,4519783.0,4628594.0,4737323.0,4847927.0,4956965.0,5066456.0
15,12,69,badoer,6,14,1,Finished,146414,319376,494081,663528,778610,891005,1004786,1117327,1229233,1340338,1451335,1562476,1673402,1783794,1894155,2004075,2114260,2224248,2334822,2444878,2554752,2664983.0,2774921.0,2888840.0,3027210.0,3138580.0,3248843.0,3360931.0,3471733.0,3582937.0,3694284.0,3804735.0,3915916.0,4025972.0,4137196.0,4248457.0,4358611.0,4469414.0,4579916.0,4690526.0,4800329.0,4911242.0,5021330.0,5133172.0
