,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
15,167.0,57.0,hakkinen,1.0,1.0,Finished,88393.0,207074.0,282420.0,357535.0,432176.0,506567.0,580617.0,654615.0,728172.0,801945.0,875222.0,948378.0,1021616.0,1094707.0,1167550.0,1240147.0,1312732.0,1385244.0,1457548.0,1529724.0,1602400.0,1674720.0,1746763.0,1818916.0,1891289.0,1963135.0,2034972.0,2107283.0,2179586.0,2252261.0,2324801.0,2397255.0,2470391.0,2543537.0,2616864.0,2689252.0,2761207.0,2837507.0,2935471.0,3008665.0,3082461.0,3155815.0,3229526.0,3303280.0,3376318.0,3449386.0,3522733.0,3596503.0,3669769.0,3743848.0,3818010.0,3891706.0,3965413.0,4039276.0,4112932.0,4187348.0,4261393.0,4334912.0,4407919.0,4480742.0,4555192.0,4628768.0,4702215.0,4776015.0,4849576.0,4923694.0,4997448.0,5071613.0,5145253.0,5219195.0,5295818.0
2,167.0,14.0,coulthard,2.0,1.0,Finished,89134.0,207635.0,283595.0,358475.0,433141.0,507548.0,581771.0,655814.0,729649.0,803355.0,876824.0,950242.0,1023628.0,1097096.0,1170403.0,1243207.0,1316397.0,1389571.0,1463160.0,1536286.0,1609602.0,1683229.0,1757079.0,1829828.0,1902544.0,1975578.0,2048060.0,2121335.0,2194010.0,2267505.0,2340183.0,2412845.0,2485239.0,2558028.0,2631297.0,2704712.0,2778401.0,2852762.0,2925590.0,2998397.0,3070840.0,3147313.0,3244217.0,3317934.0,3392010.0,3465677.0,3539563.0,3613702.0,3687980.0,3762210.0,3836602.0,3910124.0,3983885.0,4057291.0,4130415.0,4203536.0,4277123.0,4350330.0,4422999.0,4495507.0,4569224.0,4642496.0,4715737.0,4788480.0,4861140.0,4934810.0,5006593.0,5081018.0,5156048.0,5231831.0,5308353.0
17,167.0,63.0,salo,6.0,11.0,+1 Lap,91586.0,208165.0,285611.0,363352.0,439347.0,515211.0,591035.0,667930.0,743332.0,818785.0,894114.0,969606.0,1045191.0,1120581.0,1196075.0,1271128.0,1346338.0,1421099.0,1495895.0,1570953.0,1645937.0,1720663.0,1795460.0,1870577.0,1945172.0,2019745.0,2094607.0,2169350.0,2244074.0,2318596.0,2393068.0,2467742.0,2542189.0,2616723.0,2692280.0,2766764.0,2841278.0,2915190.0,2988971.0,3063061.0,3136816.0,3210754.0,3284834.0,3362244.0,3460836.0,3535947.0,3610468.0,3684905.0,3759373.0,3834879.0,3909542.0,3985683.0,4060588.0,4136646.0,4211238.0,4285909.0,4360423.0,4434840.0,4509386.0,4583845.0,4658181.0,4732286.0,4806234.0,4880303.0,4954283.0,5028044.0,5101814.0,5175510.0,5249184.0,5322931.0,
8,167.0,37.0,rosa,17.0,6.0,Gearbox,92216.0,208552.0,285694.0,361588.0,436575.0,511472.0,586209.0,661175.0,735615.0,810070.0,884842.0,959537.0,1034213.0,1108995.0,1183327.0,1257678.0,1332087.0,1406282.0,1480413.0,1554517.0,1628634.0,1702699.0,1776571.0,1850524.0,1924014.0,1997679.0,2071388.0,2145311.0,2218937.0,2292642.0,2366757.0,2444857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,167.0,50.0,verstappen,18.0,5.0,Engine,94216.0,213333.0,318889.0,393983.0,468688.0,543050.0,617560.0,691998.0,766225.0,840836.0,915395.0,991062.0,1065807.0,1150359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,167.0,65.0,herbert,7.0,11.0,+1 Lap,95025.0,209589.0,286920.0,364352.0,442933.0,519247.0,595325.0,671275.0,746833.0,822603.0,898068.0,973419.0,1049047.0,1124088.0,1199451.0,1274322.0,1349376.0,1424281.0,1499260.0,1573956.0,1648603.0,1723359.0,1797781.0,1872346.0,1946703.0,2021218.0,2095952.0,2170683.0,2245151.0,2319657.0,2394341.0,2468646.0,2543229.0,2618475.0,2693076.0,2767371.0,2841857.0,2915900.0,2989808.0,3063973.0,3137867.0,3211576.0,3285502.0,3359508.0,3436714.0,3537104.0,3611832.0,3686767.0,3761741.0,3838081.0,3912575.0,3987277.0,4061851.0,4137435.0,4212265.0,4287157.0,4361697.0,4435993.0,4510250.0,4584992.0,4659100.0,4733173.0,4807143.0,4881023.0,4954827.0,5028589.0,5102474.0,5176108.0,5249794.0,5323407.0,
3,167.0,18.0,button,5.0,11.0,+1 Lap,95715.0,210086.0,288905.0,365906.0,443611.0,519993.0,596021.0,671956.0,747446.0,823149.0,898771.0,974295.0,1049728.0,1125265.0,1200391.0,1275354.0,1350507.0,1425339.0,1500233.0,1574976.0,1649560.0,1724348.0,1798912.0,1873425.0,1947791.0,2022321.0,2096804.0,2171360.0,2246024.0,2320623.0,2395214.0,2469873.0,2545022.0,2619256.0,2693989.0,2768358.0,2842685.0,2916781.0,2990723.0,3064708.0,3138643.0,3212654.0,3286449.0,3360275.0,3434096.0,3507060.0,3584733.0,3682269.0,3756185.0,3830547.0,3905686.0,3980209.0,4059525.0,4135909.0,4210719.0,4284877.0,4359349.0,4433710.0,4508219.0,4582948.0,4657144.0,4731125.0,4804964.0,4879036.0,4953077.0,5026929.0,5100852.0,5174600.0,5248148.0,5321999.0,
4,167.0,22.0,barrichello,3.0,1.0,Finished,96738.0,210423.0,287447.0,364460.0,440202.0,515778.0,591275.0,666589.0,741235.0,816440.0,891192.0,965811.0,1040776.0,1115450.0,1190157.0,1264205.0,1338369.0,1412370.0,1486197.0,1560030.0,1633758.0,1707299.0,1781933.0,1855483.0,1928638.0,2001965.0,2075328.0,2148998.0,2222486.0,2296031.0,2369526.0,2444139.0,2517743.0,2590794.0,2663840.0,2737342.0,2810717.0,2883637.0,2956217.0,3028665.0,3101226.0,3174388.0,3247580.0,3320233.0,3393149.0,3469486.0,3565668.0,3639394.0,3713293.0,3787240.0,3860703.0,3934142.0,4007519.0,4081276.0,4154849.0,4228445.0,4301801.0,4375027.0,4447910.0,4521383.0,4596462.0,4669284.0,4742377.0,4815113.0,4888215.0,4960873.0,5034121.0,5106008.0,5179073.0,5252420.0,5326613.0
11,167.0,49.0,frentzen,19.0,44.0,Oil leak,97056.0,211120.0,288438.0,365026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,167.0,48.0,gene,8.0,11.0,+1 Lap,97857.0,211688.0,289342.0,366624.0,444421.0,520807.0,597104.0,672857.0,748511.0,824124.0,899912.0,975391.0,1051049.0,1126971.0,1202203.0,1277425.0,1352322.0,1426947.0,1501825.0,1576669.0,1651756.0,1726369.0,1800797.0,1875080.0,1949550.0,2023857.0,2098282.0,2172707.0,2247001.0,2321895.0,2396329.0,2471957.0,2547069.0,2621535.0,2696102.0,2770432.0,2844434.0,2918267.0,2992067.0,3066049.0,3139675.0,3215900.0,3294292.0,3393953.0,3468626.0,3543685.0,3618467.0,3692964.0,3767186.0,3841541.0,3916383.0,3991227.0,4065803.0,4140858.0,4215701.0,4290435.0,4364686.0,4438839.0,4513255.0,4588280.0,4662891.0,4737490.0,4811548.0,4885603.0,4959927.0,5035486.0,5109285.0,5183361.0,5257722.0,5332160.0,
