,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,vettel,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,2,5,5,3,2,2,2,2,2,2,2,2,2,2,3,10,9,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
1,hamilton,2,2,2,2,2,2,2,5,10,7,5,4,4,4,4,4,4,4,4,3,3,7,7,6,6,6,6,6,6,6,6,6,6,4,4,10,9,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5
2,button,3,3,3,3,3,3,3,2,2,1,3,2,2,2,2,2,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
3,massa,4,4,4,4,4,5,5,4,4,3,1,5,5,5,5,5,5,5,5,4,2,1,5,5,5,5,5,5,5,5,5,5,5,3,3,3,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
4,alonso,5,5,5,5,5,4,4,3,3,2,4,3,3,3,3,3,3,3,3,2,1,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
5,webber,6,6,6,6,6,6,6,6,5,4,7,6,6,6,6,6,6,6,6,7,6,5,4,4,4,4,4,4,4,4,4,4,4,5,11,8,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
6,michael_schumacher,7,7,7,7,7,7,7,7,6,14,10,8,8,8,7,7,7,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,6,5,4,2,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6
7,resta,8,8,8,8,8,8,8,8,7,6,16,14,12,11,11,11,11,11,10,9,9,9,9,8,10,10,10,9,9,9,9,9,9,8,7,16,15,12,13,12,11,10,10,11,11,13,13,13,12,12,12,12,12
8,sutil,9,9,9,9,9,9,9,9,18,17,14,12,10,10,10,10,10,8,8,8,8,8,8,14,11,11,11,11,11,11,10,10,10,9,8,7,10,14,14,13,12,11,11,10,9,9,9,9,11,11,11,11,11
9,petrov,10,10,10,10,10,10,10,10,8,8,6,7,7,7,8,8,8,9,14,14,13,13,13,11,8,8,8,10,10,10,12,12,12,12,12,11,11,9,9,14,14,12,12,12,12,11,10,10,9,9,9,9,9
10,buemi,11,11,11,11,11,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,kobayashi,12,12,12,12,12,12,12,12,11,11,19,17,15,15,15,12,12,12,11,11,10,10,10,9,13,13,13,13,13,13,13,13,13,13,13,12,12,10,10,9,10,9,9,9,10,10,12,12,13,13,13,13,13
12,bruno_senna,13,13,13,14,15,15,15,15,13,12,11,11,11,12,12,18,18,17,17,18,18,18,17,17,16,16,16,17,19,19,19,19,19,19,19,19,19,18,17,17,17,16,16,16,15,16,16,16,16,16,16,16,16
13,kovalainen,14,16,16,16,16,16,17,17,16,18,22,19,18,18,18,17,16,15,15,15,15,17,19,19,18,17,17,18,17,17,17,17,17,17,17,17,17,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
14,maldonado,15,14,14,13,13,13,14,14,15,15,13,13,13,13,13,15,17,16,16,16,16,16,16,16,17,18,18,16,16,16,16,16,15,15,15,14,13,11,11,11,13,17,17,17,16,15,15,15,15,15,15,15,14
15,barrichello,16,15,15,15,14,14,13,13,12,10,8,9,16,16,16,14,13,13,12,12,11,11,11,10,14,14,14,14,14,14,14,14,14,14,14,13,14,16,16,16,16,15,15,15,17,17,17,17,17,17,17,17,17
16,perez,17,17,18,18,18,17,16,16,14,13,12,10,9,9,9,9,9,10,9,10,14,14,14,13,9,9,9,8,8,8,8,8,8,7,6,5,5,13,12,10,9,8,8,8,8,8,8,8,8,8,8,8,8
17,trulli,18,18,17,17,17,18,19,19,19,20,18,21,20,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,18,18,18,18,18,18,18,18,16,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
18,alguersuari,19,19,20,20,20,20,20,20,20,19,17,16,14,14,14,13,15,18,18,17,17,15,15,15,15,15,15,15,15,15,15,15,16,16,16,15,18,17,15,15,15,14,14,14,14,14,14,14,14,14,14,14,15
19,ambrosio,20,21,21,21,21,21,21,21,21,21,20,18,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0
20,rosberg,21,20,19,19,19,19,18,18,17,16,15,15,17,17,17,16,14,14,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,9,7,6,6,6,8,13,13,13,13,12,11,11,10,10,10,10,10
21,glock,22,22,22,22,22,22,22,22,22,22,21,20,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,21,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0
22,ricciardo,23,23,23,23,23,23,23,23,23,23,23,22,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,20,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0
